Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Total Assets,Common Stock,Other Current Assets,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Intangible Assets,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Repurchase Of Stock
2017-09-29,44.27000045776367,44.790000915527344,43.97999954223633,44.150001525878906,36.96319580078125,1064800,ACC,0.941789202533004,0.9061253828815812,0.908045363727182,1.0206479989635429,-0.0788587964305388,-0.1841350058408648,-0.1812478352640208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,44.27999877929688,44.90999984741211,44.150001525878906,44.619998931884766,37.3566780090332,768200,ACC,0.9457642934437024,0.8977134186658421,0.8774047826220595,1.012478214064533,-0.0667139206208305,-0.1909941370955575,-0.2117260958548743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,44.45000076293945,44.540000915527344,43.97999954223633,44.43000030517578,37.19760894775391,820100,ACC,0.939230222548566,0.918155024084388,0.8869085941834431,1.0113391723313174,-0.0721089497827514,-0.171808350920514,-0.194892048037129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,44.4900016784668,44.81999969482422,44.18000030517578,44.7599983215332,37.47388458251953,548500,ACC,0.9354335508309926,0.8964859357417896,0.8890479962750751,1.0126829906128405,-0.0772494397818479,-0.1919977512797768,-0.2009113703215889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,44.90999984741211,45.22999954223633,44.900001525878906,45.09000015258789,37.75017166137695,474700,ACC,0.93191377388457,0.8798399067257708,0.8909290549365444,1.0121464877707815,-0.0802327138862115,-0.2029605689573418,-0.2069926938347147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,44.81999969482422,44.9900016784668,44.68000030517578,44.84000015258789,37.54086685180664,307100,ACC,0.9409008920027644,0.8836185500562792,0.901139434127014,1.0081446760609294,-0.067243784058165,-0.2113246727707569,-0.1994336323087495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,44.84999847412109,45.11000061035156,44.81999969482422,45.08000183105469,37.74180221557617,184900,ACC,0.9449865860261596,0.8730862105683092,0.8777483283195807,1.0143616235707735,-0.0693750375446139,-0.2306292143843434,-0.2207338178571162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,45.119998931884766,45.5,44.72999954223633,44.75,37.46552276611328,595100,ACC,0.9468154213234375,0.880653518320575,0.8693736164088036,1.008797349947511,-0.0619819286240733,-0.2121971578233705,-0.2199236962851519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,44.84999847412109,45.27000045776367,44.709999084472656,45.119998931884766,37.77528381347656,567800,ACC,0.9361399734452616,0.8727604285112421,0.8602057002610637,1.0091988628593096,-0.073058889414048,-0.2284717792314642,-0.2278913499319299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,45.09999847412109,45.27999877929688,44.880001068115234,44.959999084472656,37.641334533691406,585800,ACC,0.9601488733158008,0.8668759405925544,0.8605385383255045,1.0112728774332036,-0.0511240041174028,-0.2318089852307983,-0.2154965626396249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
