Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock,Change To Inventory,Change To Account Receivables,Issuance Of Stock
2018-01-19,12.649999618530272,12.970000267028809,12.0,12.390000343322754,10.668246269226074,68187400,ADT,0.9402743511423224,0.7390608670279901,0.7143920417411502,0.9694690060853024,-0.0291946549429801,-0.2326511656481777,-0.3314233216075857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-22,12.119999885559082,12.18000030517578,11.119999885559082,11.449999809265137,9.858868598937988,26132900,ADT,1.0401749003387868,0.7962275820914234,0.7932916015857574,0.962138874344328,0.0780360259944589,-0.1770090178703163,-0.2561526190028753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-23,11.470000267028809,12.119999885559082,11.449999809265137,11.90999984741211,10.254947662353516,8272100,ADT,1.0058771932761292,0.7680037518510955,0.757573449571528,0.9712482450100663,0.0346289482660627,-0.2009274329875002,-0.2846812555652461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-24,11.90999984741211,12.144000053405762,11.300000190734863,11.90999984741211,10.254947662353516,10369000,ADT,1.0201510412074963,0.7511431130692455,0.729640600117622,0.9795485186833895,0.0406025225241067,-0.2117683357418428,-0.3238885079939729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-25,11.90999984741211,11.9399995803833,11.600000381469728,11.899999618530272,10.24633502960205,9448600,ADT,0.9747902585437668,0.732368421958885,0.7548216638010525,0.966216685842239,0.0085735727015278,-0.2319578290123608,-0.3010711281662124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-26,11.8100004196167,11.920000076293944,11.75,11.899999618530272,10.24633502960205,7910600,ADT,0.8873951851166891,0.7340559123780105,0.7607516375791239,0.9510576163473856,-0.0636624312306965,-0.2187249394760119,-0.2920895431191379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-29,11.890000343322754,12.229999542236328,11.850000381469728,12.079999923706056,10.401322364807127,9508400,ADT,0.8841059848566605,0.6882086377788376,0.7636030534603113,0.9505813448789944,-0.066475360022334,-0.2700147946936985,-0.3006267775534177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-30,12.0,12.399999618530272,11.90999984741211,12.399999618530272,10.676855087280272,5638800,ADT,0.8927417584253095,0.654254023985007,0.7707261510747093,0.9691515138835962,-0.0764097554582867,-0.325313155388782,-0.3028000401607497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-31,12.460000038146973,12.56999969482422,12.399999618530272,12.479999542236328,10.74573802947998,6624700,ADT,0.8589741689603124,0.6790231708748964,0.6841988394638384,0.9806085357513576,-0.1216343667910451,-0.3059676131369626,-0.3918483879205879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-01,12.479999542236328,12.8100004196167,12.449999809265137,12.75,10.978219032287598,6075100,ADT,0.8117646210566706,0.674881207891554,0.7037093437977702,0.9878286984701532,-0.1760640774134825,-0.3116990330751467,-0.369086653878127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-02,12.640000343322754,12.949999809265137,12.600000381469728,12.859999656677246,11.072931289672852,6012400,ADT,0.8087092976286754,0.6105518478039,0.7172880703413457,1.0090257197028396,-0.2003164220741642,-0.4043079863854872,-0.3707229047090562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-05,12.800000190734863,12.850000381469728,12.460000038146973,12.640000343322754,10.883502960205078,4006400,ADT,0.8322784954320734,0.6291220871034281,0.7098335287385933,1.0478685372259775,-0.215590041793904,-0.4305846641127236,-0.4270602474095744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-06,12.199999809265137,12.5,12.140000343322754,12.300000190734863,10.590750694274902,4608500,ADT,0.8560976846266801,0.6040646068101206,0.7155214216178051,1.051568894585514,-0.1954712099588338,-0.4457526605371534,-0.3990898831128672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-07,12.220000267028809,12.539999961853027,12.199999809265137,12.510000228881836,10.771568298339844,2671200,ADT,0.8561151282961162,0.5858984499780784,0.702704419588186,1.0532451350968348,-0.1971300068007185,-0.4645763421938693,-0.4231428993157737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-08,12.56999969482422,12.56999969482422,12.270000457763672,12.369999885559082,10.651022911071776,4065800,ADT,0.8520615339322789,0.5787308342183448,0.7098424153059609,1.0842445858930831,-0.2321830519608042,-0.5037263834264856,-0.4586616124503401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-09,12.390000343322754,12.68000030517578,12.149999618530272,12.640000343322754,10.883502960205078,4091500,ADT,0.8077531199122341,0.5560421409406441,0.6930844939354269,1.0683764455000002,-0.2606233255877661,-0.521769681453157,-0.4711373595940037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-12,12.640000343322754,12.770000457763672,12.470000267028809,12.68000030517578,10.917943954467772,2783100,ADT,0.704258817951391,0.5677494830234096,0.72667543303832,1.051323312301984,-0.347064494350593,-0.4976578412424808,-0.4287333978731498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-13,13.0,13.020000457763672,12.09000015258789,12.149999618530272,10.46159553527832,6081700,ADT,0.7185185060262842,0.6007792500449872,0.7533956475691669,1.0516026800277547,-0.3330841740014705,-0.4597837433250703,-0.3970046350881068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
