,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-135490000.0,-174588000.0,-145643000.0,-8570000.0
Change To Liabilities,23243000.0,23027000.0,12920000.0,-1177000.0
Total Cashflows From Investing Activities,-139857000.0,-176140000.0,-145765000.0,-8651000.0
Total Cash From Financing Activities,1250714000.0,338028000.0,140852000.0,158677000.0
Change To Operating Activities,-7022000.0,-9862000.0,693000.0,197000.0
Issuance Of Stock,1250673000.0,336978000.0,140852000.0,158677000.0
Net Income,-357937000.0,-213256000.0,-98418000.0,-70430000.0
Change In Cash,839326000.0,14162000.0,-75009000.0,85320000.0
Total Cash From Operating Activities,-271531000.0,-147726000.0,-70096000.0,-64706000.0
Depreciation,641000.0,249000.0,175000.0,184000.0
Other Cashflows From Financing Activities,41000.0,1050000.0,1050000.0,1050000.0
Change To Netincome,69544000.0,52116000.0,14534000.0,6520000.0
Capital Expenditures,-4367000.0,-1552000.0,-122000.0,-81000.0
