,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,-1139000.0,-6878000.0,172000.0,23267000.0
Total Cashflows From Investing Activities,-174780000.0,-155320000.0,-66870000.0,-649688000.0
Total Cash From Financing Activities,-40642000.0,-86016000.0,-49001000.0,-10673000.0
Change To Operating Activities,418000.0,-12453000.0,34913000.0,-13553000.0
Net Income,86475000.0,112436000.0,77774000.0,-145545000.0
Change In Cash,39255000.0,-28946000.0,88872000.0,-543422000.0
Repurchase Of Stock,-71000.0,-8000.0,-3526000.0,-101000.0
Total Cash From Operating Activities,254677000.0,212390000.0,204743000.0,116939000.0
Depreciation,84170000.0,84342000.0,83120000.0,80096000.0
Other Cashflows From Investing Activities,-872000.0,246000.0,11849000.0,-5331000.0
Dividends Paid,-40571000.0,-40560000.0,-40475000.0,-40471000.0
Change To Inventory,-8234000.0,13385000.0,13873000.0,-18222000.0
Change To Account Receivables,60426000.0,-37553000.0,-63606000.0,-6623000.0
Change To Netincome,32561000.0,59111000.0,58497000.0,197519000.0
Capital Expenditures,-173908000.0,-155566000.0,-183301000.0,-644357000.0
Net Borrowings,,-45448000.0,-5000000.0,29899000.0
