,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,242000000.0,3422000000.0,3815000000.0,-593000000.0
Change To Liabilities,81000000.0,-12000000.0,-2000000.0,27000000.0
Total Cashflows From Investing Activities,3794000000.0,2787000000.0,2894000000.0,-1295000000.0
Net Borrowings,-6000000.0,-1550000000.0,-750000000.0,1032000000.0
Total Cash From Financing Activities,-5692000000.0,-7091000000.0,-5398000000.0,-1784000000.0
Change To Operating Activities,-282000000.0,39000000.0,-412000000.0,77000000.0
Issuance Of Stock,90000000.0,106000000.0,109000000.0,120000000.0
Net Income,5667000000.0,1786000000.0,2530000000.0,-1017000000.0
Change In Cash,598000000.0,-1223000000.0,79000000.0,305000000.0
Repurchase Of Stock,-5312000000.0,-5175000000.0,-4727000000.0,-2965000000.0
Effect Of Exchange Rate,77000000.0,-33000000.0,-75000000.0,238000000.0
Total Cash From Operating Activities,2419000000.0,3114000000.0,2658000000.0,3146000000.0
Depreciation,609000000.0,629000000.0,635000000.0,676000000.0
Other Cashflows From Investing Activities,4046000000.0,-112000000.0,4000000.0,-2000000.0
Dividends Paid,-447000000.0,-473000000.0,-473000000.0,-473000000.0
Change To Account Receivables,8000000.0,-108000000.0,-76000000.0,-195000000.0
Other Cashflows From Financing Activities,-17000000.0,1000000.0,-30000000.0,29000000.0
Change To Netincome,-3689000000.0,868000000.0,-4000000.0,2369000000.0
Capital Expenditures,-494000000.0,-523000000.0,-623000000.0,-666000000.0
