Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Deferred Long Term Liab,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock,Dividends Paid
2017-09-29,38.80093002319336,39.66822052001953,38.783470153808594,39.45285034179688,39.45285034179688,3763451,XPO,1.0231632568605442,1.347742790598016,1.4505754410419005,1.0206479989635429,0.0025152578970013,0.2574824018755699,0.3612822420506976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,39.34807968139648,39.5052375793457,38.31199264526367,39.121070861816406,39.121070861816406,2500205,XPO,1.0370480628947571,1.3551554631853762,1.499032895402733,1.012478214064533,0.0245698488302241,0.2664479074239765,0.4099020169257992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,39.15017318725586,39.371360778808594,38.905704498291016,39.173458099365234,39.173458099365234,1823829,XPO,1.0632986165177098,1.3696879771298072,1.471173824897968,1.0113391723313174,0.0519594441863924,0.2797246021249051,0.3893731826773958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,39.15017318725586,39.26076889038086,38.6728744506836,38.94644927978516,38.94644927978516,3180018,XPO,1.094754161239573,1.3840980498900148,1.5477507493453693,1.0126829906128405,0.0820711706267325,0.2956143628684484,0.4577913827487052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,38.52153778076172,38.77764892578125,37.84633255004883,38.54481887817383,38.54481887817383,4587060,XPO,1.114919965206868,1.3884023355221389,1.6120507392253969,1.0121464877707815,0.1027734774360864,0.3056018598390262,0.5141289904541377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,38.30617141723633,39.01629638671875,38.2188606262207,38.99301528930664,38.99301528930664,1923301,XPO,1.098372935842419,1.4154351710586752,1.5985968204183516,1.0081446760609294,0.0902282597814896,0.320491948231639,0.498023753982588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,39.15017318725586,39.34225845336914,38.83585739135742,39.11524963378906,39.11524963378906,2252470,XPO,1.0944940757734576,1.4138392998205158,1.5833333658415178,1.0143616235707735,0.080132452202684,0.3101238748678632,0.4848512196648209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,39.27241134643555,39.74971008300781,39.05122375488281,39.48777770996094,39.48777770996094,2071564,XPO,1.047464595414532,1.3574586986754749,1.5395046739192175,1.008797349947511,0.0386672454670211,0.2646080225315292,0.4502073612252619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,39.56344604492188,40.13969802856445,39.38300323486328,39.738067626953125,39.738067626953125,2698634,XPO,1.056100759751086,1.3862604318900391,1.523656112989647,1.0091988628593096,0.0469018968917764,0.2850282241473327,0.4355590627966534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,39.58090972900391,39.87194442749024,39.14435577392578,39.6507568359375,39.6507568359375,1816098,XPO,1.064004684147171,1.371109756510549,1.4787140107259735,1.0112728774332036,0.0527318067139674,0.2724248306871963,0.4026789097608441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,39.761348724365234,39.802093505859375,39.010475158691406,39.11524963378906,39.11524963378906,1691543,XPO,1.0895833243935826,1.4278274416149754,1.4671131600803131,1.0098252549340063,0.079758069459576,0.3195779432277004,0.3902225562366961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,39.40046691894531,39.44702911376953,38.59138488769531,38.84749603271485,38.84749603271485,1650998,XPO,1.0768654581005332,1.4551993108945935,1.4469583463198512,1.0047827275420922,0.072082730558441,0.3401375457528859,0.3613643489596447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,38.8067512512207,38.8416748046875,37.5902214050293,37.625144958496094,37.625144958496094,2024835,XPO,1.1477413125103542,1.4910272582768729,1.5163985219410403,1.016827126331923,0.1309141861784311,0.3700314881075566,0.42946023562624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,37.63678741455078,37.78812789916992,37.32246780395508,37.69499588012695,37.69499588012695,2483884,XPO,1.153026503926472,1.4915070226565414,1.5003088088600158,1.016900814218988,0.136125689707484,0.374923298559235,0.4243134644353605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,37.334110260009766,38.37601852416992,36.833526611328125,38.27124786376953,38.27124786376953,2553292,XPO,1.1639542697799108,1.4653991227379444,1.4529276522943555,1.0195478153138224,0.1444064544660883,0.3488482203987428,0.3750941109765313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,38.5273551940918,39.46449279785156,38.50407409667969,39.35390090942383,39.35390090942383,2261747,XPO,1.1424345282055572,1.4302617902446293,1.3842626523679942,1.0187296628598663,0.1237048653456909,0.3133362644670847,0.31878864314353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,39.4819564819336,39.69150161743164,39.24912643432617,39.40046691894531,39.40046691894531,1896157,XPO,1.1323681359983486,1.4163096320158133,1.4762889360761136,1.0231439317955078,0.1092242042028408,0.3020714790511312,0.407831784210525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,39.48777770996094,40.11641311645508,39.34807968139648,39.83702087402344,39.83702087402344,1883787,XPO,1.1218585284968854,1.3740502283052554,1.4792518191070103,1.023176662025299,0.098681866471586,0.2732573444588608,0.3998709988091571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,39.65657806396485,39.98835754394531,39.412105560302734,39.67404174804688,39.67404174804688,3077453,XPO,1.1266137977399135,1.3855633369460452,1.530222939465662,1.028738706809164,0.0978750909307495,0.2773495153914795,0.4364016771803574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,39.831199645996094,40.937137603759766,39.69732284545898,40.24446868896485,40.24446868896485,2491787,XPO,1.107463180031253,1.3944172265642547,1.525310985582159,1.0357335667629224,0.0717296132683307,0.2900486958768133,0.4342889512612977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,40.29685592651367,40.52386474609375,39.7962760925293,40.50640487670898,40.50640487670898,1680719,XPO,1.1089236522898551,1.3481821509625975,1.5279493518441525,1.0327543330408862,0.0761693192489689,0.2697631973665568,0.4318205531090828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,40.50640487670898,40.611175537109375,39.74388885498047,40.19208526611328,40.19208526611328,2043561,XPO,1.144532889450513,1.299637893060003,1.5713250634911506,1.0448229351223306,0.0997099543281823,0.2535269594875242,0.4609355710962837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,39.930152893066406,40.628639221191406,39.75553131103516,40.36670684814453,40.36670684814453,2318097,XPO,1.1245854001506348,1.2999278956783713,1.5727468344501785,1.0378093145840102,0.0867760855666246,0.24627152726388,0.465166883321755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,40.82072067260742,41.22235107421875,40.21536636352539,40.570430755615234,40.570430755615234,3830281,XPO,1.095121950072847,1.2913917291433854,1.5505021722481604,1.0388512590749122,0.0562706909979349,0.2368077107915356,0.4410595659890919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,40.45401763916016,42.17694854736328,39.91851043701172,41.65308380126953,41.65308380126953,4560087,XPO,1.0673560637656598,1.1883733888104029,1.4906372371511,1.0310647944789963,0.0362912692866634,0.1703270466904034,0.3861352258655179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,42.08381652832031,43.00349044799805,41.93830108642578,42.63678741455078,42.63678741455078,2803948,XPO,1.0379522085486794,1.1741979808853522,1.444914627191715,1.0262436118253355,0.0117085967233436,0.1485615753175997,0.3371043085023488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,43.02677536010742,43.31199264526367,42.29918670654297,42.974388122558594,42.974388122558594,2104894,XPO,1.0390085533876148,1.2217256116429325,1.4406068699437342,1.0311845275729687,0.007824025814646,0.185614682440488,0.3348785856076275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,43.032596588134766,43.57974243164063,42.683353424072266,42.82887268066406,42.82887268066406,2541437,XPO,1.0501494923281862,1.2540092338945708,1.4732263194853417,1.0414917955670933,0.0086576967610929,0.2080994238669047,0.3613999603902715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,42.65424728393555,42.922000885009766,42.11292266845703,42.81140899658203,42.81140899658203,5281476,XPO,1.0387491341251889,1.2708361067167648,1.499796039367877,1.0390384642435906,-0.0002893301184017,0.2098313436190262,0.3851427339665254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,42.24679946899414,42.74156188964844,40.93131637573242,41.3620491027832,41.3620491027832,3777367,XPO,1.0735997199250784,1.2946805409260491,1.5305376012663872,1.0401272810196784,0.0334724389053999,0.2191056881919568,0.4178586084400637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,41.41443634033203,42.0605354309082,41.3620491027832,41.967403411865234,41.967403411865234,2391628,XPO,1.0701803199071982,1.2680999132573068,1.4936200081025293,1.0393664161720684,0.0308139037351298,0.1922066646168889,0.3802820477476012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
