Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2005-06-28,15.199999809265137,15.989999771118164,15.199999809265137,15.989999771118164,15.989999771118164,521800,BLDR,1.2507817564903831,1.3964978263501586,1.3589743497986786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-29,16.0,16.079999923706055,15.800000190734863,16.030000686645508,16.030000686645508,230300,BLDR,1.2376793077193358,1.4373050485719456,1.3636930551452182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,16.0,16.25,15.899999618530272,16.200000762939453,16.200000762939453,479400,BLDR,1.220370341154012,1.4413579803580776,1.356790031301709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-01,16.299999237060547,16.399999618530273,16.139999389648438,16.239999771118164,16.239999771118164,148000,BLDR,1.2050492592757454,1.3639162518907595,1.37315268173339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-05,16.25,16.25,16.0,16.049999237060547,16.049999237060547,336500,BLDR,1.2348910054187718,1.3196262499670224,1.4560748878585903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-06,16.040000915527344,16.049999237060547,15.75,15.8100004196167,15.8100004196167,135300,BLDR,1.2409867374126906,1.367488947843909,1.4623656056673229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-07,15.699999809265137,16.0,15.600000381469728,16.0,16.0,251200,BLDR,1.158750057220459,1.3218749761581423,1.4656250476837158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-08,16.040000915527344,16.200000762939453,15.899999618530272,16.200000762939453,16.200000762939453,106300,BLDR,1.172222152887879,1.2648147411198207,1.4555554822966263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-11,16.31999969482422,16.989999771118164,16.0,16.25,16.25,414200,BLDR,1.174153841458834,1.1766154362605168,1.4406153752253603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-12,16.149999618530273,16.489999771118164,16.079999923706055,16.34000015258789,16.34000015258789,390200,BLDR,1.1566707124869238,1.1670746338275864,1.4290085779327002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-13,16.270000457763672,16.799999237060547,16.25,16.31999969482422,16.31999969482422,245200,BLDR,1.1317401751675356,1.1893382481843957,1.4062500730449092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-14,16.399999618530273,16.5,16.100000381469727,16.190000534057617,16.190000534057617,173100,BLDR,1.18468188217958,1.2415070857587036,1.428042005965206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-15,16.200000762939453,16.350000381469727,16.049999237060547,16.229999542236328,16.229999542236328,220800,BLDR,1.182994535087577,1.2156500368895102,1.4417745088430234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-18,16.190000534057617,16.399999618530273,16.15999984741211,16.309999465942383,16.309999465942383,359200,BLDR,1.159411432655096,1.2489271309768517,1.4647455654142838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-19,16.399999618530273,16.5,16.200000762939453,16.260000228881836,16.260000228881836,985800,BLDR,1.1968018948675547,1.2011070363920002,1.5252151837617771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-20,16.200000762939453,16.75,16.200000762939453,16.610000610351562,16.610000610351562,271800,BLDR,1.1709813394478723,1.247441213243636,1.468994504631378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-21,16.6200008392334,16.899999618530273,16.479999542236328,16.530000686645508,16.530000686645508,199200,BLDR,1.171203860021155,1.258318110891837,1.5117966565668348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-22,16.649999618530273,16.700000762939453,16.219999313354492,16.600000381469727,16.600000381469727,220400,BLDR,1.1608433743937991,1.2951806931281793,1.508433755428044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-25,16.639999389648438,16.93000030517578,16.5,16.610000610351562,16.610000610351562,217800,BLDR,1.1637567256716024,1.2931967942764386,1.5388319401995123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-26,17.200000762939453,18.40999984741211,16.899999618530273,17.899999618530273,17.899999618530273,1347100,BLDR,1.0536313414681575,1.0932960956359543,1.4363128286247218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-27,18.40999984741211,18.989999771118164,17.59000015258789,18.850000381469727,18.850000381469727,1199700,BLDR,0.9676392255699252,1.0344827376857375,1.341644583752284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-28,20.940000534057617,21.0,19.799999237060547,20.18000030517578,20.18000030517578,1152700,BLDR,0.935579726226478,0.9687809188013912,1.2784935008372296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-29,20.18000030517578,20.600000381469727,19.26000022888184,20.0,20.0,287300,BLDR,0.9395000457763673,0.9779999732971192,1.1920000076293946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-01,20.0,20.07999992370605,19.309999465942383,19.84000015258789,19.84000015258789,220000,BLDR,1.023185437547119,1.0020160790257602,1.254536249910353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-02,20.5,20.520000457763672,19.540000915527344,19.770000457763672,19.770000457763672,415600,BLDR,1.0905411718124558,0.998482514620594,1.2837632055187882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-03,19.75,19.950000762939453,19.01000022888184,19.56999969482422,19.56999969482422,209000,BLDR,1.1241696649498905,0.9856924484587024,1.266223866789288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-04,18.81999969482422,20.0,18.479999542236328,19.81999969482422,19.81999969482422,242700,BLDR,1.1276488761655326,0.9540867880210036,1.2043391123495726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-05,19.84000015258789,19.84000015258789,19.25,19.6200008392334,19.6200008392334,184900,BLDR,1.0993883166249148,0.9102956088889442,1.2283383970747768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-08,19.46999931335449,19.950000762939453,17.59000015258789,18.540000915527344,18.540000915527344,208700,BLDR,1.1348435747867864,0.9708737384648622,1.316073269343539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-09,18.450000762939453,19.450000762939453,17.639999389648438,18.989999771118164,18.989999771118164,165400,BLDR,1.120589833761357,0.9589257137416184,1.2927856520777092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-10,19.0,19.5,18.450000762939453,19.07999992370605,19.07999992370605,90300,BLDR,1.0849057047018444,0.98008390134769,1.263102750410735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-11,18.940000534057617,19.14999961853028,18.270000457763672,18.89999961853028,18.89999961853028,63000,BLDR,1.0862434444981213,0.9867724865055082,1.2677248448714975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-12,18.11000061035156,18.75,18.059999465942383,18.46999931335449,18.46999931335449,65600,BLDR,1.1315647209265898,1.0037900165010964,1.3129399513548632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-15,18.3799991607666,19.31999969482422,18.26000022888184,19.18000030517578,19.18000030517578,139700,BLDR,1.130344106372374,0.943169961666072,1.2278414422498996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-16,19.450000762939453,19.51000022888184,18.559999465942383,19.200000762939453,19.200000762939453,133800,BLDR,1.1369791175135326,0.957291584917244,1.2541666128569198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-17,19.14999961853028,19.600000381469727,18.59000015258789,18.90999984741211,18.90999984741211,92700,BLDR,1.1713379057251323,1.0216816420264656,1.3051295877484268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-18,18.979999542236328,19.799999237060547,18.979999542236328,19.459999084472656,19.459999084472656,73400,BLDR,1.1212744461141642,0.9820144660540931,1.2183967214772955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
