Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Other Cashflows From Financing Activities
2019-07-12,37.470001220703125,39.20000076293945,36.95000076293945,39.0,39.0,248600,ADPT,1.1046154315655048,0.7664102407602165,0.687179467616937,0.9709027016272972,0.1337127299382077,-0.2232766786650555,-0.4104441668554802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-15,39.040000915527344,39.055999755859375,37.630001068115234,38.13999938964844,38.13999938964844,239600,ADPT,1.1402727418572114,0.7899842591225676,0.7128998680958879,0.943868517966083,0.1964042238911284,-0.1981057879968777,-0.3855887144960744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-16,38.040000915527344,39.209999084472656,37.92399978637695,38.650001525878906,38.650001525878906,230900,ADPT,1.236998693034432,0.8025873022797577,0.6946959720943803,0.9448764493933882,0.2921222436410439,-0.1920290955432457,-0.4068810821313012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-17,38.650001525878906,39.12799835205078,37.81999969482422,38.09000015258789,38.09000015258789,192000,ADPT,1.2102913701613358,0.7684431698742071,0.8020477583270614,0.967805381362882,0.2424859887984537,-0.2309714676925481,-0.295357758947096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-18,38.0,38.79999923706055,36.88999938964844,38.0099983215332,38.0099983215332,162800,ADPT,1.212312651036075,0.6940278959660453,0.8013680723373416,0.9739839367274228,0.2383287143086523,-0.3081486261604054,-0.2761060648195684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-19,38.0,38.81999969482422,37.19499969482422,38.52999877929688,38.52999877929688,172700,ADPT,1.1689593133267486,0.6620815218553547,0.8069037409181885,0.9718210842213412,0.1971382291054074,-0.3416213423914426,-0.2862386868416622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-22,38.68999862670898,40.970001220703125,38.150001525878906,39.27000045776367,39.27000045776367,798400,ADPT,1.1950598359592768,0.6254137809944149,0.7878787922942533,0.9797792259190852,0.2152806100401917,-0.3803730033888282,-0.3025162936865045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-23,39.900001525878906,40.92499923706055,39.59000015258789,40.380001068115234,40.380001068115234,321800,ADPT,1.135958338745675,0.6438830934189861,0.7634967584993445,0.9721811802165374,0.1637771585291376,-0.355996171032121,-0.3201647778692426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-24,40.29999923706055,40.79999923706055,38.880001068115234,40.380001068115234,40.380001068115234,274500,ADPT,1.067607713472598,0.6344725151447161,0.740589398108239,0.9381920732304816,0.1294156402421165,-0.3599702829137755,-0.3125927392927108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-25,40.45000076293945,40.900001525878906,39.709999084472656,40.209999084472656,40.209999084472656,188000,ADPT,1.098980344015308,0.6488435898189987,0.7460830809017523,0.9521359277988416,0.1468444162164666,-0.3564550236039391,-0.3235777924868926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-26,40.2599983215332,40.84999847412109,39.27999877929688,39.66999816894531,39.66999816894531,113300,ADPT,1.1215024888328506,0.6604487515063583,0.7408621312379007,0.9388045673908064,0.1826979214420442,-0.3391032329732231,-0.3374305283631305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-29,39.90800094604492,39.90800094604492,37.2599983215332,37.7599983215332,37.7599983215332,443200,ADPT,1.2558262785171617,0.6906779947824717,0.7966102028810865,0.9497848525428108,0.3060414259743509,-0.3134218537817153,-0.2964307333107884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-30,37.52000045776367,38.060001373291016,36.77000045776367,36.900001525878906,36.900001525878906,479700,ADPT,1.357994540331066,0.7063685489491802,0.8528454745803677,0.96111848959372,0.3968760507373459,-0.2894023092047371,-0.2370273961644016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-31,37.34000015258789,39.630001068115234,37.34000015258789,38.54999923706055,38.54999923706055,224500,ADPT,1.3190661343836234,0.7289235003266984,0.8383917077682576,0.9713406100738472,0.3477255243097762,-0.2894249575131059,-0.2525766066185549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-01,38.54999923706055,39.97999954223633,38.2509994506836,38.630001068115234,38.630001068115234,274900,ADPT,1.3287600417236822,0.7885062967190544,0.8110276742799647,0.9733290342890444,0.3554310074346378,-0.247696157895398,-0.3012961035888337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-02,38.61000061035156,38.80199813842773,37.20000076293945,37.33000183105469,37.33000183105469,276100,ADPT,1.433431441115506,0.7502008515164161,0.8424859153576659,0.9934093547508857,0.4400220863646205,-0.296157778767694,-0.2876589637669834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-05,36.630001068115234,36.709999084472656,34.11000061035156,35.119998931884766,35.119998931884766,689100,ADPT,1.2699316580453996,0.7625285165465214,0.8937927205103093,1.0379157998062003,0.2320158582391993,-0.3133714343180733,-0.2794300290784008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-06,35.16999816894531,36.38999938964844,34.52000045776367,36.380001068115234,36.380001068115234,190100,ADPT,1.2047828626775086,0.7319955574192137,0.8716327144988586,1.0255734153445348,0.1792094473329737,-0.3335930135238084,-0.2880481736229848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-07,36.04999923706055,40.25,35.7599983215332,38.9900016784668,38.9900016784668,353700,ADPT,1.012567269624924,0.7076173112304623,0.8071299809852172,1.025769842013649,-0.013202572388725,-0.3608914007891818,-0.3523735387635681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-08,39.18999862670898,39.97499847412109,38.58000183105469,39.70000076293945,39.70000076293945,220600,ADPT,1.039546591049183,0.7133501045486469,0.7997480954619804,1.0096805103859732,0.0298660806632098,-0.3332458885131258,-0.3349391226127116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-09,39.70000076293945,41.880001068115234,39.68999862670898,41.630001068115234,41.630001068115234,444300,ADPT,1.0031226819621086,0.6809992710565465,0.8051885562750303,1.0311593098765404,-0.0280366279144317,-0.3777111806461763,-0.3485434725446032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-12,41.5,43.060001373291016,40.540000915527344,42.0099983215332,42.0099983215332,435500,ADPT,0.9464413213545236,0.6491311960797151,0.8045703543800327,1.0473769330900449,-0.1009356117355212,-0.4255597012351492,-0.3678573437947445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-13,42.0,43.38999938964844,41.0,43.08000183105469,43.08000183105469,444700,ADPT,1.0027854904081797,0.6334726034262851,0.7929433239435821,1.0342019941112954,-0.0314165037031157,-0.4298079686484174,-0.3526681037990549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-14,39.16999816894531,44.41999816894531,37.0,43.4900016784668,43.4900016784668,973400,ADPT,0.9549321033910106,0.6555529806520562,0.7088985682649653,1.0679784217810349,-0.1130463183900242,-0.4482285130148148,-0.4352276264651828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-15,43.9900016784668,48.5,42.16999816894531,47.810001373291016,47.810001373291016,1010500,ADPT,0.8439656413953285,0.6304120168146681,0.6274837719782926,1.069498933232119,-0.2255332918367905,-0.473831084610435,-0.4794074491387714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-16,47.58000183105469,48.060001373291016,45.52999877929688,46.09999847412109,46.09999847412109,607800,ADPT,0.8587852811928469,0.6258134780126967,0.6431670412131302,1.0482526337704503,-0.1894673525776036,-0.4594025590028929,-0.4304528981853418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-19,46.25,46.9900016784668,44.49700164794922,46.08000183105469,46.08000183105469,292100,ADPT,0.8467881707302132,0.6239149057634047,0.6145833022892487,1.0347592845115243,-0.1879711137813111,-0.4470734942455093,-0.4065389376700129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-20,45.90999984741211,46.54999923706055,44.79999923706055,45.040000915527344,45.040000915527344,216600,ADPT,0.8925399632725292,0.61856127984107,0.6238898714538519,1.0382631425000666,-0.1457231792275374,-0.455896488052407,-0.3940908327431667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-21,45.18999862670898,47.459999084472656,44.33000183105469,46.93000030517578,46.93000030517578,227600,ADPT,0.8636266464039835,0.6102705988367491,0.5710632657742567,1.030135969977335,-0.1665093235733514,-0.4587685503258106,-0.4722314353576888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-22,46.84000015258789,48.0,45.5099983215332,45.869998931884766,45.869998931884766,192400,ADPT,0.8149117492595354,0.6479180293308394,0.5607150623994503,1.0182153272701386,-0.2033035780106032,-0.4319862221464453,-0.4572369041019268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-23,45.310001373291016,47.65999984741211,42.61000061035156,43.11000061035156,43.11000061035156,248600,ADPT,0.8109487030737381,0.6529807288328107,0.6662027118240924,1.0531679495277058,-0.2422192464539676,-0.4599470944620465,-0.4167593426977359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-26,43.75,44.900001525878906,42.5099983215332,44.18999862670898,44.18999862670898,168600,ADPT,0.7284453411875182,0.6297805111694496,0.6227653612356133,1.0400220381622944,-0.3115766969747762,-0.479310581961501,-0.414689972617258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-27,44.5,45.2599983215332,41.880001068115234,44.4900016784668,44.4900016784668,285300,ADPT,0.6812766536849211,0.6111485616602618,0.6077770261945108,1.0403451871546725,-0.3590685334697512,-0.499535754236707,-0.4149179603552915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-28,44.27000045776367,47.77999877929688,43.13199996948242,47.41999816894531,47.41999816894531,246900,ADPT,0.6516238045484838,0.5799241050584721,0.5187684802058875,1.0376918441745164,-0.3860680396260326,-0.5113011079819264,-0.4061361619305391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-29,47.54999923706055,50.560001373291016,46.89500045776367,50.11000061035156,50.11000061035156,406400,ADPT,0.6010776386422815,0.5382159047067167,0.4983037120178415,1.0061255072758946,-0.4050478686336131,-0.5295226489245116,-0.4526628862730947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-30,50.650001525878906,52.41999816894531,49.56999969482422,50.84999847412109,50.84999847412109,333100,ADPT,0.5889872499835335,0.5343166350363113,0.4232055280929019,0.9877970758764808,-0.3988098258929473,-0.5379459764359988,-0.4696769942921411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-03,50.97999954223633,51.86000061035156,46.38999938964844,51.33000183105469,51.33000183105469,443900,ADPT,0.6021819354136773,0.5717903630331249,0.3444379441747724,1.006579794190457,-0.4043978587767798,-0.5140766283961882,-0.4652581884290849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-04,51.04999923706055,54.22999954223633,51.04999923706055,53.5099983215332,53.5099983215332,377100,ADPT,0.5912913545526322,0.5430760676037663,0.3681555107620305,1.0063518641843596,-0.4150605096317274,-0.5389909504554973,-0.4943938296630843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-05,53.70000076293945,55.119998931884766,43.60100173950195,44.59999847412109,44.59999847412109,1080300,ADPT,0.73542601702313,0.6567265003948982,0.3802690507784121,0.9877692663138892,-0.252343249290759,-0.4049954016878395,-0.3594014146092956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-06,45.27000045776367,46.21799850463867,43.52999877929688,43.83000183105469,43.83000183105469,266500,ADPT,0.675336507982926,0.6545744771958921,0.4109057603579949,0.9690296845701092,-0.2936931765871832,-0.405412278703007,-0.3657047373930271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-09,44.02000045776367,44.790000915527344,39.0,39.47999954223633,39.47999954223633,480000,ADPT,0.7320162095648608,0.7679837904351393,0.4744174204510483,0.974601100586469,-0.2425848910216081,-0.2904916854123692,-0.2414811362084135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-10,39.95000076293945,41.41999816894531,38.209999084472656,41.27000045776367,41.27000045776367,423300,ADPT,0.6954204130022111,0.7673855033926034,0.5464017200614899,0.9761899030612584,-0.2807694900590474,-0.2950382562046625,-0.1855755059445543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-11,40.869998931884766,43.5,39.7400016784668,41.7599983215332,41.7599983215332,477600,ADPT,0.659482807050942,0.7231801239648774,0.5490900676916961,0.9814555571814548,-0.3219727501305128,-0.3264950429441537,-0.1476314568665453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-12,42.09999847412109,42.63999938964844,39.0,39.7599983215332,39.7599983215332,384600,ADPT,0.6823440720839655,0.7598088621676711,0.5699195373240223,0.9786821553106512,-0.2963380832266855,-0.2965521085110398,-0.1074125806126006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-13,39.84000015258789,44.0099983215332,38.75,43.20000076293945,43.20000076293945,722900,ADPT,0.6918981218002793,0.679398144979863,0.5460648087030904,0.987396678943335,-0.2954985571430557,-0.3781347330011824,-0.2038478677538409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-16,43.09999847412109,44.797000885009766,41.16999816894531,41.52999877929688,41.52999877929688,317300,ADPT,0.7254996399322483,0.7452444419133558,0.6089574201513018,0.9826616262133095,-0.2571619862810613,-0.312130718322649,-0.1604474075136817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-17,41.9900016784668,43.0,39.84000015258789,40.34999847412109,40.34999847412109,598900,ADPT,0.7687732746175614,0.7494424018507192,0.6488228325948169,0.9869791412258752,-0.2182058666083137,-0.3113116266609438,-0.1633845077143808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-18,39.86000061035156,41.5,39.119998931884766,39.59000015258789,39.59000015258789,506400,ADPT,0.7393281218729768,0.8188936106085392,0.6410709538506425,0.9867204398181848,-0.247392317945208,-0.2503035218843648,-0.1474112705999279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-19,39.7400016784668,40.27000045776367,38.79999923706055,39.02000045776367,39.02000045776367,506900,ADPT,0.6760635277111553,0.8236801387134186,0.6950282040254929,0.995011450677082,-0.3189479229659266,-0.2474101975874855,-0.1126274351021751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-20,39.470001220703125,40.68000030517578,38.52799987792969,40.20000076293945,40.20000076293945,1910900,ADPT,0.6345771080780579,0.7462686425532888,0.6910447800850791,0.9960398818346244,-0.3614627737565664,-0.329329332508257,-0.106253819628137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-23,39.95000076293945,41.20000076293945,39.560001373291016,40.52999877929688,40.52999877929688,409600,ADPT,0.6059708908377236,0.7308167217207907,0.6787565027742911,0.9976146190139424,-0.3916437281762189,-0.3463401786305801,-0.0761442498222951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-24,40.33000183105469,40.400001525878906,37.0,37.380001068115234,37.380001068115234,645300,ADPT,0.6955591026501532,0.7830390481912182,0.7525414220697069,1.0119348901247942,-0.316375787474641,-0.3052843688809785,-0.0196899421843196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-25,37.75,38.29999923706055,33.0099983215332,34.959999084472656,34.959999084472656,1080800,ADPT,0.7328375718010937,0.8280892883603501,0.7356979401288921,1.0097773436008184,-0.2769397717997247,-0.2483037193458661,-0.0154913122563296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-26,35.2400016784668,35.4900016784668,31.780000686645508,32.189998626708984,32.189998626708984,538800,ADPT,0.8105001946455584,0.9294812473669524,0.8729419565167155,1.0188342190622592,-0.2083340244167008,-0.1562650674583218,0.0576683187696958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-27,32.16999816894531,32.90399932861328,30.100000381469727,30.309999465942383,30.309999465942383,735600,ADPT,0.8644012281286544,0.9689871777211608,0.8231607127203795,1.0279220586600373,-0.1635208305313829,-0.129006928075649,-0.0037604907446593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,30.920000076293945,31.479999542236328,29.77499961853028,30.89999961853028,30.89999961853028,682200,ADPT,0.8440129529343507,0.9644012817136064,0.810032394681176,1.0229391089257944,-0.1789261559914436,-0.1220632033372924,-0.0493748335656437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-01,31.09000015258789,32.310001373291016,29.076000213623047,30.1200008392334,30.1200008392334,601800,ADPT,0.8653718395686808,0.9827357090546182,0.8555776806020686,1.0331074467465924,-0.1677356071779115,-0.1238610295820427,-0.0412553754655404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-02,29.56999969482422,30.68000030517578,28.01000022888184,29.950000762939453,29.950000762939453,982500,ADPT,0.9382303728099084,0.9896493701037026,0.8974957754935448,1.0645124703401363,-0.1262820975302281,-0.1341575553585978,0.0045779454231894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-03,29.88999938964844,31.198999404907227,28.63999938964844,30.90999984741211,30.90999984741211,673600,ADPT,0.9854415799042092,0.970236166909235,0.9110320280305586,1.0604946631589245,-0.075053083254715,-0.1473425808219741,0.0021366494246436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-04,31.07999992370605,34.779998779296875,31.07999992370605,31.63999938964844,31.63999938964844,791200,ADPT,0.8851137705751319,0.9494311471243402,0.8985461711000264,1.0487397601702302,-0.1636259895950983,-0.1599824289104541,0.0278128959083784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-07,31.479999542236328,32.81999969482422,31.049999237060547,32.79999923706055,32.79999923706055,236000,ADPT,0.8164634545596856,0.9100610084082676,0.8615853928725404,1.0501054432696155,-0.2336419887099299,-0.2000395314126311,-0.0113338721438751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-08,32.380001068115234,33.4900016784668,29.290000915527344,29.600000381469727,29.600000381469727,587600,ADPT,0.8996621222152952,1.0104729547955158,0.94527024262312,1.0730029298493442,-0.173340807634049,-0.130678011028638,0.0222911425110503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-09,30.06999969482422,30.690000534057617,28.71999931335449,28.89999961853028,28.89999961853028,392300,ADPT,0.954671298157996,1.0100346338877249,1.0221453738908255,1.0691769327565497,-0.1145056345985536,-0.1243124381119129,0.1182551560151005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-10,28.989999771118164,29.959999084472656,28.100000381469727,28.700000762939453,28.700000762939453,410900,ADPT,0.9867595450169488,1.031707310913636,1.0327525645198872,1.062308334970296,-0.0755487899533471,-0.0984274332809806,0.1605782425074077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-11,29.030000686645508,29.1200008392334,27.38999938964844,27.540000915527344,27.540000915527344,456600,ADPT,1.0294117443360613,0.9938271579287384,1.1002178006456451,1.046331019445505,-0.016919275109444,-0.1291493526329908,0.2250450403843762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-14,27.350000381469727,28.25,26.6299991607666,27.1299991607666,27.1299991607666,374000,ADPT,1.0051603870743766,1.0398083286809632,1.050497636624132,1.0486679415024387,-0.043507554428062,-0.086884091655331,0.1698944372990132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-15,27.450000762939453,30.475000381469727,26.665000915527344,29.88999938964844,29.88999938964844,880800,ADPT,0.9130144353558758,0.8966209362433768,0.9735697884138362,1.0411449978382394,-0.1281305624823636,-0.2162204507518743,0.0869015361981111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-16,29.780000686645508,31.23500061035156,29.15999984741211,30.1299991607666,30.1299991607666,475700,ADPT,0.9462330243276532,0.9024228772453048,1.062728222689701,1.0521863086694416,-0.1059532843417884,-0.2136036796181436,0.1454010028701493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17,30.280000686645508,31.14999961853028,29.31999969482422,31.020000457763672,31.020000457763672,336900,ADPT,0.971631171659284,0.8655705991374258,1.0309477456578304,1.045139526059733,-0.0735083544004489,-0.2457970303671235,0.1156309969249865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-18,30.989999771118164,31.290000915527344,28.51000022888184,29.270000457763672,29.270000457763672,382400,ADPT,0.98565083465236,1.0437307399821842,1.1110351878774214,1.0489642593361574,-0.0633134246837974,-0.0596487502172524,0.1630420207573415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-21,28.38999938964844,29.405000686645508,25.700000762939453,26.3799991607666,26.3799991607666,745900,ADPT,1.0898408231474912,1.1546626252276002,1.213419231989202,1.0401557689402523,0.0496850542072389,0.0743364463441782,0.2933733355680666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-22,26.81999969482422,26.850000381469727,25.0,25.51000022888184,25.51000022888184,548200,ADPT,1.0921207510930988,1.218737744948685,1.1963935783587183,1.0392857492778664,0.0528350018152323,0.1236199885148332,0.3015843035981367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-23,25.64999961853028,26.59000015258789,24.11000061035156,24.559999465942383,24.559999465942383,682800,ADPT,1.1661237790075625,1.2597720361094653,1.3212541314562414,1.040533347199015,0.1255904318085474,0.1695593515091973,0.4238042758315623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
