,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,171000000.0,54000000.0,56000000.0,81700000.0
Total Cashflows From Investing Activities,-951000000.0,-1287000000.0,-1067000000.0,-1033400000.0
Net Borrowings,645000000.0,590000000.0,670000000.0,716500000.0
Total Cash From Financing Activities,488000000.0,619000000.0,531000000.0,532600000.0
Change To Operating Activities,-373000000.0,-66000000.0,-106000000.0,-175900000.0
Issuance Of Stock,247000000.0,390000000.0,197000000.0,149600000.0
Net Income,614000000.0,557000000.0,512000000.0,457300000.0
Change In Cash,38000000.0,-8000000.0,-8000000.0,20800000.0
Total Cash From Operating Activities,501000000.0,660000000.0,528000000.0,521600000.0
Depreciation,615000000.0,567000000.0,507000000.0,461800000.0
Other Cashflows From Investing Activities,415000000.0,353000000.0,567000000.0,433500000.0
Dividends Paid,-377000000.0,-337000000.0,-312000000.0,-288300000.0
Change To Account Receivables,-468000000.0,-472000000.0,-475000000.0,-441200000.0
Other Cashflows From Financing Activities,-27000000.0,-24000000.0,-24000000.0,-45200000.0
Change To Netincome,-58000000.0,20000000.0,34000000.0,137900000.0
Capital Expenditures,-1366000000.0,-1640000000.0,-1634000000.0,-1466900000.0
