Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Other Cashflows From Investing Activities
2017-09-29,22.80500030517578,23.075000762939453,22.76499938964844,22.790000915527344,20.3926944732666,4537000,FAST,1.0372810732118398,1.2097565903095362,1.13481901054515,1.0206479989635429,0.0166330742482969,0.1194962015870901,0.0455258115539471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,22.84000015258789,22.8799991607666,22.56999969482422,22.8799991607666,20.47323036193848,4765600,FAST,1.0290212224501714,1.2074171950486816,1.1228265409238736,1.012478214064533,0.0165430083856383,0.1187096392872819,0.0336956624469397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,22.96500015258789,23.084999084472656,22.65999984741211,22.89999961853028,20.491130828857425,4167400,FAST,1.0457045882001856,1.2191096850172207,1.107908274345929,1.0113391723313174,0.0343654158688682,0.1291463100123187,0.0261076321253568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,22.915000915527344,23.05500030517578,22.645000457763672,22.825000762939453,20.424013137817383,4500200,FAST,1.0564176627616662,1.2206903861715446,1.1246446486830253,1.0126829906128405,0.0437346721488256,0.1322066991499781,0.0346852820863612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,22.815000534057617,23.040000915527344,22.665000915527344,23.020000457763672,20.59850311279297,3712800,FAST,1.0507483276151928,1.1895798787134424,1.112036633385027,1.0121464877707815,0.0386018398444112,0.1067794030303297,0.0141148846137677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,23.1299991607666,23.27499961853028,22.950000762939453,23.01499938964844,20.59402847290039,6270000,FAST,1.0505391118921366,1.2047086828606153,1.1155801290000873,1.0081446760609294,0.0423944358312071,0.1097654600335791,0.0150070625643237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,23.01000022888184,23.20499992370605,22.850000381469727,22.895000457763672,20.48665428161621,3041600,FAST,1.0654979137236735,1.2220140254449647,1.119214327058227,1.0143616235707735,0.0511362901529,0.1182986004923121,0.0207321808815301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,22.9950008392334,22.9950008392334,22.34000015258789,22.43000030517578,20.0705680847168,8486800,FAST,1.0667190103583108,1.243981948458759,1.1403842034569265,1.008797349947511,0.0579216604107999,0.1511312723148135,0.0510868907629709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,21.64999961853028,22.2549991607666,21.2549991607666,22.2549991607666,19.913970947265625,17587400,FAST,1.0762380256566253,1.180492107009368,1.146620097434491,1.0091988628593096,0.0670391627973157,0.0792598992666615,0.0585230472414972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,22.190000534057617,22.975000381469727,22.190000534057617,22.96999931335449,20.55376243591309,9266000,FAST,1.0348493716320692,1.167629152352184,1.0911537402570188,1.0112728774332036,0.0235764941988656,0.0689442265288313,0.0151186392918893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
