,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Change To Liabilities,138100000.0,-15900000.0,-153700000.0,-135000000.0
Total Cashflows From Investing Activities,-12200000.0,32900000.0,-27000000.0,-16300000.0
Net Borrowings,-133100000.0,-81400000.0,-256900000.0,27000000.0
Total Cash From Financing Activities,-133700000.0,-81100000.0,-257500000.0,27600000.0
Change To Operating Activities,-42700000.0,55900000.0,-19600000.0,-11000000.0
Issuance Of Stock,1500000.0,400000.0,400000.0,400000.0
Net Income,66200000.0,-33700000.0,28900000.0,1800000.0
Change In Cash,-245200000.0,112900000.0,-273700000.0,167700000.0
Repurchase Of Stock,-2100000.0,-900000.0,-600000.0,-100000.0
Effect Of Exchange Rate,-7000000.0,15800000.0,2700000.0,4700000.0
Total Cash From Operating Activities,-92300000.0,145300000.0,8100000.0,151700000.0
Depreciation,56900000.0,53900000.0,56300000.0,55200000.0
Other Cashflows From Investing Activities,-800000.0,-1400000.0,-800000.0,-800000.0
Change To Inventory,-70800000.0,36400000.0,67600000.0,72500000.0
Change To Account Receivables,-220900000.0,60200000.0,-15100000.0,148300000.0
Change To Netincome,-20900000.0,-13300000.0,42300000.0,18200000.0
Capital Expenditures,-16300000.0,-29200000.0,-37100000.0,-20900000.0
Other Cashflows From Financing Activities,,800000.0,800000.0,700000.0
