Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Accounts Payable,Long Term Debt,Long Term Investments,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Net Borrowings
2017-09-29,47.88999938964844,48.93000030517578,47.83399963378906,48.81999969482422,48.81999969482422,172300,PCTY,1.0940188484489997,0.996927457459718,1.0981155457900416,1.0206479989635429,0.0733708494854568,-0.093332931262728,0.0088223467988386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,48.79999923706055,49.97999954223633,48.79999923706055,49.7599983215332,49.7599983215332,320200,PCTY,1.054662405796868,0.963625449765932,1.098874641270104,1.012478214064533,0.0421841917323351,-0.1250821059954676,0.0097437627931702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,49.95000076293945,50.720001220703125,49.560001373291016,49.65999984741211,49.65999984741211,335000,PCTY,1.0388642833488926,0.9794603209646038,1.0884011156491618,1.0113391723313174,0.0275251110175751,-0.1105030540402982,0.0066004734285896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,49.77000045776367,50.150001525878906,49.2400016784668,49.619998931884766,49.619998931884766,90300,PCTY,1.0139057326936554,0.9711809686425265,1.1013704696144595,1.0126829906128405,0.0012227420808148,-0.1173027183790399,0.0114111030177954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,49.72999954223633,49.90999984741211,48.900001525878906,49.59000015258789,49.59000015258789,224000,PCTY,0.9864891715752976,0.9641056911913723,1.1391409861796264,1.0121464877707815,-0.0256573161954839,-0.1186947844917403,0.0412192374083673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,49.40999984741211,50.29999923706055,49.16999816894531,50.290000915527344,50.290000915527344,239600,PCTY,0.95645252731085,0.9689798897416732,1.1210976345539807,1.0081446760609294,-0.0516921487500794,-0.125963333085363,0.0205245681182171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,50.290000915527344,50.560001373291016,49.75,50.13999938964844,50.13999938964844,234100,PCTY,0.9642999414176916,0.9900279216975176,1.1260470636569055,1.0143616235707735,-0.0500616821530819,-0.1136875032551349,0.0275649174802086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,50.36000061035156,50.459999084472656,49.34000015258789,49.9900016784668,49.9900016784668,114000,PCTY,0.957191375625268,0.9751950062646042,1.1118223637707094,1.008797349947511,-0.0516059743222429,-0.1176556698793414,0.0225250510767538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,50.16999816894531,50.54999923706055,49.77999877929688,49.97999954223633,49.97999954223633,131500,PCTY,0.9531812690272148,0.989595829081106,1.073629458561038,1.0091988628593096,-0.0560175938320948,-0.1116363786616003,-0.0144675916319556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,49.93000030517578,50.08000183105469,49.15999984741211,49.290000915527344,49.290000915527344,120400,PCTY,0.9624669861136972,1.007506571820091,1.0697910035060545,1.0112728774332036,-0.0488058913195064,-0.0911783540032615,-0.0062440974590749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,49.52999877929688,50.2400016784668,49.38999938964844,49.90999984741211,49.90999984741211,184200,PCTY,0.9493087800634794,1.0016029218853792,1.0559006396324806,1.0098252549340063,-0.0605164748705271,-0.1066465765018958,-0.0209899642111364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,49.970001220703125,50.63999938964844,49.81999969482422,50.08000183105469,50.08000183105469,253900,PCTY,0.9323082451997124,0.993210859821154,1.0852635081258837,1.0047827275420922,-0.0724744823423797,-0.1218509053205536,-0.0003304892343227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,50.09000015258789,50.97999954223633,49.95000076293945,50.88999938964844,50.88999938964844,266800,PCTY,0.9392807980025948,0.9927294372897943,1.0715268114227736,1.016827126331923,-0.0775463283293282,-0.1282663328795219,-0.0154114748920266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,51.150001525878906,52.0,50.70000076293945,51.34000015258789,51.34000015258789,351800,PCTY,0.9417607777643124,0.9585118608923908,1.064082604319227,1.016900814218988,-0.0751400364546754,-0.1580718632049156,-0.0119127401054281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
