,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,18979000.0,23492000.0,21503000.0,37493000.0
Change To Liabilities,802000.0,522000.0,-541000.0,1611000.0
Total Cashflows From Investing Activities,10743000.0,14550000.0,-4437000.0,27564000.0
Total Cash From Financing Activities,-298494000.0,-259344000.0,820056000.0,18260000.0
Change To Operating Activities,-723000.0,2397000.0,-10897000.0,-31334000.0
Issuance Of Stock,6114000.0,146000.0,6100000.0,6100000.0
Net Income,11883000.0,36834000.0,9642000.0,12460000.0
Change In Cash,-248661000.0,-178706000.0,836858000.0,44257000.0
Repurchase Of Stock,-12363000.0,-7079000.0,-11347000.0,-33402000.0
Total Cash From Operating Activities,39090000.0,66088000.0,21239000.0,-1567000.0
Depreciation,4948000.0,4994000.0,4954000.0,4849000.0
Change To Account Receivables,2841000.0,-3208000.0,-1482000.0,195000.0
Other Cashflows From Financing Activities,-292245000.0,-152411000.0,825303000.0,51662000.0
Change To Netincome,13341000.0,18500000.0,13635000.0,5229000.0
Capital Expenditures,-1306000.0,-2110000.0,-4000000.0,-2045000.0
Net Borrowings,,-100000000.0,-100000000.0,-100000000.0
