Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Other Cashflows From Investing Activities
2017-09-29,93.04000091552734,94.3000030517578,92.9000015258789,94.18000030517578,94.18000030517578,287500,LBRDA,0.9153748014984332,0.9385219696669596,0.8633467540361142,1.0206479989635429,-0.1052731974651096,-0.1517384190554864,-0.2259464449550887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,94.18000030517578,94.66000366210938,93.75,94.02999877929688,94.02999877929688,165300,LBRDA,0.9274699587008204,0.9446985322157944,0.8682335472668706,1.012478214064533,-0.0850082553637125,-0.1440090235456053,-0.2208973312100631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,94.12999725341795,95.87000274658205,94.05999755859376,95.69000244140624,95.69000244140624,75400,LBRDA,0.9122165188466532,0.936984025233052,0.8484690183921904,1.0113391723313174,-0.0991226534846642,-0.15297934977185,-0.2333316238283818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,95.83999633789062,96.83999633789062,95.80999755859376,96.48999786376952,96.48999786376952,81200,LBRDA,0.8957405142365423,0.925899039442682,0.8589491044494894,1.0126829906128405,-0.1169424763762981,-0.1625846475788843,-0.2310102621471746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,96.62000274658205,97.4499969482422,96.41999816894533,96.83000183105467,96.83000183105467,63300,LBRDA,0.9246101113940433,0.9161416648452668,0.855933034040667,1.0121464877707815,-0.0875363763767382,-0.1666588108378458,-0.2419887147305921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,96.73999786376952,97.0199966430664,95.87000274658205,95.93000030517578,95.93000030517578,82100,LBRDA,0.9248410397004486,0.9374543940278056,0.8739705626099862,1.0081446760609294,-0.0833036363604807,-0.1574888287992305,-0.2266025038257774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,96.18499755859376,96.25,94.9499969482422,95.12000274658205,95.12000274658205,60800,LBRDA,0.915580254659108,0.9493271703569474,0.8757359193279779,1.0143616235707735,-0.0987813689116655,-0.1543882545957052,-0.222746226848719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,95.6500015258789,95.6500015258789,94.6500015258789,95.12000274658205,95.12000274658205,59100,LBRDA,0.9265138215798122,0.9402859530995976,0.8669049274962904,1.008797349947511,-0.0822835283676987,-0.1525647230443479,-0.2223923851976651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,95.33000183105467,95.9800033569336,94.8499984741211,95.61000061035156,95.61000061035156,108200,LBRDA,0.9175818721565324,0.9492731048722952,0.8649722457933796,1.0091988628593096,-0.0916169907027771,-0.1519591028704111,-0.223124804399614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,95.20999908447266,95.20999908447266,92.55999755859376,93.45999908447266,93.45999908447266,104900,LBRDA,0.9491761176275342,0.985555333968055,0.8650759604763727,1.0112728774332036,-0.0620967598056694,-0.1131295918552977,-0.2109591404887567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
