Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Net Borrowings
2017-09-29,97.63999938964844,98.0500030517578,96.63999938964844,96.93000030517578,83.89559936523438,189800,THG,1.0149592174285973,1.115615488901604,1.2282482646081925,1.0206479989635429,-0.0056887815349455,0.0253551001791578,0.1389550656169895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,97.2699966430664,97.93000030517578,96.55999755859376,97.73999786376952,84.59664916992188,224900,THG,1.0174956341179835,1.1068847461258997,1.2272669308020778,1.012478214064533,0.0050174200534505,0.0181771903645,0.138136052325144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,97.75,97.97000122070312,96.66000366210938,97.80999755859376,84.65725708007812,217500,THG,1.042735997093058,1.1030087247918114,1.21688802180495,1.0113391723313174,0.0313968247617406,0.0130453497869094,0.1350873795843779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,97.41000366210938,98.41999816894533,97.16999816894533,98.20999908447266,85.00347900390625,201000,THG,1.0570206584777593,1.1055790491399062,1.2372316088854936,1.0126829906128405,0.0443376678649187,0.0170953621183398,0.1472722422888295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,98.16000366210938,98.26000213623048,97.37000274658205,98.11000061035156,84.91693115234375,167400,THG,1.074202226871821,1.1141856701639283,1.2428164120927578,1.0121464877707815,0.0620557391010394,0.0313851944808156,0.1448946633214987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,96.8499984741211,98.33999633789062,96.41999816894533,97.68000030517578,84.54475402832031,216200,THG,1.090294862134468,1.133086554557391,1.24332411372158,1.0081446760609294,0.0821501860735385,0.0381433317303547,0.1427510472858164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,98.08999633789062,98.19000244140624,96.91999816894533,97.66000366210938,84.52745056152344,177600,THG,1.0876509655676745,1.1412447236628118,1.2417169426407113,1.0143616235707735,0.0732893419969009,0.0375292987101592,0.1432347964640143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,97.5999984741211,99.18000030517578,97.52999877929688,99.11000061035156,85.78245544433594,130300,THG,1.076581435363055,1.1283012551586766,1.222327693838262,1.008797349947511,0.067784085415544,0.035450579014731,0.1330303811443063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,98.6999969482422,98.6999969482422,96.66999816894533,97.86000061035156,84.70053100585938,396400,THG,1.0879832114739607,1.159663220639986,1.2359801071315208,1.0091988628593096,0.0787843486146511,0.0584310128972795,0.1478830569385272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,98.11000061035156,98.11000061035156,96.83999633789062,96.87000274658205,83.84368133544922,195100,THG,1.101063018088351,1.154702841124016,1.2446489436018318,1.0112728774332036,0.0897901406551473,0.0560179153006634,0.1686138426367023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,96.86000061035156,97.58999633789062,96.58000183105467,96.9000015258789,83.86963653564453,261900,THG,1.1034055337774782,1.164719860281502,1.2405115418857575,1.0098252549340063,0.0935802788434716,0.056470361894227,0.1636209380421405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,96.8499984741211,97.9499969482422,96.8499984741211,97.23999786376952,84.16392517089844,193600,THG,1.1024267341241931,1.178738605165882,1.2237091414485055,1.0047827275420922,0.0976440065821009,0.0636768400241742,0.138115144088299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,97.33999633789062,97.87000274658205,96.8499984741211,97.31999969482422,84.233154296875,162300,THG,1.0916565464510648,1.1846907344233215,1.216579920236277,1.016827126331923,0.0748294201191417,0.0636949642540052,0.1296416339214767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,97.72000122070312,98.38999938964844,97.5999984741211,98.2300033569336,85.02079772949219,76300,THG,1.076351378150775,1.1692125860317883,1.1809400452949546,1.016900814218988,0.059450563931787,0.0526288619344819,0.1049447008702992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,97.7300033569336,99.25,97.7300033569336,99.06999969482422,85.7478256225586,141300,THG,1.0703544995751009,1.1706640517569895,1.1753112938633463,1.0195478153138224,0.0508066842612784,0.054113149417788,0.0974777525455221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,99.80999755859376,99.80999755859376,98.56999969482422,98.8499984741211,85.55740356445312,124200,THG,1.0756703566377568,1.171337360377665,1.1506451653174818,1.0187296628598663,0.0569406937778904,0.0544118346001203,0.0851711560930177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,98.9000015258789,98.9000015258789,98.0999984741211,98.0999984741211,84.90826416015625,134400,THG,1.0648317707026698,1.1774232156861617,1.1785928524652851,1.0231439317955078,0.0416878389071619,0.0631850627214796,0.1101357005996965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,98.4800033569336,99.7300033569336,98.37999725341795,98.87000274658205,85.57473754882812,155700,THG,1.0635175008995714,1.166016312466723,1.179936133101626,1.023176662025299,0.040340838874272,0.0652234286203286,0.1005553128037728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,98.79000091552734,99.13999938964844,98.02999877929688,98.83999633789062,85.54874420166016,124300,THG,1.0706193545107507,1.1508092583236758,1.192557329431925,1.028738706809164,0.0418806477015867,0.0425954367691101,0.0987360671466204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,99.08000183105467,99.6500015258789,98.19000244140624,99.22000122070312,85.8776626586914,85600,THG,1.077303115086259,1.1649428841477605,1.190331033939914,1.0357335667629224,0.0415695483233367,0.0605743534603191,0.0993089996190528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,99.05999755859376,99.05999755859376,97.98999786376952,98.58999633789062,85.33235168457031,97600,THG,1.0953445971910512,1.1724891239643649,1.2038798242095752,1.0327543330408862,0.062590264150165,0.0940701703683242,0.1077510254745055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,98.5,99.4800033569336,98.22000122070312,98.54000091552734,85.28910064697266,100700,THG,1.0919422850657745,1.1417649304102249,1.2238631442686398,1.0448229351223306,0.0471193499434439,0.0956539968377461,0.1134736518737729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,98.62000274658205,98.9499969482422,98.01000213623048,98.37999725341795,85.1506118774414,185900,THG,1.0884326934991846,1.1287032425186552,1.2345803787001737,1.0378093145840102,0.0506233789151744,0.0750468741041638,0.1270004275717502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,99.0500030517578,99.6999969482422,98.5199966430664,99.4499969482422,86.07672119140625,190800,THG,1.072498760885242,1.1177724510221725,1.215609690551032,1.0388512590749122,0.0336475018103299,0.0631884326703227,0.1061670842919635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,105.0,106.66000366210938,100.12000274658205,101.98999786376952,88.2751693725586,423700,THG,1.0442201537837532,1.0520856533692042,1.17662064147636,1.0310647944789963,0.0131553593047568,0.0340393112492047,0.0721186301907779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,102.41000366210938,104.08000183105467,101.26000213623048,103.80999755859376,89.85043334960938,256500,THG,1.0238896970639753,1.032381677449945,1.156575903490875,1.0262436118253355,-0.0023539147613604,0.0067452718821925,0.0487655848015087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,103.37000274658205,105.62000274658205,102.68000030517578,105.38999938964844,91.21795654296876,344600,THG,0.996014760641412,1.0319754234651373,1.1408660167345257,1.0311845275729687,-0.0351697669315567,-0.0041355057373071,0.035137732398419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,105.73999786376952,107.12000274658205,105.73999786376952,106.5,92.1787109375,359900,THG,0.991831020701126,1.0287704534860314,1.130302908910807,1.0414917955670933,-0.0496607748659672,-0.0171393565416346,0.0184765498157368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,106.37999725341795,107.12999725341795,106.12999725341795,106.22000122070312,91.93636322021484,318300,THG,0.9896440606415634,1.05135680215975,1.1445029133340685,1.0390384642435906,-0.0493944036020271,-0.0096479609379886,0.0298496079327168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,105.86000061035156,107.16000366210938,105.86000061035156,106.6999969482422,92.35179901123048,169800,THG,0.9839737920739278,1.0427646701889794,1.1327281431605067,1.0401272810196784,-0.0561534889457506,-0.0328101825451128,0.0200491503341833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,106.47000122070312,106.6999969482422,105.6500015258789,106.47000122070312,92.15275573730467,150600,THG,0.9679718239941796,1.0518149964822217,1.1392540190349154,1.0393664161720684,-0.0713945921778888,-0.0240782521581961,0.0259160586799873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-13,105.86000061035156,107.08000183105467,105.86000061035156,106.66000366210938,92.31717681884766,267000,THG,0.9627607715808264,1.0249653786628432,1.1310696842373722,1.0305050740272153,-0.0677443024463888,-0.0417018361034775,0.0194371234067654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
