Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Net Borrowings
2017-11-14,106.20999908447266,107.18000030517578,106.08000183105467,106.91999816894533,92.54222106933594,119000,THG,0.9688814078904217,1.026233967649967,1.1320977264554244,1.043144349882203,-0.0742629419917814,-0.0387068147928553,0.0184455056171735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15,106.27999877929688,107.6999969482422,106.22000122070312,107.1999969482422,92.78456115722656,280600,THG,0.975259298679484,1.0165203876048414,1.1236761250172471,1.0570826794517585,-0.0818233807722744,-0.0514293306687556,0.0130480255865992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16,107.4000015258789,107.4000015258789,106.16000366210938,106.23999786376952,91.95367431640624,421400,THG,1.0094302849720127,1.0348839814173796,1.1645378505730573,1.0412088647392546,-0.0317785797672418,-0.0355952309202385,0.0523231398099091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17,105.87999725341795,106.20999908447266,104.91000366210938,105.7300033569336,91.5122528076172,265700,THG,1.0165814984525656,1.0488131668886256,1.1582137068273686,1.0392013474275237,-0.022619848974958,-0.0265078807903398,0.0582743349096928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,106.0500030517578,106.44000244140624,105.91999816894533,106.04000091552734,91.78057098388672,287400,THG,1.0220469676171706,1.0482117709902432,1.1382540266668042,1.0381241126825425,-0.0160771450653718,-0.0094977896386154,0.0310860748776724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,106.43000030517578,106.86000061035156,105.94000244140624,106.33000183105467,92.03156280517578,322400,THG,1.0166122001422395,1.0202048270706847,1.1340097843271535,1.03199537924298,-0.0153831791007406,-0.022396712732762,0.0284403191077489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-22,105.8499984741211,105.9000015258789,103.83000183105467,104.45999908447266,90.41301727294922,554300,THG,1.0359661502799644,1.0272087144844384,1.167654083775399,1.0328322263084138,0.0031339239715506,-0.0072949318339412,0.0580300450793886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-24,105.0199966430664,105.58999633789062,104.20999908447266,105.1500015258789,91.0102310180664,111200,THG,1.040640317588564,1.0312713845283046,1.1593195613373344,1.032019884081241,0.0086204335073232,-0.011439637466404,0.0422944898480981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-27,105.1999969482422,106.20999908447266,105.06999969482422,105.81999969482422,91.59014129638672,106500,THG,1.0340514204904443,1.0532411632147296,1.1732641238334036,1.0369551897736955,-0.0029037692832514,-0.0037900735756386,0.056196628347604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-28,105.9800033569336,107.01000213623048,105.3000030517578,106.88999938964844,92.51627349853516,286600,THG,1.0164586160007845,1.0539833566614296,1.1695871937120437,1.020376345675996,-0.0039177296752115,0.0005701769080452,0.0581879436809089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-29,107.11000061035156,108.63999938964844,107.04000091552734,107.98999786376952,93.46833038330078,431900,THG,0.9933520152221668,1.0625170138047408,1.143487337974502,1.026253639124301,-0.0329016239021341,0.008463659149531,0.0312030745322848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30,108.19000244140624,108.63999938964844,107.0500030517578,107.5999984741211,93.13077545166016,116800,THG,0.9972325345214328,1.0694659886094982,1.136788342467422,1.0246409570196735,-0.0274084224982407,0.0200408061356498,0.0259866405334869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-01,107.73999786376952,107.9000015258789,104.9499969482422,107.08000183105467,92.6807098388672,137200,THG,1.0098674283490257,1.1036175466827616,1.1498886304617295,1.029880242563007,-0.0200128142139812,0.0353772709914199,0.0407246997933388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-04,107.68000030517578,107.69000244140624,106.62000274658205,106.66000366210938,92.31717681884766,154400,THG,1.0143154694092995,1.1147815196727788,1.1433825416230827,1.036157586789428,-0.0218421173801284,0.0441702217192201,0.0259718191679727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-05,107.29000091552734,107.29000091552734,106.16999816894533,106.5,92.1787109375,167700,THG,1.0130071491190895,1.1202498119524107,1.146910027174201,1.0465343935592823,-0.0335272444401928,0.0488401569272043,0.0218848181193371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-06,106.44000244140624,106.80999755859376,106.19000244140624,106.29000091552734,91.99693298339844,87900,THG,1.0215347669001285,1.125694235850028,1.138676249284513,1.048372731047773,-0.0268379641476446,0.0565548912637046,0.0106938942034671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-07,106.2300033569336,106.2300033569336,104.75,104.97000122070312,90.85443115234376,157800,THG,1.04137163861157,1.13176745093745,1.1641106432462534,1.0387885930282448,0.0025830455833251,0.0747486380286759,0.0494996404632466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-08,105.16000366210938,106.08000183105467,103.76000213623048,105.62999725341795,91.42570495605467,196700,THG,1.0478073326740855,1.1312930858232466,1.1481920331126103,1.0447156071702373,0.0030917255038482,0.074311048531962,0.0343661654083413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-11,105.29000091552734,105.37999725341795,104.04000091552734,105.12000274658205,90.9842758178711,145000,THG,1.0602547098480053,1.1532124756959694,1.1304056160035676,1.0484619827112251,0.0117927271367801,0.1085889558613184,0.0259544245626484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-12,105.22000122070312,105.83000183105467,104.6500015258789,104.98999786376952,90.87174987792967,97800,THG,1.0651104691882338,1.1625291690475708,1.147556970002373,1.0415757419863072,0.0235347272019266,0.1137419621989777,0.0400604980729379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-13,104.62999725341795,105.0,102.98999786376952,103.05999755859376,89.2012710571289,163600,THG,1.101151243834455,1.170677216292562,1.1710163431789609,1.0495576207370112,0.0515936230974438,0.1218014241371727,0.0805221316408604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-14,102.87999725341795,103.12999725341795,101.80999755859376,102.1500015258789,88.87935638427734,107000,THG,1.0892803569566152,1.1436385556751114,1.1658714315819565,1.0539026313731312,0.0353777255834839,0.1129120629402362,0.0654192672702913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-15,102.05999755859376,103.77999877929688,102.0199966430664,103.0500030517578,89.66243743896484,412900,THG,1.089471066567338,1.105082650236317,1.1489313309340732,1.0520989179928428,0.0373721485744951,0.1043594526235456,0.0750967693624737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-18,103.4000015258789,104.4800033569336,103.4000015258789,104.0,90.48900604248048,185100,THG,1.0963460877739908,1.1176916802094332,1.1531871768442927,1.049480051520865,0.0468660362531256,0.1017981918024484,0.0817948009308922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-19,104.80999755859376,107.33999633789062,104.70999908447266,106.68000030517578,92.8208236694336,298700,THG,1.075084592894205,1.0673860579929118,1.1311236505761737,1.0585213557872055,0.0165632371069992,0.0627790897005278,0.0535489371090196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-20,107.18000030517578,107.41000366210938,106.58999633789062,106.91999816894533,93.0296630859375,215200,THG,1.068555807710022,1.1086870767446224,1.1321713943988905,1.0561912314345747,0.0123645762754471,0.106559696501165,0.0517153384684243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-21,106.95999908447266,108.0,106.75,107.80999755859376,93.8040542602539,111200,THG,1.0701232240362712,1.0986955356551011,1.124322768000384,1.054691754118366,0.0154314699179052,0.0846991472466995,0.0459323263234761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-22,108.0500030517578,108.12000274658205,107.0199966430664,107.52999877929688,93.56040954589844,79100,THG,1.0711430586757889,1.0888491129929911,1.1326005960948045,1.0628648969920689,0.0082781616837201,0.0977112127877158,0.04445778173588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-26,107.86000061035156,108.91000366210938,107.22000122070312,107.6500015258789,93.66482543945312,99200,THG,1.067347971415436,1.1102222103480082,1.1432447252696052,1.054562443450246,0.0127855279651898,0.1088108463563162,0.0462884876466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-27,108.12999725341795,109.61000061035156,107.68000030517578,108.8499984741211,94.70891571044922,461200,THG,1.0535601550127696,1.0961370300378928,1.146496766029303,1.0427572783556516,0.0108028766571179,0.0841893076287232,0.0422158929376275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-28,109.08999633789062,109.56999969482422,108.26000213623048,108.8499984741211,94.70891571044922,482500,THG,1.039503895981911,1.0915215600328894,1.1470530874509723,1.039387058829826,0.0001168371520849,0.0757775940748575,0.0451396888729174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-29,109.16999816894533,109.16999816894533,107.98999786376952,108.08000183105467,94.0389633178711,129000,THG,1.0638417150912207,1.0853532102183414,1.1629755291206507,1.0452598484191695,0.0185818666720511,0.0853084715776888,0.0611945358158811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,108.55999755859376,109.4000015258789,105.76000213623048,106.70999908447266,92.84695434570312,222000,THG,1.0775932821655472,1.1039010534086635,1.162016924746147,1.0173995405954512,0.0601937415700959,0.1103924346800104,0.0614211147898198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-03,106.55999755859376,107.01000213623048,105.97000122070312,106.73999786376952,92.87303924560548,157400,THG,1.048529313307136,1.1130983142686857,1.1620687658110471,0.9765980219270426,0.0719312913800934,0.1091495219448301,0.0666203049255329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-04,107.0,107.97000122070312,106.79000091552734,107.56999969482422,93.59523010253906,146200,THG,1.026866130071177,1.100960211494986,1.1599512345983938,0.9849127815791188,0.0419533484920581,0.1026032751759937,0.0703563748151963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-05,108.05999755859376,108.05999755859376,106.9499969482422,107.62000274658205,93.63874053955078,76200,THG,1.0275040764931234,1.108757650782989,1.1650392062780883,0.9789917900086822,0.0485122864844411,0.1091308317013338,0.0751498353896897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-08,107.2699966430664,108.20999908447266,106.80999755859376,107.31999969482422,93.37769317626952,154000,THG,0.9945955622429932,1.1032442395545266,1.1759136074323808,0.942840182406444,0.0517553798365492,0.1115197550802097,0.0885636017793263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-09,107.31999969482422,109.12000274658205,107.31999969482422,108.01000213623048,93.97806549072266,198100,THG,0.9870382053164448,1.1190801868468905,1.1560667883703812,0.9530778204901076,0.0339603848263371,0.1178559397994754,0.0667689700195031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-10,107.88999938964844,109.43000030517578,107.30999755859376,108.73999786376952,94.61322784423828,173000,THG,0.9949421605827524,1.1154482106289378,1.1509977506109312,0.966664672858564,0.0282774877241884,0.1021736326327296,0.0652127111512821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-11,108.76000213623048,110.38999938964844,108.76000213623048,110.0999984741211,95.79652404785156,125700,THG,0.9899183211027628,1.0972896189799466,1.137972014238018,0.9609362737659176,0.0289820473368451,0.0924158491317959,0.062890408031297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-12,110.19000244140624,111.06999969482422,109.66999816894533,110.87000274658205,96.4665069580078,98100,THG,1.001984252207638,1.088037400650962,1.125789916496745,0.9729510699723092,0.0290331822353288,0.0933121766466071,0.0625248848513655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-16,111.31999969482422,112.1500015258789,110.58999633789062,111.23999786376952,96.7884521484375,182900,THG,0.9949657329948252,1.083334515715275,1.1223174906765243,0.9917823196316324,0.0031834133631926,0.0870215086462806,0.040109200557733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-17,111.61000061035156,113.33999633789062,111.38999938964844,112.88999938964844,98.22409057617188,120800,THG,0.9868012000222456,1.0658095256736844,1.1296054473255044,0.9854883712686996,0.0013128287535461,0.0778897283134283,0.0537770720371217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-18,112.76000213623048,112.76000213623048,111.18000030517578,111.2699966430664,96.81453704833984,105100,THG,0.9773522962566024,1.0778954543753092,1.1300878864115906,0.981540936006692,-0.0041886397500896,0.0980890511211837,0.0645699830828545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-19,111.5199966430664,112.33999633789062,111.4000015258789,112.2699966430664,97.68463134765624,75000,THG,0.9722099514828504,1.0650728850677775,1.1228986575776416,0.9694690060853024,0.0027409453975478,0.0933608523916096,0.0770832942289057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-22,112.88999938964844,114.06999969482422,112.88999938964844,114.0199966430664,99.20726776123048,91500,THG,0.9507105698978604,1.038151407008762,1.1101786893245134,0.962138874344328,-0.0114283044464674,0.0649148070470223,0.0607344687358806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-23,114.3499984741211,115.3499984741211,113.19000244140624,114.69000244140624,99.7902374267578,138900,THG,0.953614171450031,1.0269177304138184,1.1048370659095856,0.9712482450100663,-0.0176340735600354,0.0579865455752226,0.0625823607728115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-24,115.19000244140624,115.83000183105467,113.68000030517578,114.25,99.40738677978516,131400,THG,0.9655143222795918,1.0100302198276605,1.0981381899954143,0.9795485186833895,-0.0140341964037977,0.0471187710165721,0.0446090818838194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-25,114.62000274658205,116.20999908447266,114.62000274658205,115.37000274658205,100.38189697265624,185300,THG,0.9583946683107786,1.0039697487074812,1.1019993834580708,0.966216685842239,-0.0078220175314603,0.0396434977362354,0.0461065914908058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-26,115.5500030517578,115.97000122070312,114.31999969482422,115.18000030517578,100.21658325195312,146200,THG,0.9368813181412208,0.9823345555600554,1.102765631808793,0.9510576163473856,-0.0141762982061649,0.029553703706033,0.0499244511105312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-29,114.80999755859376,115.62999725341795,113.83000183105467,114.9000015258789,99.97296142578124,130400,THG,0.928981575828914,1.0009933868837826,1.1013243937417163,0.9505813448789944,-0.0215997690500804,0.0427699544112465,0.0370945627279872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-30,114.16000366210938,115.30999755859376,113.16000366210938,114.68000030517578,99.7815399169922,177500,THG,0.94061734291053,1.01193792958647,1.0987729082836757,0.9691515138835962,-0.0285341709730662,0.0323707502126811,0.0252467170482166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-31,114.72000122070312,114.7699966430664,112.9499969482422,113.1500015258789,98.45028686523438,212300,THG,0.9798499326879352,1.0362771421991006,1.111043750827258,0.9806085357513576,-0.0007586030634223,0.0512863581872415,0.0349965234428315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
