Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock,Other Cashflows From Investing Activities
2017-09-29,94.25,95.25,93.8000030517578,94.4499969482422,91.62555694580078,449800,MKSI,1.1503440804793188,1.0584641632967775,1.2322663348195124,1.0206479989635429,0.1296960815157759,-0.0317962254256685,0.1429731358283095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,95.0500030517578,96.6500015258789,93.83999633789062,94.8499984741211,92.01359558105467,505600,MKSI,1.1133366488657184,1.0724827174143228,1.24293701223657,1.012478214064533,0.1008584348011853,-0.0162248383470768,0.1538061337596361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,94.75,95.5,93.1500015258789,94.4000015258789,91.57703399658205,505400,MKSI,1.1350637351669577,1.0765339366176558,1.243548024961708,1.0113391723313174,0.1237245628356402,-0.0134294383872461,0.1617473827411357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,94.8000030517578,96.4499969482422,94.4000015258789,96.0,93.1291961669922,496000,MKSI,1.1208333504005608,1.021548863199753,1.2337961419327037,1.0126829906128405,0.1081503597877202,-0.0669348238218134,0.1438367753360396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,96.3000030517578,96.3000030517578,94.1999969482422,95.1500015258789,92.30460357666016,384500,MKSI,1.129794986159084,1.005407755921805,1.2891067350307874,1.0121464877707815,0.1176484983883023,-0.0773927197613075,0.1911849862595283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,95.0999984741211,95.8000030517578,94.3499984741211,95.4000015258789,92.54714965820312,338200,MKSI,1.116876196380316,1.0080230232623324,1.226305610559968,1.0081446760609294,0.1087315203193866,-0.0869201995647037,0.1257325441242043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,96.0,96.25,95.25,95.6999969482422,92.83817291259766,280300,MKSI,1.1269591900717306,1.0069565767636646,1.107659334748738,1.0143616235707735,0.112597566500957,-0.096758848188988,0.009177188572041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,96.4499969482422,96.4499969482422,94.3499984741211,95.6500015258789,92.78965759277344,399300,MKSI,1.089388319114602,1.0226686518459025,1.109287471614749,1.008797349947511,0.0805909691670911,-0.0701820242980431,0.0199901589207933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,95.8499984741211,96.75,95.4499969482422,96.4000015258789,93.51722717285156,236000,MKSI,1.080394110050263,1.073423188597339,1.1032590685368702,1.0091988628593096,0.0711952471909533,-0.0278090191453672,0.0151620183438765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,96.25,98.5,96.25,97.4499969482422,94.53583526611328,394600,MKSI,1.0687530410174286,1.075220315130311,1.0599690856291597,1.0112728774332036,0.057480163584225,-0.0234646106930416,-0.0160660153359697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,98.0500030517578,98.75,96.8000030517578,98.4000015258789,95.45743560791016,288800,MKSI,1.0508129247940965,1.089271828818834,1.055853447750151,1.0098252549340063,0.0409876698600899,-0.0189776695684409,-0.0210371560934659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,98.9499969482422,99.3000030517578,98.0,98.75,95.79695892333984,371900,MKSI,1.0308860915147051,1.0828752962955088,1.0886889520550602,1.0047827275420922,0.0261033639726129,-0.0321864688461988,0.0030949546948537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,99.0500030517578,99.8000030517578,98.1999969482422,99.5500030517578,96.5730438232422,249700,MKSI,1.0431943474264778,1.0847387530216015,1.0502072914709737,1.016827126331923,0.0263672210945546,-0.0362570171477147,-0.0367309948438265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,99.9499969482422,100.8000030517578,98.1500015258789,100.5,97.49461364746094,375600,MKSI,1.0298508922659022,1.0495664934163689,1.0223099733668557,1.016900814218988,0.0129500780469142,-0.0670172306809375,-0.0536853710577995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
