Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Minority Interest,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2013-05-09,43.7599983215332,44.33000183105469,42.0,42.11000061035156,42.11000061035156,19153400,IQV,1.0436950872932445,1.077653773696689,1.0441700447255358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-10,42.2599983215332,42.970001220703125,41.77999877929688,42.38999938964844,42.38999938964844,2969700,IQV,1.0143902009703856,1.068648263489306,1.0375088505657344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-13,42.29999923706055,43.369998931884766,42.29999923706055,43.31999969482422,43.31999969482422,1053100,IQV,0.990304751341088,1.0330101642486076,0.999769198485604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-14,44.2400016784668,44.75,43.900001525878906,44.43000030517578,44.43000030517578,2049800,IQV,0.9698401948371856,0.9939230147218292,0.9646635227539864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-15,45.20000076293945,45.7400016784668,44.84999847412109,45.5,45.5,2380500,IQV,0.9567032698746568,0.974065927358774,0.9424176058926426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-16,46.27999877929688,46.5,45.59999847412109,45.84999847412109,45.84999847412109,1244600,IQV,0.9572519269421804,0.9659760608394732,0.9432933792661172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-17,46.130001068115234,46.209999084472656,45.34999847412109,45.52000045776367,45.52000045776367,920100,IQV,0.9619947380307798,0.966608074638004,0.9470562429003432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-20,45.45000076293945,45.72999954223633,45.2599983215332,45.380001068115234,45.380001068115234,535800,IQV,0.955046256775858,0.9620978144508764,0.9409431414258208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-21,45.0,45.29999923706055,44.40999984741211,45.04999923706055,45.04999923706055,668900,IQV,0.9809100860174024,0.9662597006991016,0.9544950217141378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-22,45.13999938964844,45.380001068115234,44.11000061035156,44.650001525878906,44.650001525878906,913200,IQV,0.97021272596634,0.972676345374904,0.9628219531761946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-23,44.02999877929688,45.150001525878906,44.0099983215332,45.0,45.0,881600,IQV,0.9555555555555556,0.9582221984863282,0.9597777472601996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
