Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Other Current Liab,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2019-07-01,39.880001068115234,41.810001373291016,39.63999938964844,40.970001220703125,40.970001220703125,3452100,IAA,1.1442518836056477,0.98486690924801,1.1662191202267405,0.999153047119394,0.1450988364862535,0.007967104070415,0.0799597200818282,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
2019-07-02,40.560001373291016,41.720001220703125,40.0099983215332,41.61000061035156,41.61000061035156,5924600,IAA,1.141552494670792,0.9658735409081124,1.1295361526216257,0.9900308614668376,0.1515216332039544,-0.0224496262804813,0.0379567326803758,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
2019-07-03,41.5,41.93000030517578,40.650001525878906,40.95000076293945,40.95000076293945,946100,IAA,1.141147708708418,0.9824175529355608,1.134798543465703,0.9525258317006552,0.1886218770077629,0.0062895537984879,0.0556981484876515,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
2019-07-05,41.06999969482422,41.43000030517578,39.7599983215332,40.47999954223633,40.47999954223633,4086200,IAA,1.1798418691112142,0.9861659738235244,1.143774697644245,0.9643929056443962,0.215448963466818,0.0274573544130271,0.055486297345654,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
2019-07-08,40.20000076293945,40.54999923706055,39.81999969482422,39.97999954223633,39.97999954223633,2528300,IAA,1.1963482335842783,0.9929965287017808,1.2073537021122145,0.9738381931141588,0.2225100404701194,0.0193801018429483,0.1086735542133663,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
2019-07-09,40.0099983215332,41.2400016784668,38.75,40.29999923706055,40.29999923706055,2064300,IAA,1.1665012211291068,0.962779155622897,1.177419396060525,0.9920007326738394,0.1745004884552674,-0.0149719158939209,0.0782946656793002,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
2019-07-10,40.209999084472656,40.400001525878906,39.84000015258789,40.0,40.0,1004100,IAA,1.1252499580383302,0.9100000381469726,1.18149995803833,0.9810388553975538,0.1442111026407764,-0.0816070162152133,0.072211961455336,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
2019-07-11,39.900001525878906,41.86000061035156,39.900001525878906,41.400001525878906,41.400001525878906,1540700,IAA,1.05301931434597,0.8705313909952139,1.2007245713118928,0.966091893467101,0.086927420878869,-0.1183173926048359,0.0908133392780621,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
2019-07-12,41.93000030517578,44.11000061035156,41.470001220703125,43.040000915527344,43.040000915527344,1158700,IAA,1.0578531089870686,0.8431691483174474,1.148466525411786,0.9709027016272972,0.0869504073597715,-0.1465177711078246,0.0508428909393687,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
2019-07-15,43.400001525878906,44.25,43.04999923706055,44.13999938964844,44.13999938964844,1927900,IAA,1.0289986134344409,0.8563661023956713,1.1089714870820555,0.943868517966083,0.0851300954683579,-0.131723944723774,0.0104829044900931,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
2019-07-16,44.04999923706055,44.275001525878906,43.27000045776367,43.93999862670898,43.93999862670898,1556100,IAA,1.0027310594067496,0.8664087593230676,1.0876195359386776,0.9448764493933882,0.0578546100133613,-0.1282076384999358,-0.0139575182870039,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
2019-07-17,44.2599983215332,44.387001037597656,43.68000030517578,43.959999084472656,43.959999084472656,1213700,IAA,0.9849863543867716,0.8580528208888523,1.103958138990008,0.967805381362882,0.0171809730238895,-0.141361816677903,0.0065526217158504,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
2019-07-18,43.959999084472656,45.290000915527344,43.7599983215332,45.09000015258789,45.09000015258789,2067700,IAA,0.988245757873069,0.8704812567570437,1.0782878413695076,0.9739839367274228,0.0142618211456462,-0.131695265369407,0.0008137042125975,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
2019-07-19,45.119998931884766,45.52000045776367,44.68000030517578,45.20000076293945,45.20000076293945,2652900,IAA,1.0320796623554118,0.8376106188341897,1.0721238554536965,0.9718210842213412,0.0602585781340706,-0.1660922454126076,-0.0210185723061542,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
2019-07-22,45.27000045776367,46.380001068115234,44.5,44.77999877929688,44.77999877929688,1765700,IAA,1.086645850243057,0.8521661654232694,1.076820065546689,0.9797792259190852,0.1068666243239718,-0.1536206189599737,-0.0135750204340687,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
2019-07-23,45.04999923706055,45.2400016784668,44.38999938964844,45.060001373291016,45.060001373291016,1098400,IAA,1.0716821891654642,0.8544163077371896,1.0534842382148843,0.9721811802165374,0.0995010089489267,-0.1454629567139175,-0.0301772981537027,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
2019-07-24,45.2599983215332,46.41999816894531,44.5099983215332,46.220001220703125,46.220001220703125,1044500,IAA,1.0183902737272184,0.82583291131217,1.0225010184630683,0.9381920732304816,0.0801982004967367,-0.1686098867463217,-0.0306811189378815,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
2019-07-25,46.02000045776367,46.84000015258789,45.52000045776367,46.66999816894531,46.66999816894531,700600,IAA,1.012213489005465,0.8043711675246398,1.0042854247007993,0.9521359277988416,0.0600775612066235,-0.200927445898298,-0.0653754486878457,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
2019-07-26,47.11000061035156,47.810001373291016,46.619998931884766,47.470001220703125,47.470001220703125,777400,IAA,0.9915735935202704,0.7992415768079268,1.011164920279499,0.9388045673908064,0.0527690261294639,-0.2003104076716545,-0.0671277393215321,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
2019-07-29,47.470001220703125,47.8849983215332,46.72999954223633,46.970001220703125,46.970001220703125,1339200,IAA,1.0255481566330735,0.8177559899760446,1.0229933572128882,0.9497848525428108,0.0757633040902627,-0.1863438585881424,-0.0700475789789867,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
2019-07-30,46.619998931884766,47.470001220703125,46.28499984741211,46.72999954223633,46.72999954223633,770900,IAA,1.0331692542744326,0.8163920800255412,1.024609491486074,0.96111848959372,0.0720507646807124,-0.1793787781283761,-0.0652633792586954,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
2019-07-31,47.20000076293945,47.59000015258789,46.31999969482422,46.75,46.75,855900,IAA,1.0449197534571355,0.8265240511154746,1.0175401004240474,0.9713406100738472,0.0735791433832883,-0.1918244067243297,-0.0734282139627651,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
2019-08-01,46.75,47.9900016784668,46.650001525878906,46.880001068115234,46.880001068115234,676500,IAA,1.022824225052161,0.82551194285831,1.0287968951229245,0.9733290342890444,0.0494951907631167,-0.2106905117561424,-0.0835268827458739,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
2019-08-02,46.66999816894531,47.84999847412109,46.310001373291016,47.5,47.5,549400,IAA,0.9644210815429688,0.8252631739566201,1.00399997108861,0.9934093547508857,-0.0289882732079167,-0.22109545632749,-0.1261449080360392,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
2019-08-05,46.900001525878906,47.11000061035156,46.38999938964844,46.72999954223633,46.72999954223633,1158300,IAA,1.0171196072094433,0.8174620401699952,1.0149796869205352,1.0379157998062003,-0.020796192596757,-0.2584379106945995,-0.158243062668175,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
2019-08-06,46.81999969482422,47.8849983215332,46.09999847412109,47.7599983215332,47.7599983215332,403300,IAA,1.0033500806749394,0.7979481145243086,1.0203099090199463,1.0255734153445348,-0.0222233346695954,-0.2676404564187136,-0.1393709791018971,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
2019-08-07,47.59000015258789,48.4900016784668,46.869998931884766,47.83000183105469,47.83000183105469,1235600,IAA,1.0163077304920871,0.7994982273581814,1.052477487464856,1.025769842013649,-0.0094621115215618,-0.2690104846614627,-0.1070260322839293,160900000.0,,925300000.0,563200000.0,1488500000.0,576200000.0,34000000.0,,266000000.0,530200000.0,-13000000.0,10400000.0,48300000.0,659300000.0,456600000.0,-13000000.0,345200000.0,441800000.0,-127900000.0,311000000.0,,129000000.0,2200000.0,3300000.0,-66100000.0,-4200000.0,-195100000.0,-119300000.0,1600000.0,183700000.0,15200000.0,-900000.0,-1800000.0,278200000.0,97400000.0,-9300000.0,-190900000.0,3100000.0,-66700000.0
