Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Deferred Long Term Asset Charges,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-10-13,480.510009765625,483.55999755859375,475.0700073242188,475.489990234375,430.19427490234375,639700,BLK,0.9894004982475924,1.2475953431627442,1.0883959585732903,1.0098252549340063,-0.0204247566864141,0.1393458447754691,0.0115053547296732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,476.6300048828125,478.75,474.7300109863281,477.9599914550781,432.4289855957031,425400,BLK,0.9843921237462714,1.2474561979664829,1.1049669392716202,1.0047827275420922,-0.0203906037958208,0.1323944328247752,0.0193729419114137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,477.2200012207031,478.4599914550781,472.7999877929688,475.5499877929688,430.2485656738281,431700,BLK,0.996782681136882,1.246212101598871,1.1146673892080547,1.016827126331923,-0.0200444451950411,0.1252163314295546,0.0277291028932544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,477.4299926757813,477.8800048828125,474.3500061035156,477.5,432.0129089355469,414800,BLK,0.9926490154595876,1.2368919086260373,1.1034497325164756,1.016900814218988,-0.0242517987594003,0.1203081845287308,0.0274543880918203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,474.0,477.6400146484375,472.239990234375,476.7900085449219,431.37054443359375,464100,BLK,0.9957632568455234,1.2130810072761873,1.0976126181894073,1.0195478153138224,-0.023784558468299,0.0965301049369857,0.019779076871583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,489.7900085449219,489.7900085449219,475.1900024414063,476.6199951171875,431.2167053222656,531300,BLK,1.0099450046705232,1.2373413396881794,1.091263273340637,1.0187296628598663,-0.0087846581893431,0.1204158139106348,0.0257892641161729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,476.989990234375,479.4700012207031,473.7300109863281,474.3900146484375,429.1990966796875,436600,BLK,1.0095912996562286,1.21693038024186,1.0897481768339523,1.0231439317955078,-0.0135526321392791,0.1026922272771779,0.0212910249683637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,477.6499938964844,478.2799987792969,472.0400085449219,473.7200012207031,428.5929870605469,510400,BLK,1.0127077958165456,1.1929172569189914,1.109908584615571,1.023176662025299,-0.0104688662087537,0.0921243730725969,0.0305277643177177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,473.7200012207031,474.80999755859375,465.1499938964844,469.1499938964844,424.4583129882813,644000,BLK,1.0273045191301815,1.2034879733115722,1.1276116661214424,1.028738706809164,-0.0014341876789825,0.0952741517570066,0.0337904038361378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,472.1799926757813,475.2999877929688,470.6700134277344,473.4800109863281,428.3758239746094,495200,BLK,1.0413533671216089,1.1996777948366388,1.1094683992377583,1.0357335667629224,0.0056198003586864,0.0953092641491974,0.0184463649168971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,473.6900024414063,477.8599853515625,470.6600036621094,475.1300048828125,429.8686218261719,432600,BLK,1.0540694671670712,1.1598274448944994,1.1298997901097798,1.0327543330408862,0.021315134126185,0.0814084912984587,0.0337709913747101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,475.3299865722656,475.6600036621094,471.6000061035156,472.2900085449219,427.2992248535156,320900,BLK,1.0611908904756917,1.1171135789470752,1.147197837754605,1.0448229351223306,0.0163679553533611,0.0710026453745964,0.036808345359738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,471.7200012207031,473.1799926757813,470.239990234375,470.8299865722656,425.9782409667969,413100,BLK,1.071717894279847,1.1424573851475683,1.159703921386715,1.0378093145840102,0.0339085796958369,0.088801016733077,0.0521239702582916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,473.2099914550781,473.8500061035156,468.7999877929688,469.2900085449219,424.5849609375,449300,BLK,1.0996915071013742,1.1398673883042951,1.1620667299177736,1.0388512590749122,0.060840248026462,0.0852833699524453,0.052624123658705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,469.4299926757813,476.9100036621094,469.3299865722656,474.9200134277344,429.6786804199219,528800,BLK,1.0837346022230143,1.0779363298010876,1.1343564509243125,1.0310647944789963,0.0526698077440179,0.0598899876810881,0.0298544396387303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,473.2300109863281,480.1700134277344,472.1000061035156,479.1099853515625,433.469482421875,435600,BLK,1.073627731709144,1.0939543624833918,1.1258913731469211,1.0262436118253355,0.0473841198838083,0.0683179569156393,0.0180810544575549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,478.75,479.7900085449219,475.0499877929688,475.6099853515625,430.3028564453125,241600,BLK,1.0827754202007862,1.1101823354678713,1.1377453482101345,1.0311845275729687,0.0515908926278174,0.0740714062654268,0.0320170638740278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,475.2099914550781,479.5299987792969,472.2300109863281,473.3699951171875,428.2762756347656,240400,BLK,1.094438146534816,1.1067099138170913,1.1493401945038666,1.0414917955670933,0.0529463509677228,0.0608001037894252,0.0375138354087964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,472.1400146484375,473.9299926757813,470.9599914550781,472.2000122070313,427.21771240234375,362200,BLK,1.0899987642036222,1.1491884818062916,1.162864961743887,1.0390384642435906,0.0509602999600315,0.088183718708553,0.0482116563425354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,469.3599853515625,471.989990234375,462.510009765625,466.6000061035156,422.1512145996094,454700,BLK,1.1151424223043782,1.164509911804706,1.1841833735739136,1.0401272810196784,0.0750151412846997,0.0889350590706137,0.0715043807475901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,466.1499938964844,468.8800048828125,463.5700073242188,465.8299865722656,421.4544982910156,304000,BLK,1.1058101097730444,1.1674057931440778,1.1769880438553446,1.0393664161720684,0.066443693600976,0.0915125445036599,0.0636500835004165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-13,462.3800048828125,465.4299926757813,461.0700073242188,465.1099853515625,420.8031005859375,499100,BLK,1.0949893232776913,1.1724540854526504,1.1748351352205937,1.0305050740272153,0.064484249250476,0.1057868706863296,0.0632025743899868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14,463.2200012207031,470.6099853515625,462.6000061035156,470.4500122070313,425.6344299316406,366000,BLK,1.0934978367325487,1.1611964245985338,1.158879398565546,1.043144349882203,0.0503534868503456,0.0962556421557114,0.045227177727295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15,467.8599853515625,472.2799987792969,463.75,470.5,425.6796875,470400,BLK,1.1083126049562282,1.1524649084873455,1.125793552246407,1.0570826794517585,0.0512299255044697,0.0845151902137484,0.0151654528157592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16,473.2099914550781,474.3500061035156,470.55999755859375,474.0199890136719,428.86431884765625,247000,BLK,1.0936374130383022,1.1655755137719093,1.138812452207802,1.0412088647392546,0.0524285482990476,0.0950963014342911,0.0265977414446538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17,471.75,479.25,471.6600036621094,473.989990234375,428.8371887207031,505600,BLK,1.0910136301688491,1.195799898620402,1.1387564040971134,1.0392013474275237,0.0518122827413254,0.1204788509414365,0.0388170321794376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,474.989990234375,476.3699951171875,472.8500061035156,474.7699890136719,429.5429382324219,392100,BLK,1.087188992489874,1.1701267677911242,1.147164141799695,1.0381241126825425,0.0490648798073316,0.1124172071622655,0.0399961900105632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,477.7099914550781,482.739990234375,477.0199890136719,481.3599853515625,435.5051574707031,440900,BLK,1.0692356814165147,1.147133697573191,1.1348382373788184,1.03199537924298,0.0372403021735345,0.1045321577697442,0.0292687721594138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-22,481.2000122070313,483.9800109863281,478.3200073242188,478.9400024414063,433.315673828125,265400,BLK,1.0779957557239694,1.1238671648089624,1.1273032789610002,1.0328322263084138,0.0451635294155556,0.0893635184905827,0.0176792402649899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-24,481.1300048828125,482.9200134277344,479.3399963378906,479.739990234375,434.0394592285156,134400,BLK,1.0774552200528666,1.1261828617190734,1.1685348077936497,1.032019884081241,0.0454353359716259,0.0834718397243647,0.0515097363044134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-27,480.7000122070313,484.1700134277344,480.2200012207031,481.9599914550781,436.0479431152344,339000,BLK,1.0801244000473391,1.137010399821002,1.15741958574983,1.0369551897736955,0.0431692102736434,0.0799791630306336,0.0403520902640304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-28,482.8500061035156,493.55999755859375,480.7000122070313,493.05999755859375,446.0906066894531,447600,BLK,1.047104439289435,1.124281879448992,1.131919096682558,1.020376345675996,0.026728093613439,0.0708686996956076,0.0205198466514233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-29,495.8299865722656,505.3299865722656,494.1000061035156,500.8200073242188,453.11138916015625,684200,BLK,1.021368031394262,1.104380223166725,1.1136707096670604,1.026253639124301,-0.0048856077300389,0.0503268685115152,0.0013864462248431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30,503.9400024414063,509.0,499.55999755859375,501.1900024414063,453.446044921875,1071200,BLK,1.031382600689705,1.1155799500892418,1.108896377297335,1.0246409570196735,0.0067416436700316,0.0661547676153935,-0.0019053246366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-01,499.6700134277344,504.3999938964844,490.7300109863281,502.0799865722656,456.5285034179688,574700,BLK,1.0379423786555804,1.1556819380507108,1.071332674578058,1.029880242563007,0.0080621360925734,0.0874416623593692,-0.0378312560903326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-04,509.1099853515625,515.5999755859375,508.1000061035156,513.5,466.9124755859375,716900,BLK,1.0235053583749003,1.11942766788664,1.030165450658532,1.036157586789428,-0.0126522284145276,0.0488163699330812,-0.0872452717965779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-05,513.6199951171875,515.47998046875,510.8999938964844,512.1199951171875,465.65765380859375,501400,BLK,1.0339177660962589,1.1072701618162002,1.0352309211746502,1.0465343935592823,-0.0126166274630235,0.0358605067909938,-0.0897942878802136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-06,507.0,516.52001953125,506.2000122070313,511.8200073242188,465.3848571777344,386900,BLK,1.0432184016885282,1.0979017924971923,1.04180158981165,1.048372731047773,-0.0051543293592448,0.028762447910869,-0.086180765269396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-07,511.4100036621094,516.469970703125,511.2699890136719,512.4099731445312,465.9213562011719,416700,BLK,1.0373918498155963,1.0946164652046455,1.0387676651114266,1.0387885930282448,-0.0013967432126484,0.0375976522958714,-0.0758433376715801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-08,514.2000122070312,517.2999877929688,511.6099853515625,515.489990234375,468.7218933105469,471700,BLK,1.0435121142354955,1.099251198590749,1.0325024697118883,1.0447156071702373,-0.0012034929347417,0.0422691612994643,-0.0813233979923806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-11,515.1300048828125,515.7100219726562,510.7900085449219,512.1300048828125,465.6667785644531,398100,BLK,1.0847439954822635,1.087167029436917,1.036118495292834,1.0484619827112251,0.0362820127710383,0.0425435096022659,-0.0683326961480852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-12,513.9400024414062,518.5499877929688,511.6700134277344,517.72998046875,470.75872802734375,430200,BLK,1.0874392949691758,1.082572779589963,1.020538224802542,1.0415757419863072,0.0458635529828685,0.0337855727413698,-0.0869582471268928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-13,517.02001953125,518.8800048828125,511.3999938964844,512.5499877929688,466.0486450195313,482100,BLK,1.1247877579923151,1.1065374008887938,1.0158649959447288,1.0495576207370112,0.0752301372553039,0.0576616087334045,-0.0746292155933716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-14,514.5599975585938,514.75,506.489990234375,506.75,460.77490234375,336300,BLK,1.143009398442459,1.0701217961420717,1.0189351752260067,1.0539026313731312,0.0891067670693277,0.0393953034071965,-0.0815169890856584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-15,506.5,515.7100219726562,506.3699951171875,511.8699951171875,465.4303283691406,896400,BLK,1.153144394143918,1.023496544965154,0.9942891129831508,1.0520989179928428,0.101045476151075,0.0227733473523827,-0.0795454485884485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-18,517.0,519.4600219726562,515.0700073242188,518.8599853515625,471.7861633300781,433300,BLK,1.143391350128067,1.0476643826972547,0.9774656199826528,1.049480051520865,0.0939112986072019,0.0317708942902699,-0.0939267559307477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-19,520.739990234375,520.739990234375,515.0599975585938,515.8200073242188,469.0220642089844,424500,BLK,1.1431892231819878,1.0370579835987122,0.9778765124278456,1.0585213557872055,0.084667867394782,0.0324510153063282,-0.0996982010393084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-20,520.4199829101562,520.4199829101562,512.5399780273438,514.5499877929688,467.8672180175781,294700,BLK,1.1421045350185208,1.0316468390699072,0.9812329508834772,1.0561912314345747,0.0859133035839461,0.0295194588264497,-0.0992231050469889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-21,516.5499877929688,518.6799926757812,512.8800048828125,513.5900268554688,466.9943542480469,374900,BLK,1.1205433423138005,1.0603718183814888,0.966870317872192,1.054691754118366,0.0658515881954344,0.0463754299730871,-0.1115201238047158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-22,514.6699829101562,514.6699829101562,508.6400146484375,512.1199951171875,465.65765380859375,258200,BLK,1.1458251603842275,1.018815597951853,0.9710076304160192,1.0628648969920689,0.0829602633921589,0.0276776977465776,-0.1171351839429052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-26,513.3300170898438,513.989990234375,510.010009765625,513.719970703125,467.1124572753906,176600,BLK,1.1181577621980328,1.034683272769109,0.9674129173000916,1.054562443450246,0.0635953187477866,0.0332719087774171,-0.1295433203229135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-27,514.3699951171875,515.6199951171875,512.260009765625,514.3200073242188,467.6580810546875,216000,BLK,1.0932687601718063,1.048292441638139,0.9906726084590276,1.0427572783556516,0.0505114818161547,0.0363447192289694,-0.1136082646326479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-28,515.0,518.2999877929688,514.7100219726562,517.97998046875,470.9860229492188,222400,BLK,1.0845979497540053,1.044941804296821,0.9852922938560656,1.039387058829826,0.0452108909241792,0.0291978383387891,-0.1166211047219892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-29,520.0,520.030029296875,513.7100219726562,513.7100219726562,467.10345458984375,306700,BLK,1.100212295193677,1.0174625112194229,0.9894878141618024,1.0452598484191695,0.0549524467745075,0.0174177725787703,-0.1122931791429671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,518.780029296875,518.780029296875,506.4800109863281,508.9700012207031,462.7934875488281,526400,BLK,1.0773129672451702,1.029347864863783,1.006189787849072,1.0173995405954512,0.0599134266497189,0.03583924613513,-0.0944060221072551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-03,508.6600036621094,514.739990234375,508.1600036621094,514.3400268554688,467.6763610839844,448700,BLK,1.0206668672563115,1.04365819916046,0.9965097793324672,0.9765980219270426,0.0440688453292689,0.0397094068366046,-0.0989386815530469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-04,516.5,521.3099975585938,515.010009765625,521.1300048828125,473.8502807617188,389800,BLK,1.027037456899622,1.013373305529948,0.9774551967955948,0.9849127815791188,0.042124675320503,0.0150163692109559,-0.1121396629876027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-05,523.8599853515625,525.9400024414062,520.8900146484375,525.5700073242188,477.8874206542969,483000,BLK,1.0127292111486923,1.019541023722789,0.9709671146719082,0.9789917900086822,0.0337374211400101,0.0199142046411339,-0.1189222562164903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-08,523.9400024414062,529.719970703125,523.52001953125,529.489990234375,481.4517211914063,561500,BLK,0.9620201556647636,0.9963484892759412,0.9751751529676644,0.942840182406444,0.0191799732583196,0.0046240048016243,-0.11217485268539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-09,529.0,540.0,528.5700073242188,533.9400024414062,485.498046875,547700,BLK,0.9767203686010258,0.9881950241375842,0.9557652368500452,0.9530778204901076,0.0236425481109181,-0.0130292229098308,-0.1335325815008329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-10,534.469970703125,535.8800048828125,529.780029296875,531.5700073242188,483.343017578125,483800,BLK,0.988355293763477,0.9963647978833936,0.95601446478965,0.966664672858564,0.021690620904913,-0.0169097801128146,-0.129770574669999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-11,534.1500244140625,538.9600219726562,530.6099853515625,537.9199829101562,489.1169738769531,765200,BLK,0.9690475395705538,0.977837120653182,0.9554957967254172,0.9609362737659176,0.0081112658046361,-0.0270366491949687,-0.1195858094813038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-12,552.7000122070312,556.3699951171875,546.7100219726562,555.530029296875,505.1292419433594,941800,BLK,0.971936751132411,0.9501702958692492,0.9258984749646192,0.9729510699723092,-0.0010143188398983,-0.0445549281351057,-0.1373665566807603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-16,562.6199951171875,571.8200073242188,561.0599975585938,563.0,511.9215393066406,1370600,BLK,0.9603019914877484,0.9364203534560642,0.9200764606344872,0.9917823196316324,-0.0314803281438841,-0.05989265361293,-0.162131829484304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-17,567.2100219726562,578.6300048828125,565.2899780273438,576.510009765625,524.205810546875,983900,BLK,0.9385787279585422,0.9065070998865006,0.8855763601653729,0.9854883712686996,-0.0469096433101572,-0.0814126974737554,-0.1902520151230097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-18,577.27001953125,584.2100219726562,575.02001953125,579.219970703125,526.6700439453125,819600,BLK,0.9367768684112876,0.8915916537817643,0.8776113511683098,0.981540936006692,-0.0447640675954044,-0.0882147494723611,-0.1879065521604263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-19,582.6199951171875,590.5599975585938,581.030029296875,590.260009765625,536.7083740234375,591300,BLK,0.9208821813558532,0.8723950153694292,0.8565049133273365,0.9694690060853024,-0.0485868247294493,-0.0993170173067387,-0.1893104500213994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-22,592.4600219726562,593.4400024414062,581.989990234375,593.260009765625,539.4362182617188,843600,BLK,0.9094326363188202,0.8857761427398102,0.8565693756468427,0.962138874344328,-0.0527062380255076,-0.0874604572219295,-0.19287484494179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-23,593.0,594.52001953125,588.4000244140625,589.6799926757812,536.1809692382812,643400,BLK,0.9322855107846072,0.894444362864037,0.8218146730672757,0.9712482450100663,-0.0389627342254592,-0.0744868219745588,-0.2204400320694983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-24,591.9000244140625,592.4500122070312,583.1799926757812,587.6699829101562,534.353271484375,642200,BLK,0.9596712402870914,0.8921149251774217,0.8175049721045857,0.9795485186833895,-0.0198772783962981,-0.0707965236336666,-0.2360241360070092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-25,585.0,585.9299926757812,572.9500122070312,575.5,523.2874145507812,892500,BLK,0.9605040671059952,0.904813950268623,0.8472449131578189,0.966216685842239,-0.0057126187362437,-0.0595123007026228,-0.208647878809446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-26,578.2100219726562,586.9500122070312,577.1199951171875,586.7999877929688,533.562255859375,516600,BLK,0.936315558522625,0.8819419818428156,0.8327552733483995,0.9510576163473856,-0.0147420578247606,-0.0708388700112068,-0.2200859073498623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
