,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,14711000000.0,14995000000.0,15358000000.0,15649000000.0
Capital Surplus,22960000000.0,23522000000.0,23643000000.0,23771000000.0
Total Liab,42983000000.0,41995000000.0,41290000000.0,39683000000.0
Total Stockholder Equity,31793000000.0,31851000000.0,32330000000.0,31692000000.0
Minority Interest,1000000000.0,994000000.0,999000000.0,997000000.0
Deferred Long Term Liab,755000000.0,726000000.0,697000000.0,647000000.0
Other Current Liab,14356000000.0,13174000000.0,12899000000.0,10636000000.0
Total Assets,75776000000.0,74840000000.0,74619000000.0,72372000000.0
Common Stock,8000000.0,8000000.0,8000000.0,8000000.0
Other Current Assets,13009000000.0,11809000000.0,11530000000.0,9408000000.0
Retained Earnings,14014000000.0,13745000000.0,13441000000.0,13141000000.0
Other Liab,5307000000.0,5252000000.0,4882000000.0,5526000000.0
Good Will,36668000000.0,36380000000.0,36322000000.0,35908000000.0
Treasury Stock,-5189000000.0,-5424000000.0,-4762000000.0,-5228000000.0
Other Assets,2308000000.0,2225000000.0,1672000000.0,2045000000.0
Cash,841000000.0,831000000.0,906000000.0,937000000.0
Total Current Liabilities,17251000000.0,15905000000.0,15637000000.0,13263000000.0
Other Stockholder Equity,-323000000.0,-536000000.0,-387000000.0,-831000000.0
Property Plant Equipment,1650000000.0,1646000000.0,2132000000.0,1630000000.0
Total Current Assets,17727000000.0,16440000000.0,16219000000.0,14025000000.0
Long Term Investments,2712000000.0,3154000000.0,2916000000.0,3115000000.0
Net Tangible Assets,-19586000000.0,-19524000000.0,-19350000000.0,-19865000000.0
Net Receivables,2663000000.0,2617000000.0,2482000000.0,2323000000.0
Long Term Debt,19945000000.0,20324000000.0,20029000000.0,20412000000.0
Accounts Payable,479000000.0,483000000.0,437000000.0,373000000.0
Deferred Long Term Asset Charges,,,28000000.0,
Short Long Term Debt,,,136000000.0,
Inventory,,,348000000.0,
