Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Deferred Long Term Asset Charges,Short Long Term Debt,Inventory,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,64.05999755859375,64.80500030517578,63.935001373291016,64.4800033569336,64.4800033569336,2444000,FISV,1.0036444318970676,1.0333435760631546,1.0987902417114643,1.0206479989635429,-0.0170035670664752,-0.0569168126592913,0.0094970427202614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,64.61000061035156,64.90499877929688,64.16500091552734,64.43499755859375,64.43499755859375,1349400,FISV,0.9740048219054032,1.044308271360411,1.1015753246888569,1.012478214064533,-0.0384733921591298,-0.0443992844009886,0.012444446211923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,64.57499694824219,64.76000213623047,64.37999725341797,64.41500091552734,64.41500091552734,1093400,FISV,0.9825351240547944,1.0467282790258394,1.1006753165905545,1.0113391723313174,-0.028804048276523,-0.0432350959790626,0.0188746743699823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,64.29499816894531,64.38500213623047,63.84000015258789,64.29000091552734,64.29000091552734,967000,FISV,0.9879452245319268,1.059962601845414,1.1135479128699186,1.0126829906128405,-0.0247377660809137,-0.0285210851761523,0.0235885462732545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,64.4800033569336,64.62000274658203,64.07499694824219,64.45500183105469,64.45500183105469,1383000,FISV,0.991156566700354,1.062834462916918,1.1215576582405389,1.0121464877707815,-0.0209899210704275,-0.0199660127661946,0.0236359094692797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,64.44999694824219,64.44999694824219,63.584999084472656,63.7400016784668,63.7400016784668,2666400,FISV,0.995999355798552,1.0811891920424723,1.1314716166840992,1.0081446760609294,-0.0121453202623773,-0.0137540307845638,0.0308985502483356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,63.77999877929688,63.93000030517578,63.60499954223633,63.755001068115234,63.755001068115234,1903200,FISV,1.0102737445380063,1.0761508816704324,1.1254019104061026,1.0143616235707735,-0.0040878790327671,-0.0275645432822202,0.0269197642294056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,63.970001220703125,64.32499694824219,63.8650016784668,63.935001373291016,63.935001373291016,1401600,FISV,1.0078986636000324,1.0753890009634146,1.1158206742088703,1.008797349947511,-0.0008986863474784,-0.0174616751805309,0.0265233615149147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,63.85499954223633,63.96500015258789,63.22499847412109,63.369998931884766,63.369998931884766,1669200,FISV,1.0099416297733004,1.0908158618449904,1.1218241681573002,1.0091988628593096,0.0007427669139907,-0.010416345897716,0.0337271179643066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,63.3650016784668,63.79499816894531,63.34999847412109,63.584999084472656,63.584999084472656,2821400,FISV,1.0077848982261433,1.084689820142586,1.1150428960718906,1.0112728774332036,-0.0034879792070603,-0.0139951056807665,0.0390077951067611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,63.3849983215332,64.0,63.3849983215332,63.540000915527344,63.540000915527344,1405400,FISV,1.0208529576510974,1.0867957083755837,1.1041863810386614,1.0098252549340063,0.0110277027170908,-0.0214537900116913,0.0272957771950443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,63.52000045776367,63.75,63.375,63.59999847412109,63.59999847412109,1252000,FISV,1.010377416319875,1.102122687144794,1.121383669904401,1.0047827275420922,0.0055946887777829,-0.0129390779969136,0.0357896725441946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,63.540000915527344,63.70500183105469,63.15499877929688,63.31499862670898,63.31499862670898,931200,FISV,1.0229803055818696,1.1086630532629114,1.1288004859965994,1.016827126331923,0.0061531792499465,-0.0123327169064049,0.0418621996817991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,63.25,63.755001068115234,63.25,63.53499984741211,63.53499984741211,1193600,FISV,1.01038797275513,1.1028566910066389,1.115290796891972,1.016900814218988,-0.0065128414638579,-0.0137270330906675,0.0392954524673168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,63.47499847412109,63.8849983215332,63.31999969482422,63.775001525878906,63.775001525878906,957200,FISV,1.0060368816467098,1.1038808285611983,1.1231673153994617,1.0195478153138224,-0.0135109336671126,-0.0126700737780032,0.0453337740816375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,64.06500244140625,64.29000091552734,63.90499877929688,64.22000122070312,64.22000122070312,1181400,FISV,0.998676439071053,1.1100903076991069,1.0748987459851234,1.0187296628598663,-0.0200532237888133,-0.0068352180784376,0.0094247367606592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,64.34500122070312,64.5999984741211,63.915000915527344,63.994998931884766,63.994998931884766,1348400,FISV,0.9978123385891848,1.1175091895191347,1.0780529575006534,1.0231439317955078,-0.0253315932063229,0.0032710365544526,0.0095958056350649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,64.0,64.23500061035156,63.56999969482422,63.69499969482422,63.69499969482422,1933600,FISV,1.005808976345942,1.1189260850072305,1.09459143660799,1.023176662025299,-0.0173676856793574,0.0181332011608359,0.0152106163101368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,63.44499969482422,64.30000305175781,63.31999969482422,64.1050033569336,64.1050033569336,2131000,FISV,0.9996099910370536,1.0985101705221063,1.0983542621481484,1.028738706809164,-0.0291287157721104,-0.0097036510324592,0.0045329998628438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,64.54000091552734,64.75499725341797,64.27999877929688,64.47000122070312,64.47000122070312,930400,FISV,0.9958895705811878,1.0865519113603304,1.0921359132764954,1.0357335667629224,-0.0398439961817346,-0.0178166193271109,0.0011138789556341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,64.3550033569336,65.0999984741211,64.24500274658203,65.08999633789062,65.08999633789062,1617200,FISV,0.9887848245719733,1.05661400207889,1.098325424580694,1.0327543330408862,-0.0439695084689129,-0.0218049515171507,0.0021966258456243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,65.0250015258789,65.08999633789062,64.36000061035156,64.7249984741211,64.7249984741211,1909600,FISV,1.0154499810517543,1.0050985220368391,1.1187331845370527,1.0448229351223306,-0.0293729540705762,-0.0410124115356396,0.0083436921421857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,64.59500122070312,64.8499984741211,64.25499725341797,64.71499633789062,64.71499633789062,2634600,FISV,1.0075717456678146,1.0101986200951532,1.1247779500052109,1.0378093145840102,-0.0302375689161955,-0.0434577483193381,0.0171979988767874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,62.0,62.89500045776367,60.18999862670898,62.7599983215332,62.7599983215332,10332000,FISV,1.0535373568341222,1.0290790441642397,1.1539196957578268,1.0388512590749122,0.01468609775921,-0.0255049741876101,0.0444770894987582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,62.810001373291016,63.59000015258789,62.67499923706055,63.290000915527344,63.290000915527344,3104600,FISV,1.0339706350889215,1.051113928954896,1.1390424284257563,1.0310647944789963,0.0029058406099251,0.0330675868348966,0.0345404171401741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,63.22999954223633,63.54999923706055,63.06999969482422,63.51499938964844,63.51499938964844,2077200,FISV,1.0277887019855043,1.0821066522459115,1.137998889614678,1.0262436118253355,0.0015450901601685,0.056470246678159,0.0301885709253117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,63.47999954223633,63.90499877929688,63.29499816894531,63.8849983215332,63.8849983215332,2456800,FISV,1.0268451154049705,1.0850747674115393,1.13485171644065,1.0311845275729687,-0.0043394121679982,0.0489638382090948,0.0291234321045432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,63.869998931884766,63.96500015258789,63.16999816894531,63.48500061035156,63.48500061035156,1943200,FISV,1.037410411548657,1.0949830467247983,1.149562930696953,1.0414917955670933,-0.0040813840184361,0.0490732366971322,0.0377365716018829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
