Unnamed: 0,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Total Liab,2546703000000.0,2169269000000.0,2089182000000.0,2014088000000.0
Total Stockholder Equity,248414000000.0,241409000000.0,242999000000.0,244823000000.0
Other Current Liab,71320000000.0,83270000000.0,68220000000.0,81187000000.0
Total Assets,2819627000000.0,2434079000000.0,2354507000000.0,2281234000000.0
Common Stock,85982000000.0,91723000000.0,118896000000.0,138089000000.0
Other Current Assets,107753000000.0,124504000000.0,152330000000.0,136504000000.0
Retained Earnings,164088000000.0,156319000000.0,136314000000.0,113816000000.0
Other Liab,11117000000.0,9901000000.0,5051000000.0,5103000000.0
Good Will,68951000000.0,68951000000.0,68951000000.0,68951000000.0
Treasury Stock,-1656000000.0,-6633000000.0,-12211000000.0,-7082000000.0
Other Assets,1031889000000.0,1092341000000.0,1044414000000.0,1050238000000.0
Cash,373463000000.0,137160000000.0,156526000000.0,138634000000.0
Total Current Liabilities,2284457000000.0,1908419000000.0,1854739000000.0,1781583000000.0
Deferred Long Term Asset Charges,7447000000.0,6444000000.0,10741000000.0,12625000000.0
Short Long Term Debt,20352000000.0,,,
Other Stockholder Equity,-1656000000.0,-6633000000.0,-12211000000.0,-7082000000.0
Property Plant Equipment,11000000000.0,10561000000.0,9906000000.0,9247000000.0
Total Current Assets,1009128000000.0,777955000000.0,780583000000.0,701743000000.0
Long Term Investments,698659000000.0,484271000000.0,450653000000.0,451055000000.0
Net Tangible Assets,179463000000.0,172458000000.0,174048000000.0,175872000000.0
Short Term Investments,309004000000.0,280704000000.0,266903000000.0,223900000000.0
Net Receivables,64221000000.0,55937000000.0,65814000000.0,61623000000.0
Long Term Debt,242582000000.0,240856000000.0,229392000000.0,227402000000.0
Inventory,164000000.0,285000000.0,300000000.0,236000000.0
Accounts Payable,1795480000000.0,1434803000000.0,1381476000000.0,1309545000000.0
Investments,-189408000000.0,-23620000000.0,-6542000000.0,-9475000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-177665000000.0,-80630000000.0,-71468000000.0,-51541000000.0
Net Borrowings,9386000000.0,-16249000000.0,8824000000.0,19568000000.0
Total Cash From Financing Activities,355819000000.0,3377000000.0,53118000000.0,49268000000.0
Change To Operating Activities,-326000000.0,13170000000.0,1257000000.0,-30080000000.0
Net Income,17894000000.0,27430000000.0,28147000000.0,18232000000.0
Change In Cash,218903000000.0,-15844000000.0,19970000000.0,9696000000.0
Repurchase Of Stock,-7025000000.0,-28144000000.0,-20094000000.0,-12814000000.0
Effect Of Exchange Rate,2756000000.0,-368000000.0,-1200000000.0,2105000000.0
Total Cash From Operating Activities,37993000000.0,61777000000.0,39520000000.0,9864000000.0
Depreciation,1843000000.0,1729000000.0,2063000000.0,2103000000.0
Other Cashflows From Investing Activities,-32950000000.0,-16440000000.0,-50370000000.0,-6112000000.0
Dividends Paid,-7727000000.0,-5934000000.0,-6895000000.0,-5700000000.0
Other Cashflows From Financing Activities,360076000000.0,52629000000.0,71280000000.0,48214000000.0
Change To Netincome,18582000000.0,19448000000.0,8053000000.0,19609000000.0
