,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,20827000.0,-741000.0,19938000.0,-38855000.0
Change To Liabilities,10169000.0,-9695000.0,-11481000.0,14214000.0
Total Cashflows From Investing Activities,-139596000.0,-22062000.0,22617000.0,-28583000.0
Net Borrowings,961000.0,-1273000.0,-11492000.0,-21148000.0
Total Cash From Financing Activities,-34567000.0,-39303000.0,-44371000.0,26179000.0
Net Income,51936000.0,62198000.0,83727000.0,35959000.0
Change In Cash,-97084000.0,-19960000.0,28537000.0,70278000.0
Total Cash From Operating Activities,77079000.0,41405000.0,50291000.0,72682000.0
Depreciation,34748000.0,34239000.0,34408000.0,36329000.0
Other Cashflows From Investing Activities,-2175000.0,-843000.0,-20553000.0,6476000.0
Dividends Paid,-35524000.0,-32844000.0,-32845000.0,-32383000.0
Change To Account Receivables,4681000.0,-7617000.0,712000.0,-1082000.0
Other Cashflows From Financing Activities,-4000.0,-60000.0,-34000.0,992000.0
Change To Netincome,-25390000.0,-38669000.0,-58026000.0,-13643000.0
Repurchase Of Stock,,-5126000.0,-5126000.0,-5126000.0
Issuance Of Stock,,,,78718000.0
