,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,23467000.0,23884000.0,25211000.0,23162000.0
Capital Surplus,2224561000.0,2221256000.0,2224691000.0,2221552000.0
Total Liab,1861780000.0,1835968000.0,1844618000.0,1850258000.0
Total Stockholder Equity,1951509000.0,1930912000.0,1902734000.0,1845191000.0
Minority Interest,50539000.0,49973000.0,44586000.0,43408000.0
Deferred Long Term Liab,418000.0,732000.0,1049000.0,1366000.0
Other Current Liab,36336000.0,36118000.0,33703000.0,33577000.0
Total Assets,3863828000.0,3816853000.0,3791938000.0,3738857000.0
Common Stock,1291000.0,1291000.0,1290000.0,1290000.0
Other Current Assets,30799000.0,225004000.0,53231000.0,2067000.0
Other Liab,87420000.0,89190000.0,73156000.0,71743000.0
Treasury Stock,-274343000.0,-291635000.0,-323247000.0,-377651000.0
Other Assets,147912000.0,732000.0,134983000.0,121047000.0
Cash,55574000.0,97723000.0,162090000.0,171121000.0
Total Current Liabilities,149227000.0,122799000.0,142978000.0,134613000.0
Other Stockholder Equity,-274343000.0,-291635000.0,-323247000.0,-377651000.0
Property Plant Equipment,3472239000.0,3324187000.0,3280445000.0,3273361000.0
Total Current Assets,184333000.0,421626000.0,305602000.0,260834000.0
Long Term Investments,35877000.0,46424000.0,45697000.0,60453000.0
Net Tangible Assets,1928042000.0,1907028000.0,1877523000.0,1822029000.0
Net Receivables,97960000.0,98899000.0,90281000.0,87646000.0
Long Term Debt,1602624000.0,1601371000.0,1608202000.0,1620949000.0
Accounts Payable,112891000.0,86681000.0,106292000.0,99419000.0
Short Long Term Debt,,,333000.0,1416000.0
