Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock,Repurchase Of Stock
2021-01-04,33.720001220703125,34.470001220703125,31.799999237060547,33.0,33.0,1014900,CERT,1.0903030164314038,0.8169696692264441,0.7572727203369141,1.0757807590012936,0.0145222574301102,-0.3466550540619584,-0.4339873830156679,396445000.0,884528000.0,447268000.0,822132000.0,32665000.0,1269400000.0,1529000.0,3031000.0,-62338000.0,76439000.0,518592000.0,-1587000.0,3907000.0,271382000.0,75345000.0,2744000.0,7285000.0,-1587000.0,3872000.0,346584000.0,-92905000.0,64799000.0,295166000.0,6394000.0,7722000.0,-1403000.0,-81084000.0,232317000.0,353000.0,-54447000.0,241542000.0,-2053000.0,12681000.0,11113000.0,-5497000.0,-2900000.0,53059000.0,-81000.0,316301000.0,
2021-01-05,32.5,33.310001373291016,31.87299919128418,32.369998931884766,32.369998931884766,622000,CERT,1.1037998369237487,0.8418288816549352,0.7556379330114626,1.0714255300260027,0.032374306897746,-0.3078464926939613,-0.4171400131133895,396445000.0,884528000.0,447268000.0,822132000.0,32665000.0,1269400000.0,1529000.0,3031000.0,-62338000.0,76439000.0,518592000.0,-1587000.0,3907000.0,271382000.0,75345000.0,2744000.0,7285000.0,-1587000.0,3872000.0,346584000.0,-92905000.0,64799000.0,295166000.0,6394000.0,7722000.0,-1403000.0,-81084000.0,232317000.0,353000.0,-54447000.0,241542000.0,-2053000.0,12681000.0,11113000.0,-5497000.0,-2900000.0,53059000.0,-81000.0,316301000.0,
2021-01-06,32.25,33.189998626708984,31.39999961853028,32.619998931884766,32.619998931884766,548600,CERT,1.1529736922703964,0.8485592032965908,0.7538320342663204,1.0611421164765942,0.0918315757938021,-0.2735165120149864,-0.381504412844697,396445000.0,884528000.0,447268000.0,822132000.0,32665000.0,1269400000.0,1529000.0,3031000.0,-62338000.0,76439000.0,518592000.0,-1587000.0,3907000.0,271382000.0,75345000.0,2744000.0,7285000.0,-1587000.0,3872000.0,346584000.0,-92905000.0,64799000.0,295166000.0,6394000.0,7722000.0,-1403000.0,-81084000.0,232317000.0,353000.0,-54447000.0,241542000.0,-2053000.0,12681000.0,11113000.0,-5497000.0,-2900000.0,53059000.0,-81000.0,316301000.0,
2021-01-07,32.970001220703125,33.5,32.130001068115234,32.66999816894531,32.66999816894531,553700,CERT,1.192225373307907,0.8579737452599435,0.7517600502741398,1.048112954760671,0.1441124185472362,-0.2532910193006413,-0.3518993161453142,396445000.0,884528000.0,447268000.0,822132000.0,32665000.0,1269400000.0,1529000.0,3031000.0,-62338000.0,76439000.0,518592000.0,-1587000.0,3907000.0,271382000.0,75345000.0,2744000.0,7285000.0,-1587000.0,3872000.0,346584000.0,-92905000.0,64799000.0,295166000.0,6394000.0,7722000.0,-1403000.0,-81084000.0,232317000.0,353000.0,-54447000.0,241542000.0,-2053000.0,12681000.0,11113000.0,-5497000.0,-2900000.0,53059000.0,-81000.0,316301000.0,
2021-01-08,32.66999816894531,35.22999954223633,32.5,35.130001068115234,35.130001068115234,771900,CERT,1.0873896840729282,0.7987474697633943,0.7090805320248332,1.048457502162525,0.0389321819104029,-0.3198544106721719,-0.4202409206670232,396445000.0,884528000.0,447268000.0,822132000.0,32665000.0,1269400000.0,1529000.0,3031000.0,-62338000.0,76439000.0,518592000.0,-1587000.0,3907000.0,271382000.0,75345000.0,2744000.0,7285000.0,-1587000.0,3872000.0,346584000.0,-92905000.0,64799000.0,295166000.0,6394000.0,7722000.0,-1403000.0,-81084000.0,232317000.0,353000.0,-54447000.0,241542000.0,-2053000.0,12681000.0,11113000.0,-5497000.0,-2900000.0,53059000.0,-81000.0,316301000.0,
2021-01-11,34.93000030517578,36.79999923706055,34.61399841308594,35.040000915527344,35.040000915527344,469800,CERT,1.1130136695492452,0.8007990505932921,0.7254566042271287,1.0505801982022729,0.0624334713469725,-0.3207383092518069,-0.4146123616316404,396445000.0,884528000.0,447268000.0,822132000.0,32665000.0,1269400000.0,1529000.0,3031000.0,-62338000.0,76439000.0,518592000.0,-1587000.0,3907000.0,271382000.0,75345000.0,2744000.0,7285000.0,-1587000.0,3872000.0,346584000.0,-92905000.0,64799000.0,295166000.0,6394000.0,7722000.0,-1403000.0,-81084000.0,232317000.0,353000.0,-54447000.0,241542000.0,-2053000.0,12681000.0,11113000.0,-5497000.0,-2900000.0,53059000.0,-81000.0,316301000.0,
2021-01-12,34.95000076293945,35.90999984741211,34.130001068115234,34.599998474121094,34.599998474121094,436600,CERT,1.1234104232969084,0.8112717032579941,0.7430635901242114,1.0463067685815588,0.0771036547153496,-0.2932127651978713,-0.3801724657049373,396445000.0,884528000.0,447268000.0,822132000.0,32665000.0,1269400000.0,1529000.0,3031000.0,-62338000.0,76439000.0,518592000.0,-1587000.0,3907000.0,271382000.0,75345000.0,2744000.0,7285000.0,-1587000.0,3872000.0,346584000.0,-92905000.0,64799000.0,295166000.0,6394000.0,7722000.0,-1403000.0,-81084000.0,232317000.0,353000.0,-54447000.0,241542000.0,-2053000.0,12681000.0,11113000.0,-5497000.0,-2900000.0,53059000.0,-81000.0,316301000.0,
2021-01-13,34.599998474121094,34.72999954223633,32.422000885009766,33.31999969482422,33.31999969482422,790500,CERT,1.1689676206386572,0.8202280964591777,0.7938175571786719,1.0474268478686666,0.1215407727699906,-0.2739569408167859,-0.3400048757182132,396445000.0,884528000.0,447268000.0,822132000.0,32665000.0,1269400000.0,1529000.0,3031000.0,-62338000.0,76439000.0,518592000.0,-1587000.0,3907000.0,271382000.0,75345000.0,2744000.0,7285000.0,-1587000.0,3872000.0,346584000.0,-92905000.0,64799000.0,295166000.0,6394000.0,7722000.0,-1403000.0,-81084000.0,232317000.0,353000.0,-54447000.0,241542000.0,-2053000.0,12681000.0,11113000.0,-5497000.0,-2900000.0,53059000.0,-81000.0,316301000.0,
2021-01-14,33.5,35.27000045776367,33.5,34.33000183105469,34.33000183105469,323800,CERT,1.1261286858551969,0.8188173350146297,0.7733759924546114,1.0370807891473377,0.0890478967078591,-0.2831814766114218,-0.3544834468512753,396445000.0,884528000.0,447268000.0,822132000.0,32665000.0,1269400000.0,1529000.0,3031000.0,-62338000.0,76439000.0,518592000.0,-1587000.0,3907000.0,271382000.0,75345000.0,2744000.0,7285000.0,-1587000.0,3872000.0,346584000.0,-92905000.0,64799000.0,295166000.0,6394000.0,7722000.0,-1403000.0,-81084000.0,232317000.0,353000.0,-54447000.0,241542000.0,-2053000.0,12681000.0,11113000.0,-5497000.0,-2900000.0,53059000.0,-81000.0,316301000.0,
2021-01-15,34.880001068115234,36.45000076293945,34.0,36.34000015258789,36.34000015258789,342600,CERT,1.0236653991948406,0.8181067533682759,0.7242707645654725,1.0379703062726533,-0.0143049070778127,-0.288358411956965,-0.4086622313073755,396445000.0,884528000.0,447268000.0,822132000.0,32665000.0,1269400000.0,1529000.0,3031000.0,-62338000.0,76439000.0,518592000.0,-1587000.0,3907000.0,271382000.0,75345000.0,2744000.0,7285000.0,-1587000.0,3872000.0,346584000.0,-92905000.0,64799000.0,295166000.0,6394000.0,7722000.0,-1403000.0,-81084000.0,232317000.0,353000.0,-54447000.0,241542000.0,-2053000.0,12681000.0,11113000.0,-5497000.0,-2900000.0,53059000.0,-81000.0,316301000.0,
2021-01-19,36.66999816894531,38.59000015258789,36.66999816894531,37.20000076293945,37.20000076293945,529200,CERT,0.96344084455755,0.8362903218363623,0.7115591067332788,1.0431767404393268,-0.0797358958817768,-0.2777973416075868,-0.417843607766141,396445000.0,884528000.0,447268000.0,822132000.0,32665000.0,1269400000.0,1529000.0,3031000.0,-62338000.0,76439000.0,518592000.0,-1587000.0,3907000.0,271382000.0,75345000.0,2744000.0,7285000.0,-1587000.0,3872000.0,346584000.0,-92905000.0,64799000.0,295166000.0,6394000.0,7722000.0,-1403000.0,-81084000.0,232317000.0,353000.0,-54447000.0,241542000.0,-2053000.0,12681000.0,11113000.0,-5497000.0,-2900000.0,53059000.0,-81000.0,316301000.0,
2021-01-20,37.630001068115234,37.900001525878906,36.369998931884766,36.59999847412109,36.59999847412109,219500,CERT,0.9934426810443936,0.8890711003317537,0.7489071308785166,1.0311275448261352,-0.0376848637817416,-0.2231022679237568,-0.3796400533129959,396445000.0,884528000.0,447268000.0,822132000.0,32665000.0,1269400000.0,1529000.0,3031000.0,-62338000.0,76439000.0,518592000.0,-1587000.0,3907000.0,271382000.0,75345000.0,2744000.0,7285000.0,-1587000.0,3872000.0,346584000.0,-92905000.0,64799000.0,295166000.0,6394000.0,7722000.0,-1403000.0,-81084000.0,232317000.0,353000.0,-54447000.0,241542000.0,-2053000.0,12681000.0,11113000.0,-5497000.0,-2900000.0,53059000.0,-81000.0,316301000.0,
2021-01-21,36.59999847412109,37.5,35.65999984741211,37.22999954223633,37.22999954223633,554800,CERT,0.9739457095721238,0.8845017649763244,0.7308621922920983,1.0380301751047352,-0.0640844655326113,-0.2363744192227307,-0.4003356920392894,396445000.0,884528000.0,447268000.0,822132000.0,32665000.0,1269400000.0,1529000.0,3031000.0,-62338000.0,76439000.0,518592000.0,-1587000.0,3907000.0,271382000.0,75345000.0,2744000.0,7285000.0,-1587000.0,3872000.0,346584000.0,-92905000.0,64799000.0,295166000.0,6394000.0,7722000.0,-1403000.0,-81084000.0,232317000.0,353000.0,-54447000.0,241542000.0,-2053000.0,12681000.0,11113000.0,-5497000.0,-2900000.0,53059000.0,-81000.0,316301000.0,
2021-01-22,37.2599983215332,38.310001373291016,36.34000015258789,37.33000183105469,37.33000183105469,364300,CERT,0.9659790946833772,0.8765068206742889,0.6999731550784215,1.0546006276654674,-0.0886215329820901,-0.2441902102003984,-0.4294086846966284,396445000.0,884528000.0,447268000.0,822132000.0,32665000.0,1269400000.0,1529000.0,3031000.0,-62338000.0,76439000.0,518592000.0,-1587000.0,3907000.0,271382000.0,75345000.0,2744000.0,7285000.0,-1587000.0,3872000.0,346584000.0,-92905000.0,64799000.0,295166000.0,6394000.0,7722000.0,-1403000.0,-81084000.0,232317000.0,353000.0,-54447000.0,241542000.0,-2053000.0,12681000.0,11113000.0,-5497000.0,-2900000.0,53059000.0,-81000.0,316301000.0,
2021-01-25,37.209999084472656,37.97999954223633,35.849998474121094,36.79999923706055,36.79999923706055,255400,CERT,0.8959239647890996,0.9051630995618384,0.7149456524837671,1.0270231116838735,-0.1310991468947738,-0.2203418915323397,-0.4223199050563685,396445000.0,884528000.0,447268000.0,822132000.0,32665000.0,1269400000.0,1529000.0,3031000.0,-62338000.0,76439000.0,518592000.0,-1587000.0,3907000.0,271382000.0,75345000.0,2744000.0,7285000.0,-1587000.0,3872000.0,346584000.0,-92905000.0,64799000.0,295166000.0,6394000.0,7722000.0,-1403000.0,-81084000.0,232317000.0,353000.0,-54447000.0,241542000.0,-2053000.0,12681000.0,11113000.0,-5497000.0,-2900000.0,53059000.0,-81000.0,316301000.0,
2021-01-26,36.93000030517578,37.18000030517578,36.0,36.310001373291016,36.310001373291016,239400,CERT,0.9542825727174667,0.8760671512764316,0.7689341509315225,1.0299643010441049,-0.0756817283266381,-0.245769882347392,-0.3664421235718306,396445000.0,884528000.0,447268000.0,822132000.0,32665000.0,1269400000.0,1529000.0,3031000.0,-62338000.0,76439000.0,518592000.0,-1587000.0,3907000.0,271382000.0,75345000.0,2744000.0,7285000.0,-1587000.0,3872000.0,346584000.0,-92905000.0,64799000.0,295166000.0,6394000.0,7722000.0,-1403000.0,-81084000.0,232317000.0,353000.0,-54447000.0,241542000.0,-2053000.0,12681000.0,11113000.0,-5497000.0,-2900000.0,53059000.0,-81000.0,316301000.0,
2021-01-27,35.52000045776367,36.0,33.099998474121094,33.130001068115234,33.130001068115234,468600,CERT,1.0857229115914864,0.9577421828933688,0.844853572855937,1.0834518832758422,0.0022710283156441,-0.197198431388933,-0.3304041385479856,396445000.0,884528000.0,447268000.0,822132000.0,32665000.0,1269400000.0,1529000.0,3031000.0,-62338000.0,76439000.0,518592000.0,-1587000.0,3907000.0,271382000.0,75345000.0,2744000.0,7285000.0,-1587000.0,3872000.0,346584000.0,-92905000.0,64799000.0,295166000.0,6394000.0,7722000.0,-1403000.0,-81084000.0,232317000.0,353000.0,-54447000.0,241542000.0,-2053000.0,12681000.0,11113000.0,-5497000.0,-2900000.0,53059000.0,-81000.0,316301000.0,
2021-01-28,33.5,35.0,33.400001525878906,34.540000915527344,34.540000915527344,259700,CERT,1.0275043641505053,0.8711638493055462,0.8271568887533142,1.0617555757592425,-0.034251211608737,-0.2651113795105948,-0.3371218060499571,396445000.0,884528000.0,447268000.0,822132000.0,32665000.0,1269400000.0,1529000.0,3031000.0,-62338000.0,76439000.0,518592000.0,-1587000.0,3907000.0,271382000.0,75345000.0,2744000.0,7285000.0,-1587000.0,3872000.0,346584000.0,-92905000.0,64799000.0,295166000.0,6394000.0,7722000.0,-1403000.0,-81084000.0,232317000.0,353000.0,-54447000.0,241542000.0,-2053000.0,12681000.0,11113000.0,-5497000.0,-2900000.0,53059000.0,-81000.0,316301000.0,
2021-01-29,34.540000915527344,34.650001525878906,33.36000061035156,34.41999816894531,34.41999816894531,300900,CERT,0.9851830810963452,0.9119698157906754,0.8181290338597069,1.0699322973380807,-0.0847492162417354,-0.2445344046803149,-0.3644246133437321,396445000.0,884528000.0,447268000.0,822132000.0,32665000.0,1269400000.0,1529000.0,3031000.0,-62338000.0,76439000.0,518592000.0,-1587000.0,3907000.0,271382000.0,75345000.0,2744000.0,7285000.0,-1587000.0,3872000.0,346584000.0,-92905000.0,64799000.0,295166000.0,6394000.0,7722000.0,-1403000.0,-81084000.0,232317000.0,353000.0,-54447000.0,241542000.0,-2053000.0,12681000.0,11113000.0,-5497000.0,-2900000.0,53059000.0,-81000.0,316301000.0,
2021-02-01,34.88999938964844,35.349998474121094,34.18000030517578,34.9900016784668,34.9900016784668,271600,CERT,0.8722491853021542,0.8396684124438711,0.7976564306536803,1.0315574884075709,-0.1593083031054166,-0.2991736932164432,-0.369019200107166,396445000.0,884528000.0,447268000.0,822132000.0,32665000.0,1269400000.0,1529000.0,3031000.0,-62338000.0,76439000.0,518592000.0,-1587000.0,3907000.0,271382000.0,75345000.0,2744000.0,7285000.0,-1587000.0,3872000.0,346584000.0,-92905000.0,64799000.0,295166000.0,6394000.0,7722000.0,-1403000.0,-81084000.0,232317000.0,353000.0,-54447000.0,241542000.0,-2053000.0,12681000.0,11113000.0,-5497000.0,-2900000.0,53059000.0,-81000.0,316301000.0,
2021-02-02,35.4900016784668,35.4900016784668,34.72999954223633,35.040000915527344,35.040000915527344,133800,CERT,0.7525684974382523,0.841038771214626,0.8013698398981178,1.0393553331681484,-0.2867868357298961,-0.2958464047505674,-0.357795715909441,396445000.0,884528000.0,447268000.0,822132000.0,32665000.0,1269400000.0,1529000.0,3031000.0,-62338000.0,76439000.0,518592000.0,-1587000.0,3907000.0,271382000.0,75345000.0,2744000.0,7285000.0,-1587000.0,3872000.0,346584000.0,-92905000.0,64799000.0,295166000.0,6394000.0,7722000.0,-1403000.0,-81084000.0,232317000.0,353000.0,-54447000.0,241542000.0,-2053000.0,12681000.0,11113000.0,-5497000.0,-2900000.0,53059000.0,-81000.0,316301000.0,
2021-02-03,35.060001373291016,36.0,34.61000061035156,35.720001220703125,35.720001220703125,235600,CERT,0.7200447490031807,0.8213885540290122,0.8166293135339303,1.0396059646408131,-0.3195612156376324,-0.3009773944379987,-0.3379659918086378,396445000.0,884528000.0,447268000.0,822132000.0,32665000.0,1269400000.0,1529000.0,3031000.0,-62338000.0,76439000.0,518592000.0,-1587000.0,3907000.0,271382000.0,75345000.0,2744000.0,7285000.0,-1587000.0,3872000.0,346584000.0,-92905000.0,64799000.0,295166000.0,6394000.0,7722000.0,-1403000.0,-81084000.0,232317000.0,353000.0,-54447000.0,241542000.0,-2053000.0,12681000.0,11113000.0,-5497000.0,-2900000.0,53059000.0,-81000.0,316301000.0,
2021-02-04,35.790000915527344,36.77999877929688,35.435001373291016,35.97999954223633,35.97999954223633,202400,CERT,0.7212340492799945,0.7862701855323311,0.8035019515071182,1.0350444874140108,-0.3138104381340163,-0.3122867515392709,-0.3362569484805069,396445000.0,884528000.0,447268000.0,822132000.0,32665000.0,1269400000.0,1529000.0,3031000.0,-62338000.0,76439000.0,518592000.0,-1587000.0,3907000.0,271382000.0,75345000.0,2744000.0,7285000.0,-1587000.0,3872000.0,346584000.0,-92905000.0,64799000.0,295166000.0,6394000.0,7722000.0,-1403000.0,-81084000.0,232317000.0,353000.0,-54447000.0,241542000.0,-2053000.0,12681000.0,11113000.0,-5497000.0,-2900000.0,53059000.0,-81000.0,316301000.0,
2021-02-05,36.130001068115234,37.5,34.959999084472656,35.72999954223633,35.72999954223633,311000,CERT,0.7469913483348201,0.7570668789145889,0.7867338642734325,1.0366248108476028,-0.2896334625127827,-0.3042263156715001,-0.3405163497004302,396445000.0,884528000.0,447268000.0,822132000.0,32665000.0,1269400000.0,1529000.0,3031000.0,-62338000.0,76439000.0,518592000.0,-1587000.0,3907000.0,271382000.0,75345000.0,2744000.0,7285000.0,-1587000.0,3872000.0,346584000.0,-92905000.0,64799000.0,295166000.0,6394000.0,7722000.0,-1403000.0,-81084000.0,232317000.0,353000.0,-54447000.0,241542000.0,-2053000.0,12681000.0,11113000.0,-5497000.0,-2900000.0,53059000.0,-81000.0,316301000.0,
2021-02-08,35.689998626708984,37.61000061035156,35.54999923706055,37.61000061035156,37.61000061035156,219500,CERT,0.7178941654302625,0.6814676613887729,0.729061410032177,1.0368884708904245,-0.3189943054601619,-0.3806410866847793,-0.3744031852838058,396445000.0,884528000.0,447268000.0,822132000.0,32665000.0,1269400000.0,1529000.0,3031000.0,-62338000.0,76439000.0,518592000.0,-1587000.0,3907000.0,271382000.0,75345000.0,2744000.0,7285000.0,-1587000.0,3872000.0,346584000.0,-92905000.0,64799000.0,295166000.0,6394000.0,7722000.0,-1403000.0,-81084000.0,232317000.0,353000.0,-54447000.0,241542000.0,-2053000.0,12681000.0,11113000.0,-5497000.0,-2900000.0,53059000.0,-81000.0,316301000.0,
2021-02-09,37.86000061035156,40.5,37.86000061035156,38.95000076293945,38.95000076293945,421200,CERT,0.7044929395782326,0.6613607117921351,0.7291398989021998,1.0434986931592627,-0.3390057535810301,-0.4195585652512071,-0.3632049097110497,396445000.0,884528000.0,447268000.0,822132000.0,32665000.0,1269400000.0,1529000.0,3031000.0,-62338000.0,76439000.0,518592000.0,-1587000.0,3907000.0,271382000.0,75345000.0,2744000.0,7285000.0,-1587000.0,3872000.0,346584000.0,-92905000.0,64799000.0,295166000.0,6394000.0,7722000.0,-1403000.0,-81084000.0,232317000.0,353000.0,-54447000.0,241542000.0,-2053000.0,12681000.0,11113000.0,-5497000.0,-2900000.0,53059000.0,-81000.0,316301000.0,
