Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Other Assets,Cash,Total Current Liabilities,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Inventory,Accounts Payable,Deferred Long Term Liab,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Netincome,Capital Expenditures,Other Cashflows From Financing Activities
2017-09-29,54.95000076293945,55.58000183105469,54.77000045776367,54.880001068115234,54.880001068115234,657400,FIVE,1.0067419629133303,1.3236151234671094,1.393768155522313,1.0206479989635429,-0.0139060360502125,0.2333547347446634,0.30447495653111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,55.27000045776367,55.369998931884766,54.68000030517578,54.95000076293945,54.95000076293945,887600,FIVE,1.008553182884082,1.3170155003053494,1.3828934815051053,1.012478214064533,-0.003925031180451,0.2283079445439497,0.2937626030281715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,55.0099983215332,55.560001373291016,54.79999923706055,55.540000915527344,55.540000915527344,481900,FIVE,1.0244868669055305,1.2054374476887153,1.3546992550144998,1.0113391723313174,0.013147694574213,0.1154740726838132,0.2728986127939277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,55.34000015258789,55.56999969482422,54.38999938964844,54.540000915527344,54.540000915527344,640500,FIVE,1.045287813798013,1.2449578361951956,1.4006233609706538,1.0126829906128405,0.0326048231851725,0.1564741491736292,0.3106639943739897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,55.22999954223633,55.40999984741211,54.18999862670898,55.40999984741211,55.40999984741211,1108300,FIVE,1.033026562643821,1.1867894300184112,1.3869337427495108,1.0121464877707815,0.0208800748730395,0.1039889543352985,0.2890119939782516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,55.36000061035156,57.650001525878906,55.09000015258789,57.27999877929688,57.27999877929688,2017200,FIVE,1.0017458500514929,1.1892458833501778,1.3278631141676047,1.0081446760609294,-0.0063988260094365,0.0943026605231416,0.2272900477318411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,57.27999877929688,57.400001525878906,56.209999084472656,56.38999938964844,56.38999938964844,957700,FIVE,1.0310338715896714,1.1869125914099972,1.3262990197736482,1.0143616235707735,0.0166722480188978,0.0831971664573445,0.2278168735969512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,56.810001373291016,57.20000076293945,56.02999877929688,56.18999862670898,56.18999862670898,802600,FIVE,1.0213561272871976,1.1882897005683215,1.3141127984080785,1.008797349947511,0.0125587773396866,0.0954390244243759,0.2248154857141229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,56.34999847412109,56.65999984741211,55.77999877929688,55.97999954223633,55.97999954223633,577300,FIVE,1.0276884467619742,1.193283379742758,1.3111826031813267,1.0091988628593096,0.0184895839026646,0.0920511720000516,0.2230855529883331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,56.0,56.0,54.27999877929688,54.9900016784668,54.9900016784668,878600,FIVE,1.0552827242778664,1.2145844494796814,1.3209673972076472,1.0112728774332036,0.0440098468446628,0.1158995236563287,0.2449322962425177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,55.0,56.119998931884766,54.93000030517578,55.27999877929688,55.27999877929688,822300,FIVE,1.055535451566869,1.221418200688412,1.314218580501983,1.0098252549340063,0.0457101966328623,0.1131687023011369,0.237327976658366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,55.59999847412109,55.900001525878906,54.970001220703125,55.29999923706055,55.29999923706055,743700,FIVE,1.0475587903146422,1.2072333283413454,1.324774017123921,1.0047827275420922,0.0427760627725499,0.0921715631996378,0.2391800197637146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,55.220001220703125,56.61000061035156,55.220001220703125,56.470001220703125,56.470001220703125,666600,FIVE,1.0474588320744225,1.1891269713884876,1.3029927437663782,1.016827126331923,0.0306317057424994,0.0681312012191712,0.2160544574515779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,56.7599983215332,57.16999816894531,56.08000183105469,56.7599983215332,56.7599983215332,642400,FIVE,1.0553207064341028,1.175828045055635,1.2440099136430742,1.016900814218988,0.0384198922151148,0.0592443209583286,0.1680145692184189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,56.31999969482422,57.060001373291016,56.130001068115234,57.02999877929688,57.02999877929688,605800,FIVE,1.0431352437633743,1.1795545867605184,1.2361915046295429,1.0195478153138224,0.0235874284495518,0.0630036844213168,0.1583579633117187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,57.560001373291016,57.650001525878906,56.970001220703125,57.4900016784668,57.4900016784668,687700,FIVE,1.0274830052222668,1.165246058583105,1.2332579484414052,1.0187296628598663,0.0087533423624004,0.0483205328055604,0.1677839392169411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,57.68999862670898,58.06999969482422,56.959999084472656,57.0,57.0,680100,FIVE,1.0350877192982455,1.1568421480948463,1.2629824186626233,1.0231439317955078,0.0119437875027377,0.0426039951301642,0.1945252667970347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,57.380001068115234,57.619998931884766,56.4900016784668,56.61000061035156,56.61000061035156,794100,FIVE,1.0503444346121409,1.154919564538262,1.2589647743270675,1.023176662025299,0.0271677725868415,0.0541266806918674,0.1795839540292143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,56.59000015258789,56.810001373291016,55.68000030517578,55.79999923706055,55.79999923706055,623300,FIVE,1.0537634415953092,1.1636200930635745,1.2867384235387334,1.028738706809164,0.0250247347861451,0.0554062715090089,0.1929171612534288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,55.81999969482422,56.709999084472656,55.11000061035156,55.630001068115234,55.630001068115234,675100,FIVE,1.0830486939273627,1.1678950201915632,1.282042033533266,1.0357335667629224,0.0473151271644403,0.0635264895041218,0.1910199992124048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,55.560001373291016,55.61000061035156,54.709999084472656,55.45000076293945,55.45000076293945,1097000,FIVE,1.1044184100245702,1.1350766052428178,1.2815148166073136,1.0327543330408862,0.071664076983684,0.0566576516467771,0.1853860178722439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,55.43000030517578,55.65999984741211,54.86000061035156,55.459999084472656,55.459999084472656,796000,FIVE,1.1143166292327424,1.1168409601371694,1.282726299387296,1.0448229351223306,0.0694936941104118,0.0707300265646906,0.1723368069924291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,55.5,56.369998931884766,55.209999084472656,55.25,55.25,649200,FIVE,1.1133031370413249,1.1518551925728224,1.2852489074430855,1.0378093145840102,0.0754938224573147,0.0981988241583311,0.177668956314662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,55.400001525878906,55.7599983215332,54.81999969482422,55.41999816894531,55.41999816894531,689100,FIVE,1.1728618215007964,1.1593288004834794,1.3044028023089176,1.0388512590749122,0.1340105624258842,0.1047447821316296,0.194960196049849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,55.52999877929688,57.0,54.84000015258789,56.900001525878906,56.900001525878906,925300,FIVE,1.127240732330678,1.0987697501085076,1.2929700829860886,1.0310647944789963,0.0961759378516815,0.0807234079885081,0.1884680717005065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,57.0,58.02999877929688,56.61000061035156,57.0099983215332,57.0099983215332,1104300,FIVE,1.1494474777864638,1.1168216110067235,1.3094194654217857,1.0262436118253355,0.123203865961128,0.091185205438971,0.2016091467324194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,57.0,57.52999877929688,56.72999954223633,57.2400016784668,57.2400016784668,527000,FIVE,1.1705100984510424,1.1298042675158344,1.3195317359277894,1.0311845275729687,0.1393255708780736,0.09369333831339,0.2138034515916826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,57.68999862670898,57.68999862670898,56.13999938964844,57.380001068115234,57.380001068115234,722400,FIVE,1.169745582034837,1.121470848314064,1.30411293897023,1.0414917955670933,0.1282537864677437,0.075561038286398,0.1922865798751598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
