,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,9448000.0,10260000.0,11146000.0,11929000.0
Capital Surplus,962159000.0,908584000.0,883609000.0,543305000.0
Total Liab,404768000.0,383996000.0,363099000.0,317861000.0
Total Stockholder Equity,976255000.0,895153000.0,869813000.0,559590000.0
Deferred Long Term Liab,32455000.0,27263000.0,23450000.0,21826000.0
Other Current Liab,171532000.0,175694000.0,151684000.0,126465000.0
Total Assets,1381023000.0,1279149000.0,1232912000.0,877451000.0
Common Stock,1000.0,1000.0,1000.0,1000.0
Other Current Assets,13365000.0,50000.0,50000.0,50000.0
Retained Earnings,169901000.0,144067000.0,144940000.0,175699000.0
Other Liab,129485000.0,125441000.0,120269000.0,122846000.0
Good Will,25205000.0,25012000.0,24905000.0,24752000.0
Treasury Stock,-155806000.0,-157499000.0,-158737000.0,-159415000.0
Other Assets,134224000.0,115035000.0,105222000.0,99507000.0
Cash,155440000.0,176000000.0,319253000.0,156540000.0
Total Current Liabilities,256331000.0,258555000.0,242830000.0,195015000.0
Deferred Long Term Asset Charges,45770000.0,39773000.0,34142000.0,29433000.0
Other Stockholder Equity,141000.0,-1552000.0,-2790000.0,-3468000.0
Property Plant Equipment,127802000.0,125086000.0,69047000.0,65009000.0
Total Current Assets,981952000.0,875853000.0,885724000.0,618741000.0
Long Term Investments,102392000.0,127903000.0,136868000.0,57513000.0
Net Tangible Assets,941602000.0,859881000.0,833762000.0,522909000.0
Short Term Investments,406525000.0,330914000.0,237980000.0,188673000.0
Net Receivables,293146000.0,235908000.0,205052000.0,191904000.0
Inventory,89958000.0,97610000.0,81010000.0,46922000.0
Accounts Payable,24142000.0,22441000.0,40105000.0,31568000.0
