Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Inventory,Accounts Payable,Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Other Cashflows From Investing Activities,Other Cashflows From Financing Activities,Net Borrowings
2017-09-29,23.07999992370605,23.200000762939453,22.64999961853028,22.670000076293945,22.670000076293945,543600,AXON,1.0132333143383732,1.1835024187654162,1.8870753698863896,1.0206479989635429,-0.0074146846251696,0.0932420300429701,0.7977821708951867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,22.770000457763672,23.040000915527344,22.65999984741211,22.90999984741211,22.90999984741211,478700,AXON,1.0052379240520577,1.171977326944534,1.881274498523824,1.012478214064533,-0.0072402900124752,0.0832697711831342,0.7921436200468899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,23.040000915527344,23.309999465942383,23.040000915527344,23.200000762939453,23.200000762939453,491100,AXON,1.0120689125038371,1.1538792921303291,1.844396530532951,1.0113391723313174,0.0007297401725196,0.0639159171254271,0.7625958883123789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,23.26000022888184,23.770000457763672,23.200000762939453,23.770000457763672,23.770000457763672,595700,AXON,0.9848548336803258,1.1283129650115076,1.807740866351916,1.0126829906128405,-0.0278281569325147,0.0398292779899411,0.7177814997552516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,23.71999931335449,23.86000061035156,23.549999237060547,23.63999938964844,23.63999938964844,225800,AXON,0.9822334988520404,1.1235194649612623,1.819373918442932,1.0121464877707815,-0.0299129889187411,0.0407189892781496,0.7214521696716729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,23.63999938964844,23.780000686645508,23.5,23.71999931335449,23.71999931335449,317700,AXON,0.9633221350307988,1.1340640976909906,1.8018550976265808,1.0081446760609294,-0.0448225410301306,0.0391208748639544,0.7012820311908177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,23.71999931335449,23.81999969482422,23.530000686645508,23.559999465942383,23.559999465942383,287700,AXON,0.9095925632831332,1.1697792907755484,1.8247029988524333,1.0143616235707735,-0.1047690602876403,0.0660638658228958,0.7262208526757363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,23.56999969482422,23.84000015258789,23.38999938964844,23.81999969482422,23.81999969482422,507600,AXON,0.9038623409942236,1.1456759557162006,1.7926113060453823,1.008797349947511,-0.1049350089532873,0.052825279572255,0.7033139933514267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,23.770000457763672,24.0,23.770000457763672,23.89999961853028,23.89999961853028,456200,AXON,0.8853556562823635,1.159414206140338,1.7882846176001352,1.0091988628593096,-0.1238432065769461,0.0581819983976317,0.7001875674071416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,24.030000686645508,24.549999237060547,23.959999084472656,24.450000762939453,24.450000762939453,677900,AXON,0.8638036883518808,1.12229037537088,1.7505111616166265,1.0112728774332036,-0.1474691890813227,0.0236054495475273,0.674476060651497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
