Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Issuance Of Stock
2001-06-19,0.5083330273628235,0.5083330273628235,0.4600000083446502,0.4600000083446502,0.4600000083446502,237600,AXON,1.0144934522031337,1.57608697976079,2.4257239648050133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-20,0.4583329856395721,0.4583329856395721,0.4458329975605011,0.4458329975605011,0.4458329975605011,56400,AXON,1.0560748219563356,1.598131991254087,2.514019925435536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-21,0.4458329975605011,0.4458329975605011,0.4458329975605011,0.4458329975605011,0.4458329975605011,7200,AXON,1.0785047240003174,1.5420572361441325,2.4691601213475725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-22,0.4458329975605011,0.4791670143604278,0.4458329975605011,0.4791670143604278,0.4791670143604278,142800,AXON,0.9878246768896748,1.4939112811110369,2.274781027724723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-25,0.4791670143604278,0.4833329916000366,0.4749999940395355,0.4791670143604278,0.4791670143604278,92400,AXON,0.9965209986181892,1.5599988730065606,2.539129405031429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-26,0.4749999940395355,0.5199999809265137,0.4749999940395355,0.5199999809265137,0.5199999809265137,49200,AXON,0.9391019321992556,1.416667316204486,2.844551997718518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-27,0.5041670203208923,0.5083330273628235,0.5041670203208923,0.5083330273628235,0.5083330273628235,55200,AXON,1.0,1.450820568844403,3.013117211842344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-28,0.511667013168335,0.511667013168335,0.511667013168335,0.511667013168335,0.511667013168335,3600,AXON,1.017913998826702,1.421823183309903,2.9723100694426643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-29,0.5166670083999634,0.5408329963684082,0.5166670083999634,0.5333330035209656,0.5333330035209656,98400,AXON,0.9687512398239442,1.7484385901719557,2.55625093109032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-02,0.5333330035209656,0.5375000238418579,0.5291669964790344,0.5333330035209656,0.5333330035209656,292800,AXON,0.9687512398239442,1.6890629395263193,2.648439182493479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-03,0.5291669964790344,0.5291669964790344,0.5291669964790344,0.5291669964790344,0.5291669964790344,12000,AXON,0.9763779900064756,1.7149596151093007,2.5496053198773727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-05,0.5291669964790344,0.5291669964790344,0.5291669964790344,0.5291669964790344,0.5291669964790344,16800,AXON,0.9763779900064756,1.6015738545017548,2.710235213110596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-06,0.5249999761581421,0.5249999761581421,0.5166670083999634,0.5208330154418945,0.5208330154418945,28800,AXON,1.032000675659592,1.6384003530275593,2.705602389894037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-09,0.5166670083999634,0.5208330154418945,0.5,0.5,0.5,96000,AXON,1.1033339500427246,1.763334035873413,2.819999933242798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-10,0.5,0.5,0.5,0.5,0.5,174000,AXON,1.138334035873413,1.6699999570846558,2.8033339977264404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-11,0.5,0.5041670203208923,0.5,0.5041670203208923,0.5041670203208923,13200,AXON,1.1735535499772478,1.717353475236031,2.773551019983522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-12,0.5041670203208923,0.5041670203208923,0.49583300948143,0.49583300948143,0.49583300948143,109200,AXON,1.2991611968099577,2.067228192875147,2.7680689194432184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-13,0.49583300948143,0.5,0.4950000047683716,0.4950000047683716,0.4950000047683716,33600,AXON,1.3030302519458208,1.8013474743645843,2.6902362294607816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-16,0.4916670024394989,0.4925000071525574,0.4875000119209289,0.4875000119209289,0.4875000119209289,72000,AXON,1.3538461745373125,1.671794826023522,2.717948749298958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-17,0.4833329916000366,0.4833329916000366,0.4833329916000366,0.4833329916000366,0.4833329916000366,3600,AXON,1.3948292153071742,1.767243286518579,2.986208379794159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-18,0.4833329916000366,0.4833329916000366,0.4791670143604278,0.4791670143604278,0.4791670143604278,96000,AXON,1.3860866191484271,1.7391285094075033,2.9565202572406077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-19,0.4708330035209656,0.4708330035209656,0.4666669964790344,0.4666669964790344,0.4666669964790344,164400,AXON,1.3482140907068805,1.771428056882716,3.151782652327332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-20,0.4791670143604278,0.4791670143604278,0.4666669964790344,0.4666669964790344,0.4666669964790344,42000,AXON,1.3714275715309514,1.669642383879271,3.0178541755514776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-23,0.4791670143604278,0.4875000119209289,0.4675000011920929,0.4708330035209656,0.4708330035209656,67200,AXON,1.362833538858732,1.6778773270988308,2.9911517106587238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-24,0.4875000119209289,0.49583300948143,0.475832998752594,0.4808329939842224,0.4808329939842224,222000,AXON,1.357019967301509,1.6533807509793863,2.96360684508901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-25,0.4733330011367798,0.4733330011367798,0.4733330011367798,0.4733330011367798,0.4733330011367798,21600,AXON,1.505282696213801,1.6813384862004657,2.970071815252336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-26,0.4733330011367798,0.4774999916553497,0.4733330011367798,0.4774999916553497,0.4774999916553497,31200,AXON,1.5392670725649429,1.7225130991351336,2.9808022485743413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-27,0.4799999892711639,0.488332986831665,0.4774999916553497,0.488332986831665,0.488332986831665,55200,AXON,1.4505123236453952,1.680887938143273,3.208194004834449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-30,0.4891670048236847,0.5099999904632568,0.4891670048236847,0.5083330273628235,0.5083330273628235,58800,AXON,1.3934428363166746,1.565574040562998,2.93278808144024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-31,0.5041670203208923,0.5208330154418945,0.5016670227050781,0.5208330154418945,0.5208330154418945,224400,AXON,1.3200008056645542,1.6608010319830515,2.942401850831208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-01,0.5208330154418945,0.5208330154418945,0.5166670083999634,0.5166670083999634,0.5166670083999634,21600,AXON,1.370966219878236,1.709675696341377,2.853224543776737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-02,0.5208330154418945,0.5208330154418945,0.511667013168335,0.5166670083999634,0.5166670083999634,88800,AXON,1.464515840250736,1.8064497335904863,2.833869736326915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-03,0.5216670036315918,0.5216670036315918,0.5166670083999634,0.5166670083999634,0.5166670083999634,404400,AXON,1.458062853402435,1.8306433582665167,2.7145143982038324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-06,0.5091670155525208,0.5166670083999634,0.5,0.5166670083999634,0.5166670083999634,76800,AXON,1.4032249244771196,1.814514928877093,2.709675580977625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-07,0.5208330154418945,0.5416669845581055,0.5208330154418945,0.5375000238418579,0.5375000238418579,1464000,AXON,1.3410845982270083,1.6744184860221292,2.4620148209853583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-08,0.5375000238418579,0.5625,0.5341669917106628,0.5516669750213623,0.5516669750213623,696000,AXON,1.3217521033044797,2.0030200630202617,2.425979932225775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-09,0.5541669726371765,0.5708330273628235,0.5516669750213623,0.5691670179367065,0.5691670179367065,1784400,AXON,1.2298674484277892,2.08052643627557,2.494873933897844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-10,0.5716670155525208,0.5916669964790344,0.5708330273628235,0.5916669964790344,0.5916669964790344,709200,AXON,1.1971818939659145,1.956336986004669,2.387322653194345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-13,0.5916669964790344,0.6458330154418945,0.5916669964790344,0.6441670060157776,0.6441670060157776,1141200,AXON,1.0297531425202286,1.7968943112585911,2.1565322939645863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-14,0.6441670060157776,0.6458330154418945,0.6216670274734497,0.6449999809265137,0.6449999809265137,936000,AXON,0.9095612691409464,1.795865082433688,2.280361220791875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-15,0.6499999761581421,0.6625000238418579,0.6399999856948853,0.6600000262260437,0.6600000262260437,1168800,AXON,0.8585863603084378,1.775252929139202,2.2234847167826715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
