,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,130950000.0,131031000.0,131113000.0,131194000.0
Capital Surplus,2850016000.0,2810176000.0,2773195000.0,2260682000.0
Total Liab,540273000.0,543181000.0,605180000.0,602194000.0
Total Stockholder Equity,972171000.0,1054582000.0,1154375000.0,666191000.0
Other Current Liab,3912000.0,19221000.0,59219000.0,102898000.0
Total Assets,1512444000.0,1597763000.0,1759555000.0,1268385000.0
Common Stock,68000.0,67000.0,67000.0,61000.0
Other Current Assets,10000000.0,10687000.0,10847000.0,847000.0
Retained Earnings,-1878145000.0,-1755717000.0,-1619576000.0,-1595565000.0
Other Liab,377345000.0,379385000.0,376320000.0,364340000.0
Good Will,44406000.0,44406000.0,44406000.0,44406000.0
Treasury Stock,232000.0,56000.0,689000.0,1013000.0
Other Assets,12668000.0,8929000.0,8812000.0,5092000.0
Cash,290875000.0,383794000.0,713526000.0,197486000.0
Total Current Liabilities,127067000.0,127044000.0,189609000.0,201186000.0
Other Stockholder Equity,232000.0,56000.0,689000.0,1013000.0
Property Plant Equipment,143187000.0,126081000.0,114039000.0,86370000.0
Total Current Assets,949492000.0,1070936000.0,1295304000.0,872003000.0
Long Term Investments,231741000.0,216380000.0,165881000.0,129320000.0
Net Tangible Assets,796815000.0,879145000.0,978856000.0,490591000.0
Short Term Investments,554881000.0,581614000.0,488007000.0,568034000.0
Net Receivables,28520000.0,30132000.0,32693000.0,41562000.0
Inventory,15083000.0,12462000.0,13048000.0,14457000.0
Accounts Payable,21790000.0,15744000.0,12923000.0,10850000.0
