Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2017-09-29,64.1500015258789,64.63999938964844,63.84999847412109,64.16000366210938,56.56212615966797,2271100,LVS,0.987842660713373,1.0730724464441628,1.126831690633746,1.0206479989635429,-0.0328053382501698,-0.0171879422782832,0.0375384916425431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,63.09999847412109,65.37999725341797,62.81999969482422,64.97000122070312,57.27619552612305,4541400,LVS,0.9907649955100404,1.0561177375824122,1.1366566872761472,1.012478214064533,-0.0217132185544925,-0.0325898181789874,0.0475258087992134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,65.0,65.44999694824219,64.47000122070312,64.88999938964844,57.205665588378906,2170900,LVS,1.0001541731922423,1.0586653669528696,1.129409189922568,1.0113391723313174,-0.0111849991390751,-0.0312980080520324,0.0476085477019958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,64.88999938964844,65.4000015258789,64.45999908447266,65.05999755859375,57.35552978515625,2359800,LVS,1.0126037816865363,1.0795016669983282,1.1441813883600631,1.0126829906128405,-7.920892630419729e-05,-0.0089820200232382,0.054222021763399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,65.05000305175781,65.88999938964844,64.80000305175781,65.04000091552734,57.33790588378906,2233000,LVS,1.0232164142026352,1.087910494113815,1.153162295948822,1.0121464877707815,0.0110699264318536,0.0051100184307022,0.0552405471775627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,64.06999969482422,64.58999633789062,63.470001220703125,64.26000213623047,56.65027618408203,2792600,LVS,1.0479300065384871,1.1103911442891263,1.181768866161679,1.0081446760609294,0.0397853304775577,0.0154479214620901,0.0811957997259154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,63.7599983215332,63.93999862670898,63.0099983215332,63.65999984741211,56.12132263183594,2969600,LVS,1.0666037786635931,1.1270459332560625,1.1836101302703368,1.0143616235707735,0.0522421550928196,0.0233305083034098,0.0851279840936398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,64.13999938964844,64.43000030517578,63.27000045776367,63.36000061035156,55.85684967041016,2743300,LVS,1.06407823561735,1.1586907952706011,1.1900196536966472,1.008797349947511,0.055280885669839,0.0658401191266555,0.1007223410026916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,63.43000030517578,63.83000183105469,63.209999084472656,63.31999969482422,55.82158660888672,1946800,LVS,1.0644347062254065,1.172824792558668,1.199634887401292,1.0091988628593096,0.0552358433660968,0.0715925848159615,0.1115378372082984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,63.09999847412109,63.45000076293945,61.52999877929688,61.68000030517578,54.37579727172852,5107200,LVS,1.090304819833525,1.2076122491974168,1.220778111065378,1.0112728774332036,0.0790319424003214,0.1089273233740641,0.1447430101002484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,61.790000915527344,62.43999862670898,60.91999816894531,62.0099983215332,54.66671371459961,4231500,LVS,1.0848250705782352,1.2138931713093235,1.1904202427387474,1.0098252549340063,0.0749998156442286,0.1056436729220484,0.1135296388951303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,62.380001068115234,63.290000915527344,62.2400016784668,62.79999923706055,55.36316680908203,3144100,LVS,1.0549362845568306,1.2402872379905578,1.1879570777397173,1.0047827275420922,0.0501535570147384,0.1252254728488502,0.1023630803795108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,62.59999847412109,62.720001220703125,62.06999969482422,62.310001373291016,54.93119430541992,1901000,LVS,1.07013320872121,1.259120369241889,1.1845251798226415,1.016827126331923,0.053306082389287,0.1381245990725728,0.0975868935078412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,62.31999969482422,62.52999877929688,61.86000061035156,61.88999938964844,54.56093215942383,2000200,LVS,1.0744868442386295,1.264073989320009,1.2090512773668916,1.016900814218988,0.0575860300196415,0.1474902652227026,0.1330559329422362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,61.4900016784668,62.43999862670898,61.209999084472656,62.34000015258789,54.9576416015625,2307800,LVS,1.076034565861048,1.22124194547914,1.2253684644823672,1.0195478153138224,0.0564867505472255,0.1046910431399383,0.147534923164543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,62.68999862670898,62.810001373291016,62.27999877929688,62.68999862670898,55.26618957519531,2128600,LVS,1.0813526646741718,1.2166799422958785,1.2248751699717693,1.0187296628598663,0.0626230018143054,0.0997544165183339,0.1594011607473051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,62.61000061035156,63.650001525878906,62.54999923706055,63.130001068115234,55.65408706665039,3120000,LVS,1.0723901658637427,1.2646892243915695,1.218116322243878,1.0231439317955078,0.0492462340682349,0.1504510714268874,0.1496591703782894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,63.34999847412109,63.47999954223633,62.810001373291016,63.150001525878906,55.67171478271485,2883200,LVS,1.0712591182982931,1.253890261522436,1.2342125938553128,1.023176662025299,0.0480824562729937,0.1530973776760416,0.1548317735574595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
