Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2018-05-11,44.560001373291016,45.88999938964844,44.0099983215332,44.369998931884766,44.369998931884766,761900,DOCU,1.4372324091253887,1.265494768482604,0.8789722997260244,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-05-14,44.9900016784668,45.72700119018555,43.369998931884766,44.18999862670898,44.18999862670898,1031900,DOCU,1.437655595239113,1.3054989911640422,0.8465716453949163,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-05-15,44.38999938964844,45.72999954223633,43.494998931884766,45.459999084472656,45.459999084472656,423000,DOCU,1.4067312373700036,1.2908051360964183,0.8431588782003893,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-05-16,45.34000015258789,45.650001525878906,44.560001373291016,45.22999954223633,45.22999954223633,299000,DOCU,1.4127791769311937,1.3535264612049165,0.9011717606468472,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-05-17,45.20000076293945,46.400001525878906,44.54999923706055,44.900001525878906,44.900001525878906,339400,DOCU,1.4224943599405484,1.391982135323025,0.9091313654253864,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-05-18,44.75,45.0,44.36000061035156,44.77999877929688,44.77999877929688,350800,DOCU,1.3948191332544153,1.380973690003278,0.9180438081958576,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-05-21,45.5,45.5,41.720001220703125,42.97999954223633,42.97999954223633,804400,DOCU,1.3399255645871833,1.4867380690193948,0.9455560684618348,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-05-22,43.2400016784668,44.720001220703125,42.85100173950195,43.04999923706055,43.04999923706055,1062500,DOCU,1.3368176598599648,1.522415843833646,0.9714285815555264,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-05-23,43.63999938964844,45.619998931884766,43.09999847412109,45.41999816894531,45.41999816894531,1125400,DOCU,1.2109203482444162,1.442756526223315,0.9196389727360836,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-05-24,45.93999862670898,47.70000076293945,45.29600143432617,46.79999923706055,46.79999923706055,1011700,DOCU,1.2066239773778666,1.4166667549698455,0.8923076709895285,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-05-25,47.22999954223633,48.900001525878906,46.10699844360352,46.369998931884766,46.369998931884766,678000,DOCU,1.116454639859087,1.4636619432810365,0.9169722112830636,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-05-29,46.66999816894531,49.33000183105469,45.85499954223633,48.43000030517578,48.43000030517578,931100,DOCU,1.095188944482804,1.3421432911503277,0.8562874449594247,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-05-30,48.900001525878906,51.0,48.560001373291016,49.9900016784668,49.9900016784668,830900,DOCU,1.0592118220661648,1.2490497405525196,0.8355670945247459,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-05-31,50.130001068115234,51.20100021362305,49.52999877929688,49.810001373291016,49.810001373291016,867100,DOCU,1.0507929875435318,1.301947333591016,0.7962256324826863,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-06-01,50.27999877929688,50.7400016784668,49.7599983215332,50.119998931884766,50.119998931884766,564700,DOCU,1.0369114590631294,1.258978448101659,0.8118515461664003,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-06-04,51.0,54.150001525878906,50.540000915527344,53.650001525878906,53.650001525878906,1121200,DOCU,1.018080100250099,1.0782851226242045,0.7765144205507015,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-06-05,54.290000915527344,58.27999877929688,52.0,54.59000015258789,54.59000015258789,2463600,DOCU,1.006594625560456,1.0430481492499075,0.7766990549068334,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-06-06,55.630001068115234,57.380001068115234,54.36000061035156,57.36000061035156,57.36000061035156,989500,DOCU,0.9649581221261748,0.9402022268361556,0.7522664063237784,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-06-07,58.95000076293945,59.86000061035156,53.5,55.9900016784668,55.9900016784668,3617100,DOCU,0.9353455503114542,0.9637434803868766,0.7660296142863576,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-06-08,58.25,60.45000076293945,55.310001373291016,57.91999816894531,57.91999816894531,7147600,DOCU,0.8974447718492193,0.9872237933846087,0.7208218459921308,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-06-11,58.29999923706055,60.0,58.20000076293945,59.540000915527344,59.540000915527344,2131400,DOCU,0.9299630178111892,0.9299630178111892,0.7032246941226625,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-06-12,60.4900016784668,63.34999847412109,60.0,61.81999969482422,61.81999969482422,2408600,DOCU,0.8950178276317122,0.870106780670703,0.6649951603573597,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-06-13,63.27999877929688,64.97000122070312,62.0,63.77000045776367,63.77000045776367,2126700,DOCU,0.8632585673810904,0.8182530959794455,0.6258428659389051,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-06-14,64.98999786376953,65.81600189208984,63.09999847412109,63.52999877929688,63.52999877929688,1932200,DOCU,0.851408802013305,0.8347237493821308,0.5979852417508145,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-06-15,63.09000015258789,64.58000183105469,62.29999923706055,63.95000076293945,63.95000076293945,3584200,DOCU,0.8295543175005603,0.8089131966393204,0.5860828630975854,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-06-18,63.5099983215332,66.19100189208984,61.64500045776367,63.900001525878906,63.900001525878906,1553300,DOCU,0.8194053107987211,0.8173708653368915,0.6205007915347392,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-06-19,62.13999938964844,64.69999694824219,57.59999847412109,63.869998931884766,63.869998931884766,3791400,DOCU,0.8174416777453353,0.822608451450884,0.6417723870980689,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-06-20,64.66999816894531,66.80000305175781,62.02999877929688,62.459999084472656,62.459999084472656,2381500,DOCU,0.8890489848422276,0.8298111205694758,0.6484149950951275,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-06-21,63.060001373291016,63.18999862670898,57.470001220703125,57.59000015258789,57.59000015258789,3209100,DOCU,0.9340163357007772,0.927244337287596,0.6959541886588038,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
2018-06-22,58.900001525878906,58.9900016784668,55.0,57.54999923706055,57.54999923706055,4039300,DOCU,0.9503040721413284,0.9129452929982508,0.7092962682184939,14148000.0,160265000.0,411120000.0,-338648000.0,77276000.0,283520000.0,619973000.0,4000.0,7856000.0,-502320000.0,37301000.0,37306000.0,3403000.0,86705000.0,256867000.0,373819000.0,,3403000.0,63019000.0,418795000.0,,-390102000.0,,138010000.0,,23713000.0,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,-37373000.0,26433000.0,-52276000.0,66192000.0,-215332000.0,4246000.0,54979000.0,28150000.0,-35011000.0,-705000.0,26874000.0,-18929000.0
