,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,815514000.0,-1427563000.0,-715293000.0,-979403000.0
Change To Liabilities,44489000.0,5067000.0,-40811000.0,21384000.0
Total Cashflows From Investing Activities,740427000.0,-1610843000.0,-1043752000.0,-991426000.0
Net Borrowings,641744000.0,641744000.0,641744000.0,641744000.0
Total Cash From Financing Activities,512566000.0,1574196000.0,852238000.0,2048951000.0
Change To Operating Activities,-380537000.0,786754000.0,666287000.0,265828000.0
Issuance Of Stock,26067000.0,2517091000.0,9986000.0,3672000.0
Net Income,-1752857000.0,-2602241000.0,-911335000.0,-688301000.0
Change In Cash,-125980000.0,-142021000.0,-472433000.0,663999000.0
Repurchase Of Stock,-20240000.0,-942895000.0,-942895000.0,-942895000.0
Effect Of Exchange Rate,-74000.0,328000.0,-246000.0,-246000.0
Total Cash From Operating Activities,-1378899000.0,-105702000.0,-280673000.0,-393526000.0
Depreciation,157353000.0,108429000.0,18752000.0,2611000.0
Other Cashflows From Financing Activities,-135005000.0,-135005000.0,-406000.0,-406000.0
Change To Netincome,531603000.0,1596289000.0,-13566000.0,4952000.0
Capital Expenditures,-93639000.0,-178088000.0,-68668000.0,-7537000.0
