Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock,Dividends Paid
2017-09-29,68.86666870117188,69.06666564941406,68.30999755859375,68.73332977294922,67.31277465820312,174600,CHDN,1.011396696294382,1.1553490833996387,1.1563257552573891,1.0206479989635429,-0.0092513026691609,0.0650886946771927,0.0670325562661862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,68.96666717529297,69.21666717529297,68.73332977294922,69.01667022705078,67.59024810791016,169800,CHDN,1.0048297874670018,1.164952232083546,1.1474452119714345,1.012478214064533,-0.0076484265975311,0.0762446763221462,0.0583143334945006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,69.33333587646484,69.3499984741211,68.76000213623047,69.28333282470703,67.85140228271484,150900,CHDN,1.0072166846068986,1.1628906723049932,1.1384265151568818,1.0113391723313174,-0.0041224877244188,0.0729272973000911,0.0566258729363096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,69.16666412353516,69.6433334350586,68.98332977294922,69.06666564941406,67.63921356201172,99300,CHDN,1.0289575209007122,1.159735368373536,1.1755287596213095,1.0126829906128405,0.0162745302878717,0.0712516813519696,0.0855693930246455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,69.19999694824219,69.55000305175781,68.98332977294922,69.25,67.81876373291016,177900,CHDN,1.024308085561923,1.2266996327316666,1.184048717418252,1.0121464877707815,0.0121615977911415,0.1438991570485539,0.0861269686469927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,69.21666717529297,69.63333129882812,68.9000015258789,69.5433349609375,68.10603332519531,233400,CHDN,1.0231031431889208,1.223697331875251,1.222973443769398,1.0081446760609294,0.0149584671279914,0.1287541090482149,0.1224003773336344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,69.68333435058594,69.68333435058594,69.01667022705078,69.26667022705078,67.8350830078125,146100,CHDN,1.0286333351328492,1.2251932230230067,1.2186516452074392,1.0143616235707735,0.0142717115620756,0.121477798070354,0.1201694990307422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,69.53333282470703,69.58333587646484,68.69999694824219,68.91666412353516,67.4923095703125,141000,CHDN,1.0326482599833242,1.228006527436394,1.230197939218335,1.008797349947511,0.0238509100358133,0.1351558512924484,0.1409006265243795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,68.98332977294922,69.45999908447266,68.98332977294922,69.30000305175781,67.86772918701172,206700,CHDN,1.021645070309803,1.221455784847248,1.2313842221719848,1.0091988628593096,0.0124462074504934,0.1202235771045416,0.1432871719789912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,69.56666564941406,69.63333129882812,69.05999755859375,69.43333435058594,67.99829864501953,179700,CHDN,1.0261643168104564,1.2215271445502376,1.2374792612721237,1.0112728774332036,0.0148914393772527,0.1228422187268849,0.1614441603069942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,69.63333129882812,69.88333129882812,69.48332977294922,69.55000305175781,68.11256408691406,105900,CHDN,1.0242032337737257,1.23274904370131,1.2238212743555137,1.0098252549340063,0.0143779788397191,0.1244995453140349,0.1469306705118966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,69.58333587646484,69.88333129882812,69.31666564941406,69.68333435058594,68.24313354492188,130500,CHDN,1.0308539163246788,1.231112749313453,1.323831685218302,1.0047827275420922,0.0260711887825866,0.1160509841717454,0.2382376878580956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,69.69999694824219,69.99333190917969,69.55000305175781,69.66666412353516,68.226806640625,200700,CHDN,1.0399522556243,1.228998557917676,1.3198126187570896,1.016827126331923,0.0231251292923768,0.1080027877483598,0.2328743324422892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,69.9000015258789,70.52666473388672,69.56666564941406,69.69999694824219,68.25945281982422,168000,CHDN,1.0416069113524535,1.230577664695817,1.322311195281764,1.016900814218988,0.0247060971334656,0.1139939405985106,0.2463158508571088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
