,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,-33600000.0,21000000.0,0.0,-45400000.0
Total Cashflows From Investing Activities,-18200000.0,-12300000.0,-12300000.0,-81000000.0
Net Borrowings,5000000.0,342300000.0,342300000.0,-1100000.0
Total Cash From Financing Activities,3800000.0,106800000.0,106800000.0,1200000.0
Change To Operating Activities,85600000.0,2200000.0,2200000.0,36500000.0
Net Income,108300000.0,36100000.0,17100000.0,43200000.0
Change In Cash,215700000.0,74700000.0,74700000.0,-19400000.0
Total Cash From Operating Activities,230100000.0,-19800000.0,-19800000.0,60400000.0
Depreciation,28500000.0,26200000.0,26200000.0,23600000.0
Other Cashflows From Investing Activities,-900000.0,-900000.0,-900000.0,-2200000.0
Other Cashflows From Financing Activities,-1200000.0,-4200000.0,-4200000.0,2300000.0
Change To Netincome,11000000.0,-114500000.0,-114500000.0,6300000.0
Capital Expenditures,-17300000.0,-12300000.0,-12300000.0,-78800000.0
Repurchase Of Stock,,-206500000.0,-206500000.0,-206500000.0
Dividends Paid,,-24800000.0,-24800000.0,-24800000.0
