,2021-07-31,2021-05-01,2021-01-30,2020-10-31
Investments,1795000.0,388000.0,-2000.0,-1666000.0
Change To Liabilities,-15030000.0,-410244000.0,-1353077000.0,3704622000.0
Total Cashflows From Investing Activities,-217856000.0,-224905000.0,-134419000.0,-125360000.0
Net Borrowings,-2225518000.0,-750000000.0,-419937000.0,-419937000.0
Total Cash From Financing Activities,-2810342000.0,-1053102000.0,-312446000.0,28189000.0
Change To Operating Activities,416980000.0,-25851000.0,3827000.0,400927000.0
Issuance Of Stock,25971000.0,36539000.0,123468000.0,28189000.0
Net Income,785681000.0,533930000.0,325523000.0,866656000.0
Change In Cash,-1669469000.0,-1694085000.0,-112423000.0,3961582000.0
Repurchase Of Stock,-297151000.0,-24426000.0,-7466000.0,-7466000.0
Effect Of Exchange Rate,-20877000.0,16649000.0,49313000.0,-21232000.0
Total Cash From Operating Activities,1379606000.0,-432727000.0,285129000.0,4079985000.0
Depreciation,215182000.0,215379000.0,212261000.0,218972000.0
Dividends Paid,-313644000.0,-315215000.0,-6000.0,-6000.0
Change To Inventory,17518000.0,-750553000.0,723633000.0,-1246489000.0
Change To Account Receivables,2649000.0,-156999000.0,5513000.0,-20563000.0
Change To Netincome,252677000.0,-14180000.0,185403000.0,-9501000.0
Capital Expenditures,-219651000.0,-225293000.0,-134417000.0,-123694000.0
Other Cashflows From Financing Activities,,,-8505000.0,-8505000.0
