Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,47.27999877929688,47.959999084472656,47.02999877929688,47.459999084472656,47.459999084472656,845100,AN,0.9987358289137984,1.1514960509925205,0.9816687958561424,1.0206479989635429,-0.0219121700497444,0.0612356622700744,-0.1076244031350605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,47.400001525878906,47.90999984741211,47.02999877929688,47.81999969482422,47.81999969482422,651200,AN,0.9953993889145312,1.1622752443695723,0.9730238200803052,1.012478214064533,-0.0170788251500018,0.0735676886081726,-0.1161070583966286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,48.43999862670898,49.08000183105469,48.119998931884766,48.369998931884766,48.369998931884766,885700,AN,1.1298325973262415,1.1757287613747895,0.9534835631654968,1.0113391723313174,0.1184934249949241,0.0857653863698875,-0.1283170790550754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,47.65999984741211,48.34000015258789,47.13999938964844,47.61000061035156,47.61000061035156,615800,AN,1.1277042205085686,1.1842050062031897,0.9848771012083,1.0126829906128405,0.115021229895728,0.0957213191816233,-0.105082265388364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,47.86000061035156,47.91999816894531,47.290000915527344,47.560001373291016,47.560001373291016,638000,AN,1.145079846760824,1.179562591552531,0.9899074951981416,1.0121464877707815,0.1329333589900425,0.0967621158694183,-0.1080142535731175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,47.31999969482422,47.65999984741211,47.09000015258789,47.52999877929688,47.52999877929688,501800,AN,1.1134020519267551,1.213970171362016,0.9991584872321204,1.0081446760609294,0.1052573758658257,0.1190269485349797,-0.1014145792036431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,47.4900016784668,47.61000061035156,46.58000183105469,46.75,46.75,446900,AN,1.111657780121992,1.2397860766732118,0.9935829040200952,1.0143616235707735,0.0972961565512184,0.1360706517205592,-0.1048992421566017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,46.70000076293945,47.09999847412109,46.09999847412109,46.2599983215332,46.2599983215332,753400,AN,1.1121920153419114,1.23735416678177,0.9850843352411494,1.008797349947511,0.1033946653944004,0.1445034906378244,-0.1042129774528062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,46.130001068115234,46.22999954223633,45.11000061035156,45.209999084472656,45.209999084472656,788000,AN,1.1608051449897183,1.2468480440921974,1.0172528778984655,1.0091988628593096,0.1516062821304087,0.145615836349491,-0.0708441722945281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,45.0099983215332,45.380001068115234,44.619998931884766,44.790000915527344,44.790000915527344,930500,AN,1.177271678151639,1.2598794184354036,1.024112480336722,1.0112728774332036,0.1659988007184354,0.161194492612051,-0.0519226206284073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,44.59999847412109,44.59999847412109,43.959999084472656,44.0,44.0,1104300,AN,1.2100000381469729,1.339318188753995,1.0543181679465554,1.0098252549340063,0.2001747832129663,0.23106869036672,-0.0225724358970615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,43.900001525878906,44.310001373291016,43.41999816894531,44.150001525878906,44.150001525878906,733300,AN,1.2031709421515653,1.3599093735100864,1.0398640602651297,1.0047827275420922,0.1983882146094731,0.2448476083683788,-0.0457299370950767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,44.0099983215332,45.0099983215332,43.880001068115234,44.84000015258789,44.84000015258789,765800,AN,1.161016975828142,1.340321103247197,1.0323372158341924,1.016827126331923,0.1441898494962188,0.2193253330778808,-0.0546010704806079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,44.970001220703125,45.650001525878906,44.61000061035156,44.630001068115234,44.630001068115234,1244300,AN,1.158861751801596,1.3672417431636106,1.0349540112314324,1.016900814218988,0.141960937582608,0.2506580190663041,-0.0410413331932228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,44.36000061035156,44.630001068115234,43.91999816894531,44.52000045776367,44.52000045776367,674600,AN,1.164645057075222,1.3757861493759005,1.0449236293673765,1.0195478153138224,0.1450972417613996,0.259235247036699,-0.0329099119504476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,44.59000015258789,45.63999938964844,44.560001373291016,45.5,45.5,687000,AN,1.1474725073510474,1.362637362637363,1.036043942629636,1.0187296628598663,0.1287428444911811,0.2457118368598183,-0.0294300665948281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,45.220001220703125,45.77999877929688,44.9900016784668,45.68000030517578,45.68000030517578,679700,AN,1.140323988716914,1.3369089160865149,1.0317425734074517,1.0231439317955078,0.1171800569214063,0.2226707631218327,-0.0367145784581368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,45.93999862670898,46.59999847412109,45.720001220703125,46.31999969482422,46.31999969482422,649100,AN,1.1351468518452938,1.3188687511890045,1.0239637439046787,1.023176662025299,0.1119701898199945,0.2180758673426099,-0.0554170763931745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,46.09999847412109,46.88999938964844,45.27999877929688,46.68000030517578,46.68000030517578,1066800,AN,1.1255355735227324,1.2900600005785787,1.0186375091301854,1.028738706809164,0.0967968667135683,0.1818461790240131,-0.0751837531551191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,47.02999877929688,47.869998931884766,46.75,47.77000045776367,47.77000045776367,1147600,AN,1.11639106803457,1.2149884940203004,0.9939292251884372,1.0357335667629224,0.0806575012716477,0.110619963332859,-0.097092809132424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,47.84999847412109,47.84999847412109,47.09999847412109,47.59999847412109,47.59999847412109,1410800,AN,1.1630252601888085,1.2023109532944802,0.9792017248843452,1.0327543330408862,0.1302709271479223,0.1238919996984395,-0.1169270738507244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,47.63999938964844,47.77999877929688,46.84999847412109,47.59000015258789,47.59000015258789,612500,AN,1.1634796964562273,1.1279680633129128,0.9655389917127526,1.0448229351223306,0.1186567613338966,0.081857129740434,-0.1448505006821143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
