,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Investments,109400000.0,105400000.0,105400000.0,105400000.0
Change To Liabilities,76800000.0,-9800000.0,83000000.0,38600000.0
Total Cashflows From Investing Activities,70600000.0,77900000.0,-26900000.0,-32500000.0
Net Borrowings,-509900000.0,363800000.0,-179800000.0,-896100000.0
Total Cash From Financing Activities,-816500000.0,97900000.0,-149900000.0,-901800000.0
Change To Operating Activities,-135400000.0,71600000.0,13800000.0,-520700000.0
Issuance Of Stock,21200000.0,21200000.0,30500000.0,30500000.0
Net Income,239400000.0,151500000.0,182600000.0,279800000.0
Change In Cash,-219600000.0,219100000.0,93200000.0,-153700000.0
Repurchase Of Stock,-327800000.0,-287100000.0,-100000.0,-1300000.0
Total Cash From Operating Activities,526300000.0,43300000.0,270000000.0,780600000.0
Depreciation,47900000.0,48900000.0,48900000.0,49100000.0
Other Cashflows From Investing Activities,600000.0,400000.0,500000.0,600000.0
Change To Inventory,343900000.0,-123800000.0,-45900000.0,1244600000.0
Change To Account Receivables,-38300000.0,-162700000.0,-11900000.0,-158800000.0
Change To Netincome,-9100000.0,66400000.0,-1700000.0,-153100000.0
Capital Expenditures,-41300000.0,-42900000.0,-37800000.0,-33100000.0
Other Cashflows From Financing Activities,,,-500000.0,-4400000.0
