Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Short Long Term Debt,Inventory,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2019-12-19,43.59999847412109,45.220001220703125,43.59999847412109,44.29999923706055,42.20603942871094,79400,VIACA,0.9236565058396284,0.4020815143807969,0.5933034076098648,1.034943648284932,-0.1112871424453034,-0.3653771307868934,-0.3767709790891185,10241000000.0,49907000000.0,33755000000.0,10449000000.0,293000000.0,5173000000.0,44497000000.0,1000000.0,3453000000.0,5569000000.0,7334000000.0,16526000000.0,-45028000000.0,3052000000.0,856000000.0,8321000000.0,266000000.0,-1608000000.0,2079000000.0,11880000000.0,719000000.0,-16318000000.0,7199000000.0,18060000000.0,502000000.0,310000000.0,,-161000000.0,-145000000.0,-611000000.0,-1107000000.0,-2531000000.0,-39000000.0,29000000.0,3455000000.0,297000000.0,-653000000.0,-25000000.0,3464000000.0,427000000.0,-26000000.0,-599000000.0,-12185000000.0,-389000000.0,-201000000.0,366000000.0,-345000000.0
2019-12-20,44.619998931884766,45.97999954223633,44.38999938964844,45.97999954223633,43.80662536621094,130400,VIACA,0.8630143881158279,0.34977976067527,0.5847997377835816,1.0184381935354383,-0.1554238054196104,-0.3891775215424078,-0.3808641406939351,10241000000.0,49907000000.0,33755000000.0,10449000000.0,293000000.0,5173000000.0,44497000000.0,1000000.0,3453000000.0,5569000000.0,7334000000.0,16526000000.0,-45028000000.0,3052000000.0,856000000.0,8321000000.0,266000000.0,-1608000000.0,2079000000.0,11880000000.0,719000000.0,-16318000000.0,7199000000.0,18060000000.0,502000000.0,310000000.0,,-161000000.0,-145000000.0,-611000000.0,-1107000000.0,-2531000000.0,-39000000.0,29000000.0,3455000000.0,297000000.0,-653000000.0,-25000000.0,3464000000.0,427000000.0,-26000000.0,-599000000.0,-12185000000.0,-389000000.0,-201000000.0,366000000.0,-345000000.0
2019-12-23,46.04999923706055,46.5,44.5,44.70000076293945,42.58712387084961,103800,VIACA,0.8875021844849126,0.3909736232460187,0.5882240341441598,1.004497558926818,-0.1169953744419053,-0.36536531135792,-0.3827917060697899,10241000000.0,49907000000.0,33755000000.0,10449000000.0,293000000.0,5173000000.0,44497000000.0,1000000.0,3453000000.0,5569000000.0,7334000000.0,16526000000.0,-45028000000.0,3052000000.0,856000000.0,8321000000.0,266000000.0,-1608000000.0,2079000000.0,11880000000.0,719000000.0,-16318000000.0,7199000000.0,18060000000.0,502000000.0,310000000.0,,-161000000.0,-145000000.0,-611000000.0,-1107000000.0,-2531000000.0,-39000000.0,29000000.0,3455000000.0,297000000.0,-653000000.0,-25000000.0,3464000000.0,427000000.0,-26000000.0,-599000000.0,-12185000000.0,-389000000.0,-201000000.0,366000000.0,-345000000.0
2019-12-24,44.70000076293945,45.19400024414063,44.18000030517578,44.2599983215332,42.16791915893555,19900,VIACA,0.9042754128412648,0.4097998049043849,0.5996389835523884,1.013647133004122,-0.1093717201628571,-0.3334235480482745,-0.3805295064783864,10241000000.0,49907000000.0,33755000000.0,10449000000.0,293000000.0,5173000000.0,44497000000.0,1000000.0,3453000000.0,5569000000.0,7334000000.0,16526000000.0,-45028000000.0,3052000000.0,856000000.0,8321000000.0,266000000.0,-1608000000.0,2079000000.0,11880000000.0,719000000.0,-16318000000.0,7199000000.0,18060000000.0,502000000.0,310000000.0,,-161000000.0,-145000000.0,-611000000.0,-1107000000.0,-2531000000.0,-39000000.0,29000000.0,3455000000.0,297000000.0,-653000000.0,-25000000.0,3464000000.0,427000000.0,-26000000.0,-599000000.0,-12185000000.0,-389000000.0,-201000000.0,366000000.0,-345000000.0
2019-12-26,44.400001525878906,45.262001037597656,44.29999923706055,45.04999923706055,42.92058181762695,36300,VIACA,0.8727964133799493,0.3667102006128497,0.5749937807590239,1.009368571505801,-0.1365721581258516,-0.3370909765618605,-0.3968298034229083,10241000000.0,49907000000.0,33755000000.0,10449000000.0,293000000.0,5173000000.0,44497000000.0,1000000.0,3453000000.0,5569000000.0,7334000000.0,16526000000.0,-45028000000.0,3052000000.0,856000000.0,8321000000.0,266000000.0,-1608000000.0,2079000000.0,11880000000.0,719000000.0,-16318000000.0,7199000000.0,18060000000.0,502000000.0,310000000.0,,-161000000.0,-145000000.0,-611000000.0,-1107000000.0,-2531000000.0,-39000000.0,29000000.0,3455000000.0,297000000.0,-653000000.0,-25000000.0,3464000000.0,427000000.0,-26000000.0,-599000000.0,-12185000000.0,-389000000.0,-201000000.0,366000000.0,-345000000.0
2019-12-27,45.040000915527344,45.470001220703125,44.060001373291016,44.43000030517578,42.55661010742188,60500,VIACA,0.8633806503429555,0.3839663283123997,0.5757741153607578,1.013204306983852,-0.1498236566408963,-0.3280911419024632,-0.4050705289955898,10241000000.0,49907000000.0,33755000000.0,10449000000.0,293000000.0,5173000000.0,44497000000.0,1000000.0,3453000000.0,5569000000.0,7334000000.0,16526000000.0,-45028000000.0,3052000000.0,856000000.0,8321000000.0,266000000.0,-1608000000.0,2079000000.0,11880000000.0,719000000.0,-16318000000.0,7199000000.0,18060000000.0,502000000.0,310000000.0,,-161000000.0,-145000000.0,-611000000.0,-1107000000.0,-2531000000.0,-39000000.0,29000000.0,3455000000.0,297000000.0,-653000000.0,-25000000.0,3464000000.0,427000000.0,-26000000.0,-599000000.0,-12185000000.0,-389000000.0,-201000000.0,366000000.0,-345000000.0
2019-12-30,44.34000015258789,44.38800048828125,43.27000045776367,43.93000030517578,42.07769012451172,61400,VIACA,0.86455730492074,0.372213431880254,0.5658224614234788,0.9989207364455844,-0.1343634315248443,-0.3287473216180536,-0.4104150718456575,10241000000.0,49907000000.0,33755000000.0,10449000000.0,293000000.0,5173000000.0,44497000000.0,1000000.0,3453000000.0,5569000000.0,7334000000.0,16526000000.0,-45028000000.0,3052000000.0,856000000.0,8321000000.0,266000000.0,-1608000000.0,2079000000.0,11880000000.0,719000000.0,-16318000000.0,7199000000.0,18060000000.0,502000000.0,310000000.0,,-161000000.0,-145000000.0,-611000000.0,-1107000000.0,-2531000000.0,-39000000.0,29000000.0,3455000000.0,297000000.0,-653000000.0,-25000000.0,3464000000.0,427000000.0,-26000000.0,-599000000.0,-12185000000.0,-389000000.0,-201000000.0,366000000.0,-345000000.0
2019-12-31,43.900001525878906,45.060001373291016,43.72999954223633,44.869998931884766,42.97805404663086,55100,VIACA,0.8188100073146448,0.4027516147737541,0.5744524512137331,1.003635286357499,-0.1848252790428542,-0.349678626442219,-0.4067911481675424,11642000000.0,29590000000.0,36042000000.0,13207000000.0,336000000.0,5681000000.0,49585000000.0,1000000.0,4034000000.0,8494000000.0,7287000000.0,16545000000.0,-24878000000.0,4960000000.0,632000000.0,9048000000.0,938000000.0,-1970000000.0,3783000000.0,11902000000.0,753000000.0,-14980000000.0,6837000000.0,17977000000.0,632000000.0,,,-171000000.0,302000000.0,-155000000.0,-393000000.0,-1216000000.0,19000000.0,15000000.0,3308000000.0,-142000000.0,-113000000.0,-1000000.0,1230000000.0,418000000.0,4000000.0,-595000000.0,-14215000000.0,-247000000.0,-130000000.0,-1085000000.0,-345000000.0
2020-01-02,45.36000061035156,45.36000061035156,44.290000915527344,45.29999923706055,43.389923095703125,72200,VIACA,0.8216335302901039,0.3993752905645726,0.5816239403404555,1.01505070885822,-0.1934171785681162,-0.3545227773035294,-0.3796825945696124,11642000000.0,29590000000.0,36042000000.0,13207000000.0,336000000.0,5681000000.0,49585000000.0,1000000.0,4034000000.0,8494000000.0,7287000000.0,16545000000.0,-24878000000.0,4960000000.0,632000000.0,9048000000.0,938000000.0,-1970000000.0,3783000000.0,11902000000.0,753000000.0,-14980000000.0,6837000000.0,17977000000.0,632000000.0,,,-171000000.0,302000000.0,-155000000.0,-393000000.0,-1216000000.0,19000000.0,15000000.0,3308000000.0,-142000000.0,-113000000.0,-1000000.0,1230000000.0,418000000.0,4000000.0,-595000000.0,-14215000000.0,-247000000.0,-130000000.0,-1085000000.0,-345000000.0
2020-01-03,44.58000183105469,45.45000076293945,44.209999084472656,45.34999847412109,43.43781661987305,76700,VIACA,0.8511575913612787,0.4274940122313561,0.595845046655548,1.029111122076935,-0.1779535307156562,-0.3641775767568826,-0.3862740468101601,11642000000.0,29590000000.0,36042000000.0,13207000000.0,336000000.0,5681000000.0,49585000000.0,1000000.0,4034000000.0,8494000000.0,7287000000.0,16545000000.0,-24878000000.0,4960000000.0,632000000.0,9048000000.0,938000000.0,-1970000000.0,3783000000.0,11902000000.0,753000000.0,-14980000000.0,6837000000.0,17977000000.0,632000000.0,,,-171000000.0,302000000.0,-155000000.0,-393000000.0,-1216000000.0,19000000.0,15000000.0,3308000000.0,-142000000.0,-113000000.0,-1000000.0,1230000000.0,418000000.0,4000000.0,-595000000.0,-14215000000.0,-247000000.0,-130000000.0,-1085000000.0,-345000000.0
2020-01-06,45.290000915527344,46.45000076293945,45.02000045776367,46.040000915527344,44.09872055053711,73300,VIACA,0.8340574980655636,0.429878207282477,0.6055473881757389,1.0266874067249352,-0.1926299086593715,-0.3812854907928016,-0.3944339716279387,11642000000.0,29590000000.0,36042000000.0,13207000000.0,336000000.0,5681000000.0,49585000000.0,1000000.0,4034000000.0,8494000000.0,7287000000.0,16545000000.0,-24878000000.0,4960000000.0,632000000.0,9048000000.0,938000000.0,-1970000000.0,3783000000.0,11902000000.0,753000000.0,-14980000000.0,6837000000.0,17977000000.0,632000000.0,,,-171000000.0,302000000.0,-155000000.0,-393000000.0,-1216000000.0,19000000.0,15000000.0,3308000000.0,-142000000.0,-113000000.0,-1000000.0,1230000000.0,418000000.0,4000000.0,-595000000.0,-14215000000.0,-247000000.0,-130000000.0,-1085000000.0,-345000000.0
2020-01-07,46.34000015258789,46.900001525878906,46.042999267578125,46.43999862670898,44.48185348510742,52200,VIACA,0.8352713755003902,0.4128848380763648,0.6089078560022078,1.0199620823962716,-0.1846907068958814,-0.3827170896249461,-0.3912748974414982,11642000000.0,29590000000.0,36042000000.0,13207000000.0,336000000.0,5681000000.0,49585000000.0,1000000.0,4034000000.0,8494000000.0,7287000000.0,16545000000.0,-24878000000.0,4960000000.0,632000000.0,9048000000.0,938000000.0,-1970000000.0,3783000000.0,11902000000.0,753000000.0,-14980000000.0,6837000000.0,17977000000.0,632000000.0,,,-171000000.0,302000000.0,-155000000.0,-393000000.0,-1216000000.0,19000000.0,15000000.0,3308000000.0,-142000000.0,-113000000.0,-1000000.0,1230000000.0,418000000.0,4000000.0,-595000000.0,-14215000000.0,-247000000.0,-130000000.0,-1085000000.0,-345000000.0
2020-01-08,46.4900016784668,46.891998291015625,45.470001220703125,45.59999847412109,43.677276611328125,70100,VIACA,0.8317981305420492,0.4162745324433682,0.6122861697422544,1.0232695215769656,-0.1914713910349164,-0.3980821158280568,-0.3969845103831213,11642000000.0,29590000000.0,36042000000.0,13207000000.0,336000000.0,5681000000.0,49585000000.0,1000000.0,4034000000.0,8494000000.0,7287000000.0,16545000000.0,-24878000000.0,4960000000.0,632000000.0,9048000000.0,938000000.0,-1970000000.0,3783000000.0,11902000000.0,753000000.0,-14980000000.0,6837000000.0,17977000000.0,632000000.0,,,-171000000.0,302000000.0,-155000000.0,-393000000.0,-1216000000.0,19000000.0,15000000.0,3308000000.0,-142000000.0,-113000000.0,-1000000.0,1230000000.0,418000000.0,4000000.0,-595000000.0,-14215000000.0,-247000000.0,-130000000.0,-1085000000.0,-345000000.0
2020-01-09,45.880001068115234,45.880001068115234,44.5099983215332,44.75,42.86311340332031,42500,VIACA,0.875083701870757,0.3977266821094616,0.6102237941501782,1.0249701162824836,-0.1498864144117265,-0.3883966330378241,-0.3975079186860251,11642000000.0,29590000000.0,36042000000.0,13207000000.0,336000000.0,5681000000.0,49585000000.0,1000000.0,4034000000.0,8494000000.0,7287000000.0,16545000000.0,-24878000000.0,4960000000.0,632000000.0,9048000000.0,938000000.0,-1970000000.0,3783000000.0,11902000000.0,753000000.0,-14980000000.0,6837000000.0,17977000000.0,632000000.0,,,-171000000.0,302000000.0,-155000000.0,-393000000.0,-1216000000.0,19000000.0,15000000.0,3308000000.0,-142000000.0,-113000000.0,-1000000.0,1230000000.0,418000000.0,4000000.0,-595000000.0,-14215000000.0,-247000000.0,-130000000.0,-1085000000.0,-345000000.0
2020-01-10,44.79999923706055,45.14699935913086,44.18000030517578,44.88999938964844,42.99720764160156,61800,VIACA,0.8741368021534034,0.3793556025572552,0.6067282765497992,1.03459025933606,-0.1604534571826564,-0.4084226788473647,-0.4097318343528913,11642000000.0,29590000000.0,36042000000.0,13207000000.0,336000000.0,5681000000.0,49585000000.0,1000000.0,4034000000.0,8494000000.0,7287000000.0,16545000000.0,-24878000000.0,4960000000.0,632000000.0,9048000000.0,938000000.0,-1970000000.0,3783000000.0,11902000000.0,753000000.0,-14980000000.0,6837000000.0,17977000000.0,632000000.0,,,-171000000.0,302000000.0,-155000000.0,-393000000.0,-1216000000.0,19000000.0,15000000.0,3308000000.0,-142000000.0,-113000000.0,-1000000.0,1230000000.0,418000000.0,4000000.0,-595000000.0,-14215000000.0,-247000000.0,-130000000.0,-1085000000.0,-345000000.0
2020-01-13,44.5,45.209999084472656,44.22999954223633,44.7599983215332,42.8726921081543,36800,VIACA,0.8643877973299507,0.4096190177989342,0.6132816535260511,1.0265771375432875,-0.1621893402133369,-0.4009257114718021,-0.4031162937616009,11642000000.0,29590000000.0,36042000000.0,13207000000.0,336000000.0,5681000000.0,49585000000.0,1000000.0,4034000000.0,8494000000.0,7287000000.0,16545000000.0,-24878000000.0,4960000000.0,632000000.0,9048000000.0,938000000.0,-1970000000.0,3783000000.0,11902000000.0,753000000.0,-14980000000.0,6837000000.0,17977000000.0,632000000.0,,,-171000000.0,302000000.0,-155000000.0,-393000000.0,-1216000000.0,19000000.0,15000000.0,3308000000.0,-142000000.0,-113000000.0,-1000000.0,1230000000.0,418000000.0,4000000.0,-595000000.0,-14215000000.0,-247000000.0,-130000000.0,-1085000000.0,-345000000.0
2020-01-14,44.61000061035156,45.08000183105469,44.119998931884766,44.13999938964844,42.27883529663086,63700,VIACA,0.8830991353265044,0.4050569409778435,0.6232841171498014,1.02603594253187,-0.1429368072053655,-0.3928693184552481,-0.3842419324649966,11642000000.0,29590000000.0,36042000000.0,13207000000.0,336000000.0,5681000000.0,49585000000.0,1000000.0,4034000000.0,8494000000.0,7287000000.0,16545000000.0,-24878000000.0,4960000000.0,632000000.0,9048000000.0,938000000.0,-1970000000.0,3783000000.0,11902000000.0,753000000.0,-14980000000.0,6837000000.0,17977000000.0,632000000.0,,,-171000000.0,302000000.0,-155000000.0,-393000000.0,-1216000000.0,19000000.0,15000000.0,3308000000.0,-142000000.0,-113000000.0,-1000000.0,1230000000.0,418000000.0,4000000.0,-595000000.0,-14215000000.0,-247000000.0,-130000000.0,-1085000000.0,-345000000.0
2020-01-15,44.380001068115234,44.45000076293945,43.84000015258789,43.86000061035156,42.01064300537109,36600,VIACA,0.8907887322050866,0.3947237760148656,0.6228391809631632,1.0219015962939193,-0.1311128640888327,-0.3760476435095864,-0.3699261136015258,11642000000.0,29590000000.0,36042000000.0,13207000000.0,336000000.0,5681000000.0,49585000000.0,1000000.0,4034000000.0,8494000000.0,7287000000.0,16545000000.0,-24878000000.0,4960000000.0,632000000.0,9048000000.0,938000000.0,-1970000000.0,3783000000.0,11902000000.0,753000000.0,-14980000000.0,6837000000.0,17977000000.0,632000000.0,,,-171000000.0,302000000.0,-155000000.0,-393000000.0,-1216000000.0,19000000.0,15000000.0,3308000000.0,-142000000.0,-113000000.0,-1000000.0,1230000000.0,418000000.0,4000000.0,-595000000.0,-14215000000.0,-247000000.0,-130000000.0,-1085000000.0,-345000000.0
2020-01-16,44.52000045776367,44.52000045776367,43.8390007019043,44.20000076293945,42.3363037109375,33900,VIACA,0.8934389227522137,0.3958081340699327,0.612272044279581,1.0174106968397891,-0.1239717740875754,-0.3816745052810762,-0.3781174186528244,11642000000.0,29590000000.0,36042000000.0,13207000000.0,336000000.0,5681000000.0,49585000000.0,1000000.0,4034000000.0,8494000000.0,7287000000.0,16545000000.0,-24878000000.0,4960000000.0,632000000.0,9048000000.0,938000000.0,-1970000000.0,3783000000.0,11902000000.0,753000000.0,-14980000000.0,6837000000.0,17977000000.0,632000000.0,,,-171000000.0,302000000.0,-155000000.0,-393000000.0,-1216000000.0,19000000.0,15000000.0,3308000000.0,-142000000.0,-113000000.0,-1000000.0,1230000000.0,418000000.0,4000000.0,-595000000.0,-14215000000.0,-247000000.0,-130000000.0,-1085000000.0,-345000000.0
