,2021-05-30,2020-05-31,2019-05-26,2018-05-27
Change To Liabilities,55100000.0,-29100000.0,66300000.0,46100000.0
Total Cashflows From Investing Activities,-263700000.0,-544000000.0,-462600000.0,-450900000.0
Net Borrowings,-277100000.0,264800000.0,34700000.0,-113600000.0
Total Cash From Financing Activities,-478900000.0,138700000.0,-484200000.0,-636600000.0
Change To Operating Activities,233400000.0,-23500000.0,28100000.0,40800000.0
Issuance Of Stock,46200000.0,525900000.0,59300000.0,37800000.0
Net Income,629300000.0,-52400000.0,713400000.0,596000000.0
Change In Cash,451400000.0,306000000.0,310400000.0,-86200000.0
Repurchase Of Stock,-45400000.0,-330300000.0,-207500000.0,-234800000.0
Total Cash From Operating Activities,1194000000.0,711300000.0,1257200000.0,1001300000.0
Depreciation,325500000.0,330200000.0,310000000.0,291000000.0
Other Cashflows From Investing Activities,1200000.0,-9500000.0,2100000.0,5000000.0
Dividends Paid,-202600000.0,-322300000.0,-370800000.0,-313500000.0
Change To Inventory,16100000.0,-13900000.0,-2100000.0,-26600000.0
Change To Account Receivables,-18400000.0,13700000.0,2100000.0,-7200000.0
Change To Netincome,216700000.0,442800000.0,126900000.0,47600000.0
Capital Expenditures,-254900000.0,-459900000.0,-452000000.0,-396000000.0
Other Cashflows From Financing Activities,,600000.0,100000.0,-12500000.0
