,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Change To Liabilities,-21000000.0,64000000.0,63000000.0,41000000.0
Total Cashflows From Investing Activities,-1035000000.0,-1719000000.0,-441000000.0,-974000000.0
Net Borrowings,2314000000.0,-216000000.0,-1118000000.0,2092000000.0
Total Cash From Financing Activities,2081000000.0,289000000.0,-1334000000.0,1885000000.0
Change To Operating Activities,-1072000000.0,114000000.0,-31000000.0,-204000000.0
Net Income,362000000.0,288000000.0,603000000.0,287000000.0
Change In Cash,910000000.0,-756000000.0,-749000000.0,1390000000.0
Total Cash From Operating Activities,-136000000.0,674000000.0,1026000000.0,479000000.0
Depreciation,547000000.0,529000000.0,546000000.0,508000000.0
Other Cashflows From Investing Activities,-11000000.0,-31000000.0,-13000000.0,-12000000.0
Dividends Paid,-223000000.0,-218000000.0,-217000000.0,-217000000.0
Change To Inventory,39000000.0,-43000000.0,-52000000.0,-18000000.0
Change To Account Receivables,66000000.0,-173000000.0,-100000000.0,-40000000.0
Other Cashflows From Financing Activities,-10000000.0,1000000.0,-4000000.0,10000000.0
Change To Netincome,-57000000.0,-105000000.0,-3000000.0,-95000000.0
Capital Expenditures,-1024000000.0,-1688000000.0,-1112000000.0,-962000000.0
Issuance Of Stock,,722000000.0,5000000.0,5000000.0
