Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,205.9499969482422,207.4199981689453,203.9100036621093,206.22999572753903,199.14761352539065,577500,MLM,1.0514959462393816,1.1078995885326086,0.9876744438003214,1.0206479989635429,0.0308479472758387,0.0176391998101625,-0.1016187551908814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,206.63999938964844,207.44000244140625,204.38999938964844,204.9900054931641,197.9501953125,371600,MLM,1.0600518127685603,1.1113259184710484,0.9916891906058678,1.012478214064533,0.0475735987040273,0.0226183627096487,-0.097441687871066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,205.63999938964844,207.67999267578125,203.88999938964844,206.4100036621093,199.3214111328125,527000,MLM,1.0123541575695367,1.1178570816141926,0.954214617344861,1.0113391723313174,0.0010149852382193,0.0278937066092905,-0.1275860248757111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,206.7899932861328,206.7899932861328,203.5500030517578,205.97000122070312,198.8965301513672,335400,MLM,1.0283536875628263,1.1093468196070495,0.9704903373509376,1.0126829906128405,0.0156706969499857,0.0208631325854831,-0.1194690292457264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,205.8500061035156,210.3999938964844,205.38999938964844,209.9100036621093,202.70120239257807,390100,MLM,1.012672172243983,1.0819365765081086,0.9657185145751062,1.0121464877707815,0.0005256844732015,-0.000863899175004,-0.1322032341961529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,208.67999267578125,209.8699951171875,205.5800018310547,205.9499969482422,198.87722778320312,727300,MLM,1.0198589524412944,1.1173855179735972,0.9925280148612612,1.0081446760609294,0.011714276380365,0.022442295146561,-0.1080450515745024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,206.7400054931641,208.33999633789065,204.7700042724609,205.92999267578125,198.85792541503903,406400,MLM,1.0353031413437006,1.1229444137984907,0.9664361454911482,1.0143616235707735,0.020941517772927,0.0192289888458381,-0.1320460006855487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,206.4499969482422,206.4499969482422,202.759994506836,205.13999938964844,198.09500122070312,595700,MLM,1.0380718319651427,1.1049448351200408,0.9630594728814204,1.008797349947511,0.0292744820176318,0.0120941589760952,-0.1262378398125352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,205.8099975585937,206.3600006103516,203.47000122070312,203.72999572753903,196.73342895507807,371100,MLM,1.0467287131852163,1.1167727257990736,0.9707599136966208,1.0091988628593096,0.0375298503259067,0.0155405180563672,-0.1173371364963727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,203.22999572753903,205.97999572753903,203.22999572753903,205.97999572753903,198.9061737060547,342700,MLM,1.031507922778655,1.1026277826384303,0.9424574326369156,1.0112728774332036,0.0202350453454513,0.0039428568150776,-0.1335776683282138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,207.0,207.67999267578125,204.4199981689453,204.57000732421875,197.54458618164065,297200,MLM,1.0371022352208916,1.1118932833380268,0.9633865537611492,1.0098252549340063,0.027276980286885,0.0036437849507517,-0.1135040500824677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,205.8300018310547,205.8600006103516,201.3500061035156,205.5399932861328,198.48126220703125,374700,MLM,1.0031140093673978,1.1053294871917083,0.9569832194364124,1.0047827275420922,-0.0016687181746943,-0.0097322779499993,-0.128610777923794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,204.509994506836,205.6100006103516,203.17999267578125,203.47999572753903,196.49205017089844,452500,MLM,1.0289955124920178,1.1397156687234895,0.9689912553894244,1.016827126331923,0.0121683861600947,0.0187198985541732,-0.1179470309253758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,204.3800048828125,204.8500061035156,202.3800048828125,203.3500061035156,196.3665008544922,524900,MLM,1.0214902780502872,1.1445838958899532,0.9619061976093852,1.016900814218988,0.0045894638312993,0.0280001717926468,-0.11408914681527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
