,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,508000000.0,486800000.0,501300000.0,506349000.0
Capital Surplus,3440800000.0,3418800000.0,3396100000.0,3368007000.0
Total Liab,4687500000.0,4778300000.0,4602000000.0,4310034000.0
Total Stockholder Equity,5890700000.0,5350800000.0,4946400000.0,4679600000.0
Minority Interest,2600000.0,2500000.0,3000000.0,2877000.0
Other Current Liab,157000000.0,156700000.0,67700000.0,87804000.0
Total Assets,10580800000.0,10131600000.0,9551400000.0,8992511000.0
Common Stock,600000.0,600000.0,600000.0,628000.0
Other Current Assets,176900000.0,141200000.0,134600000.0,96965000.0
Retained Earnings,2607700000.0,2077200000.0,1693300000.0,1440069000.0
Other Liab,1130800000.0,1066400000.0,1077300000.0,888524000.0
Good Will,2414000000.0,2396800000.0,2399100000.0,2160290000.0
Treasury Stock,-158400000.0,-145800000.0,-143600000.0,-129104000.0
Other Assets,295200000.0,133400000.0,128000000.0,101899000.0
Cash,207300000.0,21000000.0,44900000.0,1446364000.0
Total Current Liabilities,499300000.0,838500000.0,786700000.0,694216000.0
Other Stockholder Equity,-158400000.0,-145800000.0,-143600000.0,-129104000.0
Property Plant Equipment,5695300000.0,5687900000.0,5157200000.0,3592813000.0
Total Current Assets,1668300000.0,1426700000.0,1365800000.0,2631160000.0
Net Tangible Assets,2968700000.0,2467200000.0,2046000000.0,2012961000.0
Net Receivables,575100000.0,573700000.0,523300000.0,487240000.0
Long Term Debt,2625800000.0,2433600000.0,2730400000.0,2727294000.0
Inventory,709000000.0,690800000.0,663000000.0,600591000.0
Accounts Payable,207800000.0,229600000.0,210800000.0,183638000.0
Short Long Term Debt,,340000000.0,390000000.0,299909000.0
