Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Deferred Long Term Liab,Deferred Long Term Asset Charges,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Investments,Other Cashflows From Financing Activities
2017-09-29,66.5999984741211,67.0,66.02999877929688,66.8499984741211,62.08623504638672,308500,SAIC,1.1019601568833317,1.1713774798418288,1.22553189345431,1.0206479989635429,0.0813121579197888,0.0811170911193828,0.1362386944631071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,66.80999755859375,67.95999908447266,66.45999908447266,67.87000274658203,63.03354644775391,242100,SAIC,1.0782957208682278,1.1542171789579991,1.222476628653367,1.012478214064533,0.0658175068036948,0.0655096231965994,0.1333457501764332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,67.91999816894531,68.22000122070312,66.98999786376953,67.69999694824219,62.87565231323242,284900,SAIC,1.0633478285269655,1.1673529612512683,1.231527910705158,1.0113391723313174,0.052008656195648,0.0773895862463662,0.1497272684845858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,67.62999725341797,68.61000061035156,66.91000366210938,68.2699966430664,63.40504455566406,457500,SAIC,1.039756451559726,1.1540753969676891,1.2344425077003829,1.0126829906128405,0.0270734609468854,0.0655917099461227,0.1444831411037188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,68.36000061035156,69.52999877929688,67.22000122070312,69.41000366210938,64.46381378173828,405800,SAIC,1.018772218290977,1.1286084066787694,1.2268564363319956,1.0121464877707815,0.0066257305201955,0.0458079309956567,0.1289346875607364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,69.25,69.68000030517578,68.75,69.38999938964844,64.44522857666016,288000,SAIC,1.00241933049326,1.1444844390855178,1.2541993485234046,1.0081446760609294,-0.0057253455676693,0.0495412162584816,0.153626282087641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,69.44000244140625,70.2699966430664,69.30000305175781,69.97000122070312,64.9839096069336,343400,SAIC,0.9928177880759668,1.1277911273061298,1.24163250297532,1.0143616235707735,-0.0215438354948067,0.0240757023534772,0.1431503567986229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,70.02999877929688,70.76000213623047,69.45999908447266,70.33000183105469,65.3182373046875,293400,SAIC,0.9808805624132152,1.1139883560991015,1.227504592711092,1.008797349947511,-0.0279167875342957,0.0211376799551559,0.1382072800171363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,70.30000305175781,70.80000305175781,69.9000015258789,70.04000091552734,65.04890441894531,236900,SAIC,0.983938241327502,1.1256560744725894,1.2396694147024017,1.0091988628593096,-0.0252606215318076,0.024423866729883,0.151572364509408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,69.81999969482422,69.81999969482422,68.72000122070312,69.18000030517578,64.53584289550781,521600,SAIC,0.9864119698653788,1.1157386554802655,1.2521470432950514,1.0112728774332036,-0.0248609075678247,0.0170537296569128,0.176111942329922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
