,2021-07-31,2021-05-01,2021-01-30,2020-10-31
Intangible Assets,88157000.0,89119000.0,90051000.0,91585000.0
Capital Surplus,1468217000.0,1448892000.0,1442298000.0,1415909000.0
Total Liab,5380789000.0,5467856000.0,5413325000.0,5443851000.0
Total Stockholder Equity,3005375000.0,2598724000.0,2339534000.0,2121639000.0
Other Current Liab,320788000.0,380619000.0,327382000.0,218761000.0
Total Assets,8386164000.0,8066580000.0,7752859000.0,7565490000.0
Common Stock,842000.0,847000.0,849000.0,847000.0
Retained Earnings,3857257000.0,3394067000.0,3064702000.0,2873263000.0
Other Liab,206132000.0,200663000.0,183626000.0,184505000.0
Good Will,245857000.0,245857000.0,245857000.0,245857000.0
Treasury Stock,-2320941000.0,-2245082000.0,-2168315000.0,-2168380000.0
Other Assets,227030000.0,219841000.0,207123000.0,169067000.0
Cash,2236733000.0,1858737000.0,1658067000.0,1059994000.0
Total Current Liabilities,2567304000.0,2587511000.0,2550198000.0,2537772000.0
Deferred Long Term Asset Charges,34672000.0,47491000.0,51475000.0,27717000.0
Other Stockholder Equity,-6000.0,15000.0,-49000.0,-114000.0
Property Plant Equipment,3406184000.0,3470438000.0,3450178000.0,3513682000.0
Total Current Assets,4418936000.0,4041325000.0,3759650000.0,3545299000.0
Net Tangible Assets,2671361000.0,2263748000.0,2003626000.0,1784197000.0
Net Receivables,89425000.0,69948000.0,59545000.0,82665000.0
Long Term Debt,433456000.0,425799000.0,418493000.0,411256000.0
Inventory,2011020000.0,2012054000.0,1953568000.0,2319992000.0
Accounts Payable,1213449000.0,1239503000.0,1258093000.0,1394904000.0
