Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Common Stock,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Other Cashflows From Investing Activities,Change To Inventory
2020-01-31,27.5,29.459999084472656,27.100000381469727,28.549999237060547,27.33890914916992,26201800,REYN,1.041330908052779,1.195946938708876,1.1631766282284073,0.9603917770627004,0.0809391309900787,0.3622248747820437,0.1112825013262726,1155000000.0,,7448000000.0,-1027000000.0,60000000.0,6421000000.0,6000000.0,,354000000.0,1879000000.0,7000000.0,2407000000.0,23000000.0,1385000000.0,271000000.0,7000000.0,464000000.0,516000000.0,-4061000000.0,58000000.0,5709000000.0,429000000.0,404000000.0,-1034000000.0,16000000.0,-554000000.0,3000000.0,24000000.0,260000000.0,2578000000.0,176000000.0,79000000.0,530000000.0,87000000.0,-124000000.0,-7000000.0,21000000.0,-8000000.0,-82000000.0,-472000000.0,-65000000.0
2020-02-03,28.200000762939453,30.0,28.200000762939453,29.61000061035156,28.35394096374512,3814300,REYN,1.0128334949253075,1.1324088429209629,1.0906186895127423,0.9205980590425482,0.0922354358827592,0.2892032726664856,0.0544061918791174,1123000000.0,,4978000000.0,-818000000.0,38000000.0,4160000000.0,16000000.0,,361000000.0,1879000000.0,5000000.0,9000000.0,102000000.0,378000000.0,21000000.0,5000000.0,579000000.0,570000000.0,-3820000000.0,34000000.0,4204000000.0,418000000.0,207000000.0,-823000000.0,-6000000.0,-128000000.0,-95000000.0,-196000000.0,25000000.0,2578000000.0,225000000.0,79000000.0,403000000.0,91000000.0,-124000000.0,2000000.0,-101000000.0,-8000000.0,-109000000.0,-19000000.0,2000000.0
2020-02-04,30.290000915527344,30.549999237060547,29.75,30.059999465942383,28.78485107421875,2640700,REYN,1.0026613564993183,1.123488690891434,1.0957109646509515,0.8875565666064313,0.1151047898928869,0.2713965032859905,0.0719949855443609,1123000000.0,,4978000000.0,-818000000.0,38000000.0,4160000000.0,16000000.0,,361000000.0,1879000000.0,5000000.0,9000000.0,102000000.0,378000000.0,21000000.0,5000000.0,579000000.0,570000000.0,-3820000000.0,34000000.0,4204000000.0,418000000.0,207000000.0,-823000000.0,-6000000.0,-128000000.0,-95000000.0,-196000000.0,25000000.0,2578000000.0,225000000.0,79000000.0,403000000.0,91000000.0,-124000000.0,2000000.0,-101000000.0,-8000000.0,-109000000.0,-19000000.0,2000000.0
2020-02-05,30.299999237060547,30.700000762939453,29.76000022888184,29.959999084472656,28.68909454345703,1502900,REYN,0.9666222069990004,1.1457067544743995,1.116271227818145,0.8019131781579599,0.1647090288410404,0.3029623836701369,0.098760758021752,1123000000.0,,4978000000.0,-818000000.0,38000000.0,4160000000.0,16000000.0,,361000000.0,1879000000.0,5000000.0,9000000.0,102000000.0,378000000.0,21000000.0,5000000.0,579000000.0,570000000.0,-3820000000.0,34000000.0,4204000000.0,418000000.0,207000000.0,-823000000.0,-6000000.0,-128000000.0,-95000000.0,-196000000.0,25000000.0,2578000000.0,225000000.0,79000000.0,403000000.0,91000000.0,-124000000.0,2000000.0,-101000000.0,-8000000.0,-109000000.0,-19000000.0,2000000.0
2020-02-06,30.18000030517578,31.43000030517578,29.770000457763672,31.15999984741211,29.838191986083984,4197500,REYN,0.8995506592193742,1.1112701090770367,1.0872590723766329,0.8367853497309393,0.0627653094884348,0.2881152823951307,0.0673537934612544,1123000000.0,,4978000000.0,-818000000.0,38000000.0,4160000000.0,16000000.0,,361000000.0,1879000000.0,5000000.0,9000000.0,102000000.0,378000000.0,21000000.0,5000000.0,579000000.0,570000000.0,-3820000000.0,34000000.0,4204000000.0,418000000.0,207000000.0,-823000000.0,-6000000.0,-128000000.0,-95000000.0,-196000000.0,25000000.0,2578000000.0,225000000.0,79000000.0,403000000.0,91000000.0,-124000000.0,2000000.0,-101000000.0,-8000000.0,-109000000.0,-19000000.0,2000000.0
2020-02-07,31.26000022888184,31.38999938964844,30.059999465942383,30.200000762939453,28.918916702270508,563500,REYN,0.9397349569884026,1.109952148950777,1.120814813979384,0.7935212395670934,0.1462137174213091,0.3034331520465771,0.0854479776969794,1123000000.0,,4978000000.0,-818000000.0,38000000.0,4160000000.0,16000000.0,,361000000.0,1879000000.0,5000000.0,9000000.0,102000000.0,378000000.0,21000000.0,5000000.0,579000000.0,570000000.0,-3820000000.0,34000000.0,4204000000.0,418000000.0,207000000.0,-823000000.0,-6000000.0,-128000000.0,-95000000.0,-196000000.0,25000000.0,2578000000.0,225000000.0,79000000.0,403000000.0,91000000.0,-124000000.0,2000000.0,-101000000.0,-8000000.0,-109000000.0,-19000000.0,2000000.0
2020-02-10,30.14999961853028,31.8700008392334,30.100000381469727,31.489999771118164,30.154191970825195,596500,REYN,0.7961256919186658,1.0766226924210858,1.0633216865246873,0.7080264948218032,0.0880991970968625,0.2668498216737592,0.0418127916262802,1123000000.0,,4978000000.0,-818000000.0,38000000.0,4160000000.0,16000000.0,,361000000.0,1879000000.0,5000000.0,9000000.0,102000000.0,378000000.0,21000000.0,5000000.0,579000000.0,570000000.0,-3820000000.0,34000000.0,4204000000.0,418000000.0,207000000.0,-823000000.0,-6000000.0,-128000000.0,-95000000.0,-196000000.0,25000000.0,2578000000.0,225000000.0,79000000.0,403000000.0,91000000.0,-124000000.0,2000000.0,-101000000.0,-8000000.0,-109000000.0,-19000000.0,2000000.0
2020-02-11,31.59000015258789,31.989999771118164,31.020000457763672,31.040000915527344,29.723283767700195,381600,REYN,0.8329475528731848,1.1171870152143015,1.0957043771959438,0.7577791944221275,0.0751683584510573,0.3061148599345592,0.0847090994439225,1123000000.0,,4978000000.0,-818000000.0,38000000.0,4160000000.0,16000000.0,,361000000.0,1879000000.0,5000000.0,9000000.0,102000000.0,378000000.0,21000000.0,5000000.0,579000000.0,570000000.0,-3820000000.0,34000000.0,4204000000.0,418000000.0,207000000.0,-823000000.0,-6000000.0,-128000000.0,-95000000.0,-196000000.0,25000000.0,2578000000.0,225000000.0,79000000.0,403000000.0,91000000.0,-124000000.0,2000000.0,-101000000.0,-8000000.0,-109000000.0,-19000000.0,2000000.0
2020-02-12,31.11000061035156,31.729999542236328,30.60700035095215,30.850000381469727,29.54133987426757,412000,REYN,0.7963368170674779,1.1478729895139324,1.0926033224067144,0.6556544781362726,0.1406823389312053,0.3045705280351228,0.0914904420055215,1123000000.0,,4978000000.0,-818000000.0,38000000.0,4160000000.0,16000000.0,,361000000.0,1879000000.0,5000000.0,9000000.0,102000000.0,378000000.0,21000000.0,5000000.0,579000000.0,570000000.0,-3820000000.0,34000000.0,4204000000.0,418000000.0,207000000.0,-823000000.0,-6000000.0,-128000000.0,-95000000.0,-196000000.0,25000000.0,2578000000.0,225000000.0,79000000.0,403000000.0,91000000.0,-124000000.0,2000000.0,-101000000.0,-8000000.0,-109000000.0,-19000000.0,2000000.0
2020-02-13,30.440000534057617,31.299999237060547,30.25,31.290000915527344,29.96267890930176,384400,REYN,0.8127888895799261,1.1002229093976454,1.0995738577317706,0.6877233932900451,0.125065496289881,0.266566053246829,0.1027120403015103,1123000000.0,,4978000000.0,-818000000.0,38000000.0,4160000000.0,16000000.0,,361000000.0,1879000000.0,5000000.0,9000000.0,102000000.0,378000000.0,21000000.0,5000000.0,579000000.0,570000000.0,-3820000000.0,34000000.0,4204000000.0,418000000.0,207000000.0,-823000000.0,-6000000.0,-128000000.0,-95000000.0,-196000000.0,25000000.0,2578000000.0,225000000.0,79000000.0,403000000.0,91000000.0,-124000000.0,2000000.0,-101000000.0,-8000000.0,-109000000.0,-19000000.0,2000000.0
