,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-21510000000.0,-13423000000.0,-11924000000.0,1614000000.0
Change To Liabilities,10187000000.0,19942000000.0,-13063000000.0,2007000000.0
Total Cashflows From Investing Activities,-37898000000.0,-33561000000.0,-22881000000.0,-12391000000.0
Net Borrowings,13036000000.0,-6248000000.0,4052000000.0,18018000000.0
Total Cash From Financing Activities,83784000000.0,-11966000000.0,24205000000.0,16261000000.0
Change To Operating Activities,-38240000000.0,21101000000.0,-14916000000.0,18467000000.0
Net Income,10996000000.0,9042000000.0,8748000000.0,6111000000.0
Change In Cash,23483000000.0,-5025000000.0,6801000000.0,3035000000.0
Repurchase Of Stock,-1890000000.0,-5954000000.0,-5566000000.0,-4292000000.0
Effect Of Exchange Rate,2828000000.0,-271000000.0,-1828000000.0,3670000000.0
Total Cash From Operating Activities,-25231000000.0,40773000000.0,7305000000.0,-4505000000.0
Depreciation,3769000000.0,2643000000.0,1844000000.0,1753000000.0
Other Cashflows From Investing Activities,-802000000.0,-953000000.0,-298000000.0,-251000000.0
Dividends Paid,-2739000000.0,-2627000000.0,-2375000000.0,-2085000000.0
Change To Account Receivables,-29774000000.0,233000000.0,-728000000.0,-9315000000.0
Other Cashflows From Financing Activities,75377000000.0,2366000000.0,28094000000.0,3626000000.0
Change To Netincome,2281000000.0,1480000000.0,1688000000.0,4060000000.0
Capital Expenditures,-1444000000.0,-1826000000.0,-1865000000.0,-1629000000.0
