Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Change To Netincome,Capital Expenditures
2017-09-29,42.27999877929688,42.459999084472656,41.369998931884766,41.56999969482422,41.56999969482422,913900,MANH,1.006976206823582,1.231416863182766,1.0007216449246354,1.0206479989635429,-0.0136717921399609,0.1411564744603199,-0.0885715540665674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,41.66999816894531,43.400001525878906,41.59999847412109,43.20000076293945,43.20000076293945,1003900,MANH,0.9581018208026564,1.1879629349185283,0.9708332843986566,1.012478214064533,-0.0543763932618766,0.0992553791571286,-0.1182975940782772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,45.209999084472656,49.18000030517578,44.7599983215332,47.20000076293945,47.20000076293945,2201900,MANH,0.8733050964920384,1.107203336372968,0.8786017065759156,1.0113391723313174,-0.138034075839279,0.017239961368066,-0.2031989356446565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,47.380001068115234,47.5,44.81999969482422,45.540000915527344,45.540000915527344,1088800,MANH,0.9086517399257734,1.1067193788460046,0.9270970656987354,1.0126829906128405,-0.104031250687067,0.0182356918244381,-0.1628623008979286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,45.77999877929688,46.709999084472656,45.650001525878906,46.02999877929688,46.02999877929688,578300,MANH,0.8922442056048121,1.11688032176388,0.9317836308294508,1.0121464877707815,-0.1199022821659694,0.0340798460807674,-0.1661381179418083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,45.77000045776367,46.40999984741211,45.65999984741211,46.27999877929688,46.27999877929688,398800,MANH,0.8898012400898645,1.1231633732343422,0.9334486150043882,1.0081446760609294,-0.1183434359710648,0.028220150407306,-0.1671244514313753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,46.119998931884766,46.36000061035156,45.34000015258789,45.400001525878906,45.400001525878906,534800,MANH,0.9103524326424476,1.1550660102250687,0.9429515404066332,1.0143616235707735,-0.1040091909283259,0.051350585272416,-0.1555306057700637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,45.630001068115234,45.77000045776367,44.58000183105469,44.630001068115234,44.630001068115234,693000,MANH,0.9267308899954332,1.1644633649321547,0.9287474741413876,1.008797349947511,-0.0820664599520777,0.0716126887882091,-0.160549838552568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,44.7599983215332,45.0,44.20000076293945,45.0,45.0,1011300,MANH,0.9191111246744792,1.1537777370876736,0.937999979654948,1.0091988628593096,-0.0900877381848304,0.0525455293449672,-0.1500970705380456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,45.06999969482422,45.810001373291016,44.16999816894531,45.66999816894531,45.66999816894531,578900,MANH,0.9078169640187248,1.159185477320801,0.9218305268675978,1.0112728774332036,-0.1034559134144788,0.0605005514974483,-0.1542045740975316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
