Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,2.619999885559082,2.650000095367432,2.5899999141693115,2.609999895095825,2.609999895095825,3153600,PLUG,1.0919540303383544,0.9195403033835436,0.7126437122852166,1.0206479989635429,0.0713060313748115,-0.1707200853389023,-0.3766494867059863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,2.609999895095825,2.8499999046325684,2.5899999141693115,2.75,2.75,10568300,PLUG,1.0254545211791992,0.8581817800348456,0.6800000017339535,1.012478214064533,0.0129763071146662,-0.230525775726554,-0.4091308767429803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,2.789999961853028,2.819999933242798,2.759999990463257,2.789999961853028,2.789999961853028,3855500,PLUG,1.035842345669686,0.8351254321016349,0.6738351329521142,1.0113391723313174,0.0245031733383684,-0.2548379429032671,-0.407965509268458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,2.809999942779541,2.890000104904175,2.700000047683716,2.7699999809265137,2.7699999809265137,8842200,PLUG,1.0361010488523976,0.8375451080208314,0.6787003639627475,1.0126829906128405,0.0234180582395571,-0.250938579000735,-0.4112590026339165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,2.7699999809265137,2.900000095367432,2.7300000190734863,2.8499999046325684,2.8499999046325684,5565400,PLUG,1.1052632283415955,0.8210526289371902,0.6877193346431577,1.0121464877707815,0.0931167405708139,-0.2617478467459224,-0.4102024141281014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,2.930000066757202,3.059999942779541,2.890000104904175,2.970000028610229,2.970000028610229,12695300,PLUG,1.0303030011118977,0.8080808324067523,0.6565656662960343,1.0081446760609294,0.0221583250509682,-0.2868623904202838,-0.4440074001397293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,3.039999961853028,3.069999933242798,2.8499999046325684,2.869999885559082,2.869999885559082,8817000,PLUG,0.8989547130952116,0.8188153304315493,0.6794425524180298,1.0143616235707735,-0.1154069104755619,-0.2849000945211033,-0.4190395937586672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,2.9200000762939453,2.930000066757202,2.75,2.9100000858306885,2.9100000858306885,6861700,PLUG,0.8625429266084549,0.7835051216979335,0.6597937802247772,1.008797349947511,-0.146254423339056,-0.3093455544460121,-0.4295035324691784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,2.940000057220459,2.950000047683716,2.75,2.789999961853028,2.789999961853028,7703700,PLUG,0.9139784900293176,0.8279569800586355,0.6810035849951136,1.0091988628593096,-0.0952203728299919,-0.2732752276840708,-0.40709346519788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,2.7799999713897705,2.900000095367432,2.7100000381469727,2.869999885559082,2.869999885559082,5473500,PLUG,0.8432056351188754,0.7909407914433811,0.648083654520001,1.0112728774332036,-0.1680672423143282,-0.3077441343799715,-0.4279514464451284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
