Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Minority Interest,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2017-09-29,76.27999877929688,76.63999938964844,75.98999786376953,76.16999816894531,69.6727294921875,436700,RS,1.008796181926172,1.1733048668527346,1.125189878740414,1.0206479989635429,-0.0118518170373709,0.0830444781302885,0.035896679749211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,76.27999877929688,78.0999984741211,76.12999725341797,78.01000213623047,71.35578155517578,416300,RS,0.996667074746505,1.1407293794495628,1.126531515613865,1.012478214064533,-0.015811139318028,0.0520218236881631,0.0374006371369313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,78.22000122070312,78.31999969482422,77.01000213623047,77.68000030517578,71.05393981933594,277400,RS,1.01055611283018,1.161506131846237,1.12806138653792,1.0113391723313174,-0.0007830595011373,0.0715427568413349,0.0462607443173479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,77.68000030517578,78.0999984741211,77.0199966430664,77.13999938964844,70.55999755859375,383500,RS,1.0033704062522977,1.159985792198468,1.147891860681369,1.0126829906128405,-0.0093125843605428,0.0715021051769015,0.057932494084705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,77.61000061035156,78.27999877929688,77.06999969482422,77.73999786376953,71.10881042480469,419200,RS,0.9925392478885504,1.1503857034063223,1.153737285649696,1.0121464877707815,-0.0196072398822311,0.0675852277232096,0.0558155368784367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,77.38999938964844,77.55000305175781,76.12000274658203,76.30999755859375,69.80078125,373100,RS,1.0074695089960266,1.1975206275533046,1.1854327632701886,1.0081446760609294,-0.0006751670649027,0.1025774047262684,0.084859696834425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,76.30999755859375,76.30999755859375,74.43000030517578,75.0999984741211,68.69400787353516,336800,RS,1.0278296166500127,1.2117240592674632,1.215443574706451,1.0143616235707735,0.0134679930792391,0.1080086343148105,0.116961428529754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,75.29000091552734,75.58000183105469,74.88999938964844,75.27999877929688,68.85865783691406,238400,RS,1.0120882722419575,1.2152417576889862,1.2048773899383542,1.008797349947511,0.0032909222944466,0.1223910815450406,0.1155800772443986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,75.36000061035156,76.36000061035156,75.36000061035156,75.62000274658203,69.16963958740234,436000,RS,0.9992065035384714,1.210310314031133,1.181801356091409,1.0091988628593096,-0.0099923593208381,0.1090781062884267,0.0937043058984152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,75.52999877929688,76.12000274658203,75.2300033569336,75.62000274658203,69.16963958740234,285700,RS,0.995636210660626,1.2129709648019131,1.1732396682492108,1.0112728774332036,-0.0156366667725775,0.1142860389785604,0.0972045672840813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
