,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-1000000.0,-1000000.0,-1000000.0,-1000000.0
Change To Liabilities,289000000.0,96000000.0,-78000000.0,223000000.0
Total Cashflows From Investing Activities,-2174000000.0,-34000000.0,63000000.0,-245000000.0
Net Borrowings,1049000000.0,-619000000.0,-407000000.0,-518000000.0
Total Cash From Financing Activities,1047000000.0,-649000000.0,-412000000.0,-536000000.0
Change To Operating Activities,192000000.0,2000000.0,-219000000.0,-85000000.0
Net Income,293000000.0,203000000.0,297000000.0,208000000.0
Change In Cash,58000000.0,76000000.0,28000000.0,47000000.0
Repurchase Of Stock,-2000000.0,-30000000.0,-5000000.0,-5000000.0
Effect Of Exchange Rate,9000000.0,1000000.0,7000000.0,1000000.0
Total Cash From Operating Activities,1176000000.0,758000000.0,370000000.0,827000000.0
Depreciation,90000000.0,91000000.0,95000000.0,97000000.0
Other Cashflows From Investing Activities,7000000.0,7000000.0,6000000.0,21000000.0
Change To Inventory,-9000000.0,11000000.0,-17000000.0,-17000000.0
Change To Account Receivables,-81000000.0,63000000.0,16000000.0,-95000000.0
Change To Netincome,14000000.0,-86000000.0,-109000000.0,83000000.0
Capital Expenditures,-753000000.0,-47000000.0,47000000.0,-276000000.0
Other Cashflows From Financing Activities,,,,-13000000.0
