Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Account Receivables,Change To Netincome,Capital Expenditures,Issuance Of Stock,Other Cashflows From Investing Activities,Other Cashflows From Financing Activities
2017-09-29,19.64999961853028,19.75,19.549999237060547,19.600000381469727,19.070680618286133,1025600,NYT,0.9764524361533582,0.9355539199816292,1.1700919205215086,1.0206479989635429,-0.0441955628101846,-0.1547064687408168,0.0807987215303056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,19.600000381469727,19.89999961853028,19.450000762939453,19.89999961853028,19.36257743835449,884400,NYT,0.9063446066996358,0.944108924267554,1.1600344065108374,1.012478214064533,-0.1061336073648971,-0.1445986314938456,0.0709035280339036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,19.89999961853028,20.049999237060547,19.75,20.0,19.49907493591309,770900,NYT,0.8924997635264577,0.9374999694320651,1.1393656209628928,1.0113391723313174,-0.1188394088048597,-0.1524634055728368,0.0575649787423206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,20.0,20.100000381469727,19.799999237060547,19.799999237060547,19.30408096313477,874400,NYT,0.8813130020676029,0.9818925158617346,1.1610144672933171,1.0126829906128405,-0.1313699885452376,-0.1065911711598317,0.0710551006966531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,19.850000381469727,20.049999237060547,19.700000762939453,20.0,19.49907493591309,604900,NYT,0.864999871370131,0.9645574335299038,1.124307905278725,1.0121464877707815,-0.1471466164006505,-0.1182430421532089,0.0263861565074658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,20.0,20.0,19.450000762939453,19.64999961853028,19.157835006713867,1452200,NYT,0.8702292850327995,0.9919381519108048,1.164768842746721,1.0081446760609294,-0.1379153910281298,-0.1030050709162313,0.0641957763109575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,19.64999961853028,19.75,19.100000381469727,19.200000762939453,18.719112396240234,856100,NYT,0.8958333460699724,1.0569423547865209,1.171154039358864,1.0143616235707735,-0.118528277500801,-0.0467730701661317,0.072671893182167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,19.200000762939453,19.299999237060547,19.0,19.25,18.76785469055176,991800,NYT,0.9038961413798564,1.033373473197164,1.160290173714585,1.008797349947511,-0.1049012085676545,-0.0594772029467816,0.0709928610206294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,19.200000762939453,19.39999961853028,19.0,19.25,18.76785469055176,825600,NYT,0.9220779854307436,1.051594037700712,1.1707198985829024,1.0091988628593096,-0.087120877428566,-0.0496381700419943,0.0826228483899087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,19.25,19.25,19.0,19.14999961853028,18.67036247253418,973500,NYT,0.9112269550633504,1.057085213104528,1.16634893463826,1.0112728774332036,-0.1000459223698532,-0.0415997127188245,0.0903138336731306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,19.25,19.25,19.049999237060547,19.14999961853028,18.67036247253418,979600,NYT,0.9086160732938884,1.1460480697689888,1.1715909256917734,1.0098252549340063,-0.1012091816401181,0.0377985713817137,0.0947003218481563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,19.200000762939453,19.25,19.07999992370605,19.200000762939453,18.719112396240234,1120300,NYT,0.8984373264632921,1.1482827036644636,1.171154039358864,1.0047827275420922,-0.1063454010788,0.0332209385227559,0.0855600419986575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
