,2021-06-27,2021-03-28,2020-12-27,2020-09-27
Intangible Assets,15200000.0,15800000.0,16300000.0,17000000.0
Capital Surplus,217565000.0,212802000.0,216714000.0,212291000.0
Total Liab,929220000.0,927300000.0,979578000.0,882287000.0
Total Stockholder Equity,1416782000.0,1352868000.0,1325517000.0,1255394000.0
Minority Interest,2005000.0,2594000.0,2594000.0,1860000.0
Other Current Liab,114740000.0,114845000.0,113746000.0,100149000.0
Total Assets,2348007000.0,2282762000.0,2307689000.0,2139541000.0
Common Stock,17674000.0,17670000.0,17609000.0,17599000.0
Other Current Assets,32110000.0,35327000.0,25697000.0,39063000.0
Retained Earnings,1756198000.0,1701860000.0,1672586000.0,1672633000.0
Other Liab,482703000.0,486594000.0,440135000.0,456359000.0
Good Will,170156000.0,169295000.0,171657000.0,168700000.0
Treasury Stock,-574655000.0,-579464000.0,-581392000.0,-647129000.0
Other Assets,391217000.0,384575000.0,329346000.0,331125000.0
Cash,320871000.0,275242000.0,286079000.0,215763000.0
Total Current Liabilities,446517000.0,440706000.0,486748000.0,425928000.0
Deferred Long Term Asset Charges,96869000.0,98884000.0,99518000.0,109197000.0
Other Stockholder Equity,-403444000.0,-408253000.0,-410181000.0,-475918000.0
Property Plant Equipment,582331000.0,587452000.0,646820000.0,604283000.0
Total Current Assets,881238000.0,786652000.0,835835000.0,720984000.0
Long Term Investments,307865000.0,338988000.0,307731000.0,297449000.0
Net Tangible Assets,1231426000.0,1167773000.0,1137560000.0,1069694000.0
Short Term Investments,338455000.0,297454000.0,309080000.0,308734000.0
Net Receivables,153540000.0,145170000.0,185492000.0,125337000.0
Accounts Payable,94480000.0,102699000.0,123157000.0,97749000.0
