Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Long Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-10-17,16.392499923706055,16.392499923706055,16.1825008392334,16.31999969482422,16.22232437133789,2741600,TPX,0.8569239650706572,0.9633884449105662,0.6727940770143336,1.016827126331923,-0.1599031612612659,-0.1576073252587501,-0.4141442093004667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,16.434999465942383,16.860000610351562,16.087499618530273,16.532499313354492,16.433549880981445,7043600,TPX,0.8578558070398344,0.954181234188414,0.6766975246848476,1.016900814218988,-0.1590450071791534,-0.1624024899088924,-0.3992978197398077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,16.514999389648438,16.832500457763672,16.457500457763672,16.6924991607666,16.59259605407715,3584800,TPX,0.8551743651988511,0.9385950523139852,0.6639209090295667,1.0195478153138224,-0.1643734501149713,-0.1779558500252163,-0.4139126322882575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,16.8075008392334,16.977500915527344,16.729999542236328,16.825000762939453,16.724302291870117,6072000,TPX,0.8481426553293772,0.9352154127954048,0.6598811452689336,1.0187296628598663,-0.1705870075304891,-0.1817101129821398,-0.4055928639555305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,16.924999237060547,16.979999542236328,16.40999984741211,16.469999313354492,16.37142562866211,2680800,TPX,0.8747723788706078,0.9538555029031816,0.6936855714242774,1.0231439317955078,-0.1483715529249,-0.1603826500615005,-0.3747715804413111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,16.594999313354492,16.997499465942383,16.350000381469727,16.799999237060547,16.699451446533203,5460800,TPX,0.8528274002943581,0.9014880891873538,0.6517856796129257,1.023176662025299,-0.1703492617309412,-0.1993047946590407,-0.4275951406849275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,16.84000015258789,17.012500762939453,16.637500762939453,16.907499313354492,16.80630874633789,3594000,TPX,0.8343929519962103,0.8818570397757618,0.6529645981442562,1.028738706809164,-0.1943457548129536,-0.2263567817788038,-0.4408566641410483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,16.90999984741211,16.989999771118164,16.582500457763672,16.59749984741211,16.4981632232666,2774400,TPX,0.8614248856243777,0.8945624569570425,0.6763066706020228,1.0357335667629224,-0.1743086811385447,-0.2098060737303988,-0.4147153637188384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,16.645000457763672,16.6825008392334,16.22249984741211,16.30500030517578,16.207414627075195,3248400,TPX,0.8817846569396376,0.8744248944347728,0.6910456703399283,1.0327543330408862,-0.1509696761012485,-0.2039940591612679,-0.4050831283951414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,16.325000762939453,16.385000228881836,15.897500038146973,16.09749984741211,16.001155853271484,3792000,TPX,0.8993632180559465,0.8614692031935293,0.7181239505870277,1.0448229351223306,-0.145459717066384,-0.1846417303789495,-0.3922655418078392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,16.137500762939453,16.40999984741211,15.857500076293944,16.342500686645508,16.24468994140625,3524800,TPX,0.8789964677272095,0.8649226784030238,0.738871062884882,1.0378093145840102,-0.1588128468568006,-0.1887336900114674,-0.3687088882435414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,16.422500610351562,16.717500686645508,16.02750015258789,16.622499465942383,16.523014068603516,6250800,TPX,0.8584749789271805,0.8662956442118488,0.7401112432467125,1.0388512590749122,-0.1803762801477316,-0.188288374140001,-0.369331363012356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,14.920000076293944,15.425000190734863,13.395000457763672,13.755000114440918,13.67267608642578,22062800,TPX,1.019083982244344,0.9969101280337928,0.905852335661136,1.0310647944789963,-0.0119808122346523,-0.0211362140862066,-0.1986496756244461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,13.592499732971191,14.164999961853027,13.414999961853027,13.479999542236328,13.399321556091309,8591200,TPX,1.079005953435419,1.0337537375783858,0.9336053198362132,1.0262436118253355,0.0527623416100833,0.0081173320106333,-0.174204998853153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,13.425000190734863,13.460000038146973,12.887499809265137,12.9350004196167,12.857583999633787,7575600,TPX,1.135485101267943,1.061074587933056,0.9741013194182476,1.0311845275729687,0.1043005736949742,0.0249636587306116,-0.131626964917859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,12.967499732971191,12.99250030517578,12.537500381469728,12.829999923706056,12.753211975097656,6496000,TPX,1.1455573110375816,1.0609898725105271,0.9738892903698216,1.0414917955670933,0.1040655154704883,0.015080062482861,-0.1379370687252484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,12.949999809265137,13.56999969482422,12.9375,13.412500381469728,13.332225799560549,8292400,TPX,1.0980428118981518,1.043243233190165,0.9450140101626252,1.0390384642435906,0.0590043476545611,-0.0177615299075735,-0.1696392952387264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,13.329999923706056,13.43000030517578,13.109999656677246,13.272500038146973,13.193063735961914,3928000,TPX,1.1489922964768509,1.0578263009860538,0.9257863817440164,1.0401272810196784,0.1088650154571724,-0.0177485517480384,-0.186892611082307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,13.3149995803833,13.49250030517578,13.19499969482422,13.27750015258789,13.198034286499023,3557200,TPX,1.183204565716574,1.020523382157651,0.91319895409701,1.0393664161720684,0.1438381495445055,-0.0553698664827668,-0.200139006257918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-13,13.5,13.517499923706056,13.287500381469728,13.40250015258789,13.322285652160645,2864000,TPX,1.1523968517252925,1.0035440961831723,0.9052415814561928,1.0305050740272153,0.1218917776980772,-0.0631231185831484,-0.2063909793744139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14,13.267499923706056,13.484999656677246,13.212499618530272,13.417499542236328,13.337194442749023,3437600,TPX,1.161356524554557,1.0242222022326393,0.8878331751407323,1.043144349882203,0.1182121746723539,-0.040718580210183,-0.2258190456975185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15,13.287500381469728,13.65250015258789,13.164999961853027,13.517499923706056,13.436596870422363,2356800,TPX,1.188829347221326,0.92713147494342,0.8973553179708875,1.0570826794517585,0.1317466677695675,-0.1408182433301771,-0.2132727814597603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16,13.539999961853027,14.037500381469728,13.5024995803833,13.984999656677246,13.90129852294922,3354400,TPX,1.1512334041867742,0.9172327807204,0.8466214406573618,1.0412088647392546,0.1100245394475196,-0.153246431617218,-0.2655932701057863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17,13.912500381469728,14.274999618530272,13.835000038146973,14.182499885559082,14.097616195678713,4364000,TPX,1.134144323575663,0.9053411545144632,0.8131500372537057,1.0392013474275237,0.0949429761481392,-0.1699798931645022,-0.28678933466397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,14.157500267028809,14.447500228881836,14.06999969482422,14.274999618530272,14.189562797546388,3825200,TPX,1.1262697650723326,0.8768826994855442,0.8057793503322,1.0381241126825425,0.0881456523897901,-0.1808268611433144,-0.3013886014569317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,14.265000343322754,14.3100004196167,14.077500343322754,14.270000457763672,14.18459415435791,2004800,TPX,1.1133495701283314,0.8659775273344595,0.8281359117229323,1.03199537924298,0.0813541908853512,-0.1766240124689871,-0.2774335534964722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-22,14.22249984741211,14.4375,14.204999923706056,14.407500267028809,14.321270942687988,1702400,TPX,1.106194730338223,0.8457400878114922,0.833593606047996,1.0328322263084138,0.0733625040298091,-0.1887635585068874,-0.2760304326480143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-24,14.557499885559082,14.557499885559082,14.3100004196167,14.327500343322754,14.24174976348877,1122000,TPX,1.1114988210779253,0.8504624182972615,0.8633746132954124,1.032019884081241,0.0794789369966846,-0.1922486036974471,-0.2536504581938238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-27,14.3125,14.350000381469728,14.0600004196167,14.107500076293944,14.023065567016602,3227200,TPX,1.130249893738205,0.8858763282724382,0.8853446452556234,1.0369551897736955,0.0932947039645093,-0.17115490851793,-0.2317228502301761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-28,14.087499618530272,14.302499771118164,13.912500381469728,14.297499656677246,14.211928367614746,3022000,TPX,1.0961707421149518,0.8947368279781485,0.8826717670918565,1.020376345675996,0.0757943964389558,-0.1586763517752358,-0.2287274829392782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-29,14.297499656677246,14.68000030517578,14.265000343322754,14.3774995803833,14.291449546813965,3696000,TPX,1.1231090019259065,0.8918448830219214,0.8920188492060181,1.026253639124301,0.0968553628016055,-0.1622084716332883,-0.220265414236199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30,14.345000267028809,14.649999618530272,14.282500267028809,14.477499961853027,14.390851020812988,3990400,TPX,1.0878950100467857,0.8874115211226369,0.9029529087036424,1.0246409570196735,0.0632540530271121,-0.1620136613512114,-0.2078487932302927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-01,14.40999984741211,14.427499771118164,14.005000114440918,14.364999771118164,14.279025077819824,3297200,TPX,1.0957187051077089,0.8962756274894154,0.902540920798018,1.029880242563007,0.0658384625447019,-0.1719646482019262,-0.2066230098703727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-04,14.4375,14.69499969482422,14.229999542236328,14.270000457763672,14.18459415435791,4216800,TPX,1.0940784106093842,0.8605465715318222,0.8794673793375858,1.036157586789428,0.0579208238199562,-0.2100647264217364,-0.2379433431175242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-05,14.227499961853027,14.287500381469728,13.890000343322754,14.017499923706056,13.933605194091797,5924800,TPX,1.122525366101126,0.8808631003958538,0.8813981970705339,1.0465343935592823,0.0759909725418437,-0.1905465546293525,-0.2436270119843299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-06,14.079999923706056,15.337499618530272,14.079999923706056,14.545000076293944,14.457947731018066,7702800,TPX,1.0814712441880108,0.8459952229042026,0.8594018557864819,1.048372731047773,0.0330985131402377,-0.2231441216821207,-0.268580499294564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-07,14.15250015258789,14.744999885559082,14.082500457763672,14.6875,14.599595069885254,3759600,TPX,1.0604255007827206,0.7845105931006282,0.8922552638893289,1.0387885930282448,0.0216369077544757,-0.2725082198081459,-0.2223557388936778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-08,14.7524995803833,15.0,14.567500114440918,14.697500228881836,14.609535217285156,2951600,TPX,1.0772240314251234,0.8048987911124387,0.8899472479256109,1.0447156071702373,0.032508424254886,-0.2520832461788459,-0.223878619778658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-11,14.779999732971191,14.875,14.574999809265137,14.727499961853027,14.639354705810549,3440000,TPX,1.085554285091876,0.7925649341427589,0.893226959216118,1.0484619827112251,0.0370923023806508,-0.2520585856918921,-0.2112242322248011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-12,14.837499618530272,15.324999809265137,14.7475004196167,15.25,15.15872859954834,4266400,TPX,1.0457376776799914,0.7544261969380587,0.8545901533424276,1.0415757419863072,0.0041619356936841,-0.2943610099105344,-0.2529063185870073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-13,15.255000114440918,15.845000267028809,15.175000190734863,15.710000038146973,15.615974426269531,4560400,TPX,0.994589465008352,0.732176960617388,0.8136537731511904,1.0495576207370112,-0.0549681557286592,-0.3166988315380012,-0.2768404383869101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-14,15.707500457763672,15.94499969482422,15.420000076293944,15.44499969482422,15.35256004333496,2300400,TPX,0.9817094025801192,0.7293623573034862,0.8132082801652794,1.0539026313731312,-0.072193228793012,-0.3013641354313889,-0.2872438841463858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-15,15.4975004196167,15.734999656677246,15.484999656677246,15.582500457763672,15.489237785339355,3658800,TPX,0.9924594451435732,0.7072036369719492,0.7806834567167866,1.0520989179928428,-0.0596394728492696,-0.2935195606408221,-0.2931511048548127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-18,15.727499961853027,16.1875,15.662500381469728,16.06999969482422,15.973820686340332,2135200,TPX,0.9819538960695866,0.7042625971170342,0.7621344538266657,1.049480051520865,-0.0675261554512784,-0.3116308912899506,-0.3092579220867348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-19,16.13249969482422,16.407499313354492,16.092500686645508,16.100000381469727,16.003639221191406,2983600,TPX,0.9765528723144083,0.6914596194083892,0.746118057578342,1.0585213557872055,-0.0819684834727974,-0.3131473488839947,-0.331456655888812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-20,16.184999465942383,16.267499923706055,16.0,16.084999084472656,15.988731384277344,1479200,TPX,0.9807272716427882,0.6944358023071325,0.7511656148973482,1.0561912314345747,-0.0754639597917865,-0.3076915779363248,-0.3292904410331179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-21,16.094999313354492,16.21500015258789,15.949999809265137,16.077499389648438,15.98127555847168,2692800,TPX,0.9744984688125052,0.704245099322802,0.7653553478061452,1.054691754118366,-0.0801932853058607,-0.3097512890855995,-0.3130350938707626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-22,16.049999237060547,16.049999237060547,15.734999656677246,15.887499809265137,15.79241180419922,2175200,TPX,0.990401305736438,0.6991345896964312,0.7965381776213162,1.0628648969920689,-0.0724635912556306,-0.2920033105088441,-0.2916046367376083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-26,15.925000190734863,16.112499237060547,15.8725004196167,15.9375,15.842114448547363,1675200,TPX,0.9857253889301016,0.7039999792916556,0.8061175821009109,1.054562443450246,-0.0688370545201444,-0.2974113847000363,-0.2908386555220942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-27,16.00749969482422,16.06999969482422,15.869999885559082,15.925000190734863,15.82968807220459,1146800,TPX,0.9510204184911396,0.7197801433142287,0.814285708261121,1.0427572783556516,-0.0917368598645119,-0.2921675790949408,-0.2899951648305545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-28,15.954999923706056,15.9975004196167,15.84000015258789,15.94499969482422,15.849568367004396,1193600,TPX,0.9350892931227618,0.716525616299478,0.7427093524062159,1.039387058829826,-0.1042977657070641,-0.2992183496585539,-0.359204046171839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-29,15.954999923706056,15.989999771118164,15.65999984741211,15.672499656677246,15.578700065612791,1686000,TPX,0.947360008609496,0.7139894698958725,0.7900780945686776,1.0452598484191695,-0.0978998398096735,-0.28605526874478,-0.3117028987360919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,15.6850004196167,16.267499923706055,15.59749984741211,16.147499084472656,16.05085563659668,3106000,TPX,0.8829539773585425,0.6846261397880116,0.7669918176134791,1.0173995405954512,-0.1344455632369087,-0.3088824789406414,-0.333603992342848,667100000.0,508000000.0,2579300000.0,112500000.0,2200000.0,162700000.0,2694000000.0,1000000.0,16800000.0,1416200000.0,321700000.0,732700000.0,-1812700000.0,231800000.0,41100000.0,576900000.0,23400000.0,72400000.0,-75500000.0,433500000.0,607400000.0,-1287300000.0,313200000.0,1608900000.0,179100000.0,228300000.0,21500000.0,3800000.0,-62100000.0,-142600000.0,-175200000.0,-20100000.0,12800000.0,151400000.0,-23800000.0,-44900000.0,-9400000.0,222900000.0,80700000.0,4500000.0,16300000.0,21000000.0,-500000.0,-56400000.0,-66600000.0
2018-01-03,16.165000915527344,16.239999771118164,15.654999732971191,15.75,15.65573501586914,2169200,TPX,0.8804762580051885,0.7112698483476229,0.822539684512179,0.9765980219270426,-0.0961217639218541,-0.2926789439762326,-0.2729087763733352,667100000.0,508000000.0,2579300000.0,112500000.0,2200000.0,162700000.0,2694000000.0,1000000.0,16800000.0,1416200000.0,321700000.0,732700000.0,-1812700000.0,231800000.0,41100000.0,576900000.0,23400000.0,72400000.0,-75500000.0,433500000.0,607400000.0,-1287300000.0,313200000.0,1608900000.0,179100000.0,228300000.0,21500000.0,3800000.0,-62100000.0,-142600000.0,-175200000.0,-20100000.0,12800000.0,151400000.0,-23800000.0,-44900000.0,-9400000.0,222900000.0,80700000.0,4500000.0,16300000.0,21000000.0,-500000.0,-56400000.0,-66600000.0
2018-01-04,15.81999969482422,15.8725004196167,15.572500228881836,15.739999771118164,15.645794868469238,2094800,TPX,0.8980304837220727,0.7074333749547798,0.8203622437301918,0.9849127815791188,-0.0868822978570461,-0.2909235613642124,-0.2692326160530056,667100000.0,508000000.0,2579300000.0,112500000.0,2200000.0,162700000.0,2694000000.0,1000000.0,16800000.0,1416200000.0,321700000.0,732700000.0,-1812700000.0,231800000.0,41100000.0,576900000.0,23400000.0,72400000.0,-75500000.0,433500000.0,607400000.0,-1287300000.0,313200000.0,1608900000.0,179100000.0,228300000.0,21500000.0,3800000.0,-62100000.0,-142600000.0,-175200000.0,-20100000.0,12800000.0,151400000.0,-23800000.0,-44900000.0,-9400000.0,222900000.0,80700000.0,4500000.0,16300000.0,21000000.0,-500000.0,-56400000.0,-66600000.0
2018-01-05,15.75749969482422,15.8125,15.59000015258789,15.612500190734863,15.519058227539062,1870000,TPX,0.9223378704438394,0.7066453748413313,0.8483586711462582,0.9789917900086822,-0.0566539195648427,-0.2929814442403239,-0.2415306997421403,667100000.0,508000000.0,2579300000.0,112500000.0,2200000.0,162700000.0,2694000000.0,1000000.0,16800000.0,1416200000.0,321700000.0,732700000.0,-1812700000.0,231800000.0,41100000.0,576900000.0,23400000.0,72400000.0,-75500000.0,433500000.0,607400000.0,-1287300000.0,313200000.0,1608900000.0,179100000.0,228300000.0,21500000.0,3800000.0,-62100000.0,-142600000.0,-175200000.0,-20100000.0,12800000.0,151400000.0,-23800000.0,-44900000.0,-9400000.0,222900000.0,80700000.0,4500000.0,16300000.0,21000000.0,-500000.0,-56400000.0,-66600000.0
2018-01-08,15.625,15.864999771118164,15.47249984741211,15.734999656677246,15.640825271606444,3074800,TPX,0.8714648384076822,0.6990784602069903,0.8276136217993081,0.942840182406444,-0.0713753439987617,-0.2926460242673265,-0.2597363838537464,667100000.0,508000000.0,2579300000.0,112500000.0,2200000.0,162700000.0,2694000000.0,1000000.0,16800000.0,1416200000.0,321700000.0,732700000.0,-1812700000.0,231800000.0,41100000.0,576900000.0,23400000.0,72400000.0,-75500000.0,433500000.0,607400000.0,-1287300000.0,313200000.0,1608900000.0,179100000.0,228300000.0,21500000.0,3800000.0,-62100000.0,-142600000.0,-175200000.0,-20100000.0,12800000.0,151400000.0,-23800000.0,-44900000.0,-9400000.0,222900000.0,80700000.0,4500000.0,16300000.0,21000000.0,-500000.0,-56400000.0,-66600000.0
2018-01-09,15.720000267028809,15.9375,15.710000038146973,15.729999542236328,15.635854721069336,2023200,TPX,0.8858868918089252,0.6899237236436455,0.8620470691076304,0.9530778204901076,-0.0671909286811824,-0.3113005234037695,-0.2272507492432477,667100000.0,508000000.0,2579300000.0,112500000.0,2200000.0,162700000.0,2694000000.0,1000000.0,16800000.0,1416200000.0,321700000.0,732700000.0,-1812700000.0,231800000.0,41100000.0,576900000.0,23400000.0,72400000.0,-75500000.0,433500000.0,607400000.0,-1287300000.0,313200000.0,1608900000.0,179100000.0,228300000.0,21500000.0,3800000.0,-62100000.0,-142600000.0,-175200000.0,-20100000.0,12800000.0,151400000.0,-23800000.0,-44900000.0,-9400000.0,222900000.0,80700000.0,4500000.0,16300000.0,21000000.0,-500000.0,-56400000.0,-66600000.0
