,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,151000000.0,300000000.0,300000000.0,-153000000.0
Change To Liabilities,155000000.0,327000000.0,0.0,395000000.0
Total Cashflows From Investing Activities,-303000000.0,-59000000.0,-59000000.0,-580000000.0
Net Borrowings,-1275000000.0,-500000000.0,-500000000.0,-22000000.0
Total Cash From Financing Activities,-1688000000.0,-782000000.0,-782000000.0,-376000000.0
Net Income,2058000000.0,1068000000.0,853000000.0,112000000.0
Change In Cash,-80000000.0,-302000000.0,-302000000.0,-94000000.0
Effect Of Exchange Rate,9000000.0,-32000000.0,-32000000.0,35000000.0
Total Cash From Operating Activities,1902000000.0,571000000.0,571000000.0,827000000.0
Depreciation,330000000.0,335000000.0,335000000.0,358000000.0
Other Cashflows From Investing Activities,-23000000.0,-19000000.0,-19000000.0,-2000000.0
Dividends Paid,-378000000.0,-352000000.0,-352000000.0,-352000000.0
Change To Inventory,-181000000.0,-360000000.0,-360000000.0,-11000000.0
Change To Account Receivables,-909000000.0,-593000000.0,-593000000.0,-335000000.0
Other Cashflows From Financing Activities,-35000000.0,70000000.0,70000000.0,-2000000.0
Change To Netincome,441000000.0,-211000000.0,-211000000.0,303000000.0
Capital Expenditures,-431000000.0,-340000000.0,-340000000.0,-425000000.0
