,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-2891000000.0,702000000.0,389000000.0,76000000.0
Change To Liabilities,217000000.0,-251000000.0,-199000000.0,165000000.0
Total Cashflows From Investing Activities,-4906000000.0,-1635000000.0,-3559000000.0,-1756000000.0
Net Borrowings,3752000000.0,2482000000.0,416000000.0,-503000000.0
Total Cash From Financing Activities,2271000000.0,-2835000000.0,-3008000000.0,-2859000000.0
Net Income,1420000000.0,3390000000.0,4688000000.0,4879000000.0
Change In Cash,877000000.0,487000000.0,-1127000000.0,650000000.0
Repurchase Of Stock,-4000000.0,-3752000000.0,-1854000000.0,-866000000.0
Effect Of Exchange Rate,108000000.0,-4000000.0,-31000000.0,59000000.0
Total Cash From Operating Activities,3404000000.0,4961000000.0,5471000000.0,5206000000.0
Depreciation,1297000000.0,1253000000.0,1188000000.0,1117000000.0
Other Cashflows From Investing Activities,-83000000.0,-175000000.0,-104000000.0,-154000000.0
Dividends Paid,-1405000000.0,-1462000000.0,-1554000000.0,-1415000000.0
Change To Inventory,340000000.0,-129000000.0,-141000000.0,-237000000.0
Change To Account Receivables,-246000000.0,367000000.0,433000000.0,-521000000.0
Other Cashflows From Financing Activities,-72000000.0,-103000000.0,-16000000.0,-75000000.0
Change To Netincome,339000000.0,310000000.0,-524000000.0,-228000000.0
Capital Expenditures,-1947000000.0,-2694000000.0,-2105000000.0,-1547000000.0
