Unnamed: 0,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,2893906000.0,1978313000.0,2941915000.0,2852300000.0
Capital Surplus,20626897000.0,11577320000.0,11355751000.0,11261461000.0
Total Liab,17587944000.0,12418566000.0,12892653000.0,10300993000.0
Total Stockholder Equity,16766757000.0,8444892000.0,8609084000.0,9099521000.0
Minority Interest,770650000.0,770253000.0,1015398000.0,754271000.0
Deferred Long Term Liab,272292000.0,291826000.0,322239000.0,330881000.0
Other Current Liab,826935000.0,594818000.0,590604000.0,602170000.0
Total Assets,36076291000.0,23068131000.0,23766695000.0,21404345000.0
Common Stock,2788000.0,2073000.0,2051000.0,2044000.0
Other Current Assets,15151000.0,237370000.0,,152668000.0
Other Liab,698308000.0,147381000.0,200113000.0,249465000.0
Good Will,8330996000.0,3363070000.0,4348007000.0,3389595000.0
Treasury Stock,-3862928000.0,-3134501000.0,-2748718000.0,-2163984000.0
Other Assets,705237000.0,614152000.0,650300000.0,443170000.0
Cash,108501000.0,89817000.0,126700000.0,51000.0
Total Current Liabilities,2029986000.0,1277112000.0,1388874000.0,1402480000.0
Short Long Term Debt,9000.0,,,
Other Stockholder Equity,-3862928000.0,-3134501000.0,-2748718000.0,-2163984000.0
Property Plant Equipment,21743051000.0,14711659000.0,14741677000.0,13677709000.0
Total Current Assets,1254943000.0,1113828000.0,909688000.0,878094000.0
Long Term Investments,1148158000.0,1287109000.0,175108000.0,163477000.0
Net Tangible Assets,5541855000.0,3103509000.0,1319162000.0,2857626000.0
Net Receivables,1131291000.0,784245000.0,762869000.0,706373000.0
Long Term Debt,13307490000.0,10122448000.0,11101479000.0,8649048000.0
Accounts Payable,1053140000.0,682294000.0,786613000.0,800310000.0
Investments,-74304000.0,-101101000.0,-673000.0,42388000.0
Change To Liabilities,82825000.0,68155000.0,39192000.0,-16384000.0
Total Cashflows From Investing Activities,-2599347000.0,-274992000.0,-3035993000.0,-1357153000.0
Net Borrowings,806307000.0,-458449000.0,2662653000.0,833023000.0
Total Cash From Financing Activities,935689000.0,-1272021000.0,1757269000.0,321200000.0
Change To Operating Activities,-63245000.0,-42364000.0,-108476000.0,-1061000.0
Issuance Of Stock,1886460000.0,541082000.0,5874000.0,217769000.0
Net Income,356398000.0,579761000.0,331246000.0,248259000.0
Change In Cash,26399000.0,-37969000.0,122041000.0,-8855000.0
Effect Of Exchange Rate,-16484000.0,-4773000.0,15441000.0,3793000.0
Total Cash From Operating Activities,1706541000.0,1513817000.0,1385324000.0,1023305000.0
Depreciation,1303065000.0,1157271000.0,1140526000.0,794134000.0
Other Cashflows From Investing Activities,84476000.0,27665000.0,39936000.0,107716000.0
Dividends Paid,-1239318000.0,-996766000.0,-930782000.0,-715209000.0
Change To Account Receivables,-27998000.0,-56293000.0,-61223000.0,-90281000.0
Other Cashflows From Financing Activities,-17760000.0,7162000.0,19524000.0,-25423000.0
Change To Netincome,-39706000.0,-283635000.0,-43916000.0,24912000.0
