Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,186.5800018310547,191.3800048828125,186.5800018310547,187.08999633789065,187.08999633789065,409800,SIVB,1.172056246039313,1.282484403966029,1.3019936987863272,1.0206479989635429,0.15140824707577,0.192224015243583,0.2127004997951243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,186.5399932861328,188.47000122070312,184.75,187.9600067138672,187.9600067138672,527600,SIVB,1.1637049793284655,1.2973504862379055,1.3330495244130467,1.012478214064533,0.1512267652639325,0.2086429304765058,0.2439186459361129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,188.9100036621093,189.6199951171875,185.259994506836,186.1300048828125,186.1300048828125,279600,SIVB,1.1761671542789536,1.3086552164677197,1.327190631810422,1.0113391723313174,0.1648279819476361,0.2186918414628176,0.2453899895898499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,184.88999938964844,186.1499938964844,182.4100036621093,182.69000244140625,182.69000244140625,301100,SIVB,1.2015983433076316,1.3514149438409084,1.3496633862233407,1.0126829906128405,0.1889153526947911,0.262931256819342,0.2597040196266766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,183.6000061035156,187.6699981689453,183.6000061035156,187.259994506836,187.259994506836,354700,SIVB,1.162501382181016,1.3331731347849147,1.306258719351944,1.0121464877707815,0.1503548944102344,0.250372659101802,0.2083369705806848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,188.44000244140625,191.47000122070312,187.2400054931641,189.1000061035156,189.1000061035156,427700,SIVB,1.137281811830653,1.3254890841160292,1.283553640330584,1.0081446760609294,0.1291371357697235,0.230545861288993,0.1829805738948204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,189.22999572753903,189.22999572753903,186.8999938964844,188.0,188.0,222500,SIVB,1.114680838077626,1.3467020887009642,1.325212762710896,1.0143616235707735,0.1003192145068525,0.2429866637483115,0.2267306165341991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,189.1600036621093,189.7100067138672,187.4199981689453,188.92999267578125,188.92999267578125,376400,SIVB,1.1021542571320484,1.3322394892598086,1.3276346348115238,1.008797349947511,0.0933569071845374,0.239388813115863,0.2383373221175682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,188.9199981689453,189.22000122070312,186.7700042724609,188.07000732421875,188.07000732421875,513000,SIVB,1.1106502724951717,1.3538575275229372,1.351783834884769,1.0091988628593096,0.101451409635862,0.2526253197802308,0.2636867846917754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,188.3800048828125,189.42999267578125,186.97000122070312,187.42999267578125,187.42999267578125,347100,SIVB,1.1324761393658376,1.3551193267798884,1.3744330972534342,1.0112728774332036,0.1212032619326339,0.2564344009565358,0.2983979962883047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
