,Unnamed: 0,2021-06-30,2021-03-31,2020-12-31,2020-09-30
0,Intangible Assets,3696000000.0,,3883000000.0,3990000000.0
1,Total Liab,4866000000.0,,4636000000.0,4724000000.0
2,Total Stockholder Equity,6565000000.0,6550000000.0,6550000000.0,6501000000.0
3,Minority Interest,598000000.0,,5000000.0,6000000.0
4,Other Current Liab,615000000.0,,333000000.0,435000000.0
5,Total Assets,12029000000.0,,11191000000.0,11231000000.0
6,Common Stock,6565000000.0,,6550000000.0,6501000000.0
7,Other Current Assets,189000000.0,,459000000.0,588000000.0
8,Other Liab,431000000.0,,394000000.0,390000000.0
9,Good Will,3957000000.0,,3956000000.0,3956000000.0
10,Other Assets,1507000000.0,,757000000.0,664000000.0
11,Cash,2225000000.0,,1684000000.0,1586000000.0
12,Total Current Liabilities,849000000.0,,692000000.0,619000000.0
13,Short Long Term Debt,26000000.0,,209000000.0,
14,Property Plant Equipment,120000000.0,,124000000.0,124000000.0
15,Total Current Assets,2527000000.0,,2264000000.0,2322000000.0
16,Long Term Investments,222000000.0,,207000000.0,175000000.0
17,Net Tangible Assets,-1088000000.0,-1289000000.0,-1289000000.0,-1445000000.0
18,Net Receivables,113000000.0,,121000000.0,148000000.0
19,Long Term Debt,3586000000.0,,3550000000.0,3715000000.0
20,Accounts Payable,208000000.0,,150000000.0,184000000.0
0,Investments,40500000.0,40500000.0,-14000000.0,-2000000.0
1,Change To Liabilities,163000000.0,163000000.0,-158000000.0,-317000000.0
2,Total Cashflows From Investing Activities,-251000000.0,-251000000.0,-20000000.0,-6000000.0
3,Net Borrowings,-95000000.0,-95000000.0,-4000000.0,-2000000.0
4,Total Cash From Financing Activities,366500000.0,366500000.0,-14000000.0,-16000000.0
5,Change To Operating Activities,-44000000.0,-44000000.0,245000000.0,168000000.0
6,Net Income,55000000.0,4500000.0,42000000.0,-95000000.0
7,Change In Cash,270500000.0,270500000.0,98000000.0,-181000000.0
8,Repurchase Of Stock,-500000.0,-500000.0,-1000000.0,-1000000.0
9,Effect Of Exchange Rate,-1000000.0,-1000000.0,4000000.0,9000000.0
10,Total Cash From Operating Activities,156000000.0,156000000.0,128000000.0,-168000000.0
11,Depreciation,99500000.0,99500000.0,115000000.0,118000000.0
12,Other Cashflows From Investing Activities,-288000000.0,-288000000.0,-2000000.0,-1000000.0
13,Other Cashflows From Financing Activities,462000000.0,462000000.0,-9000000.0,-14000000.0
14,Change To Netincome,-67000000.0,-67000000.0,-116000000.0,-42000000.0
15,Capital Expenditures,-3500000.0,-3500000.0,-4000000.0,-3000000.0
