Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Other Cashflows From Investing Activities
2017-09-29,28.51000022888184,28.739999771118164,28.459999084472656,28.6200008392334,26.491926193237305,709900,REXR,1.0373862828766025,1.0010921278883271,1.002851887255885,1.0206479989635429,0.0167382839130596,-0.0891682608341188,-0.086441311735318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,28.75,29.270000457763672,28.65999984741211,29.1200008392334,26.954748153686523,527200,REXR,1.0285026568330389,0.9904601250023792,0.9679328216406804,1.012478214064533,0.0160244427685058,-0.0982474307590204,-0.1211980568362534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,29.309999465942383,29.309999465942383,28.989999771118164,29.21999931335449,27.047313690185547,382600,REXR,1.0318273255639294,0.9997957065513954,0.978800588015358,1.0113391723313174,0.0204881532326119,-0.0901676684535066,-0.1030000542052141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,29.26000022888184,29.31999969482422,29.020000457763672,29.309999465942383,27.130619049072266,376800,REXR,1.029000247323973,0.9960400746386912,0.9837258294949376,1.0126829906128405,0.0163172567111324,-0.0924436123828752,-0.1062335371017264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,29.350000381469727,29.68000030517578,29.350000381469727,29.63999938964844,27.436080932617188,343600,REXR,1.023279373054491,0.964946419762287,1.0038011991873423,1.0121464877707815,0.0111328852837093,-0.1178540559208256,-0.0941205495839168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,29.459999084472656,29.68000030517578,29.299999237060547,29.6200008392334,27.417570114135746,595400,REXR,1.0162052043788312,0.9652586909099964,1.0089143406997694,1.0081446760609294,0.0080605283179018,-0.1296845319170397,-0.0916587257359942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,29.6200008392334,29.809999465942383,29.6200008392334,29.770000457763672,27.55641365051269,243100,REXR,1.01478013804052,0.9580321075685292,0.993307214391531,1.0143616235707735,0.0004185144697463,-0.1456833173841234,-0.1051749317851659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,29.89999961853028,30.06999969482422,29.8700008392334,30.0,27.76931381225586,275600,REXR,1.009333189002246,0.9604016534518092,0.974574970818974,1.008797349947511,0.0005358390547349,-0.1324490226921364,-0.1147223418749815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,29.979999542236328,30.239999771118164,29.979999542236328,30.049999237060547,27.815597534179688,392300,REXR,1.0003327759866982,0.9725150897761452,0.9695901856523836,1.0091988628593096,-0.0088660868726113,-0.1287171179665611,-0.1185068645406099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,30.09000015258789,30.51000022888184,30.07999992370605,30.450000762939453,28.18585586547852,496400,REXR,0.997044223835876,0.934657241891832,0.9601723051237468,1.0112728774332036,-0.0142286535973276,-0.1640276839315206,-0.1158627958413826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,30.530000686645508,30.65999984741211,30.170000076293945,30.309999465942383,28.056264877319336,497000,REXR,1.0,0.9545578614402072,0.9706089841010233,1.0098252549340063,-0.0098252549340065,-0.1536916369470679,-0.1062816197425937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,30.299999237060547,30.5,30.07999992370605,30.36000061035156,28.1025447845459,291800,REXR,0.9805664882586173,0.973839586958636,0.9853216682943272,1.0047827275420922,-0.0242162392834749,-0.1412221781830716,-0.1002723290658792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,30.309999465942383,30.43000030517578,30.14999961853028,30.26000022888184,28.009979248046875,456500,REXR,1.004296065942423,0.9890137726880004,0.9942554784050658,1.016827126331923,-0.0125310603895001,-0.1319819974813159,-0.0926828079097344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,30.14999961853028,30.34000015258789,30.1200008392334,30.15999984741211,27.91741371154785,571700,REXR,1.0009948236512645,0.985295589565044,1.023688772758188,1.016900814218988,-0.0159059905677234,-0.1312881345322624,-0.0523065716664672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,30.299999237060547,30.299999237060547,29.940000534057617,29.96999931335449,27.741544723510746,368700,REXR,1.015348694999965,0.986847452714104,1.0332135886691372,1.0195478153138224,-0.0041991203138573,-0.1297034496250975,-0.044619952648687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,30.09000015258789,30.11000061035156,29.8700008392334,29.90999984741211,27.68600845336914,386200,REXR,1.0347707634393772,0.9898348944524046,1.0592758387929213,1.0187296628598663,0.0160411005795109,-0.1270906313251399,-0.0061981704315428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,30.0,30.0,29.450000762939453,29.59000015258789,27.389799118041992,192400,REXR,1.047313247507354,0.987973448453821,1.0676578917076245,1.0231439317955078,0.0241693157118463,-0.1262647045108611,-0.000799260157964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,29.600000381469727,29.71999931335449,29.18000030517578,29.200000762939453,27.02880477905273,635900,REXR,1.079451887173117,0.9956621601004542,1.1019914221264202,1.023176662025299,0.0562752251478175,-0.1051307237459403,0.022610601828567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,29.21999931335449,29.39999961853028,29.059999465942383,29.38999938964844,27.204668045043945,364000,REXR,1.072473822451124,1.015212982384381,1.12306443467579,1.028738706809164,0.04373511564196,-0.0930008391701846,0.0292431723904855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,29.479999542236328,29.530000686645508,29.15999984741211,29.3799991607666,27.19541549682617,242500,REXR,1.0707964452810763,0.99640334038657,1.1158790396844491,1.0357335667629224,0.0350628785181539,-0.1079651903008713,0.0248570053635879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,29.440000534057617,29.86000061035156,29.270000457763672,29.739999771118164,27.52864646911621,246300,REXR,1.044048408990019,0.9752182836773576,1.1023714574003258,1.0327543330408862,0.0112940759491328,-0.103200669918683,0.0062426586652561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,29.770000457763672,29.770000457763672,29.350000381469727,29.5,27.30649185180664,355900,REXR,1.0633898058361608,0.9409101380186982,1.11305310961518,1.0448229351223306,0.0185668707138302,-0.1052007955537805,0.0026636172203129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,29.559999465942383,29.799999237060547,29.309999465942383,29.690000534057617,27.48236083984375,244200,REXR,1.0555743790961445,0.92541151606477,1.100143371991534,1.0378093145840102,0.0177650645121343,-0.1282448523497212,-0.0074365791368895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,27.39999961853028,30.38999938964844,27.14999961853028,29.950000762939453,27.72303009033203,493300,REXR,1.0357262667690044,0.9180488387497856,1.072708824279738,1.0388512590749122,-0.0031249923059077,-0.1365351796020641,-0.0367337819793305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,29.920000076293945,30.61000061035156,29.84000015258789,30.14999961853028,27.90815734863281,422500,REXR,0.9943616391350631,0.8799605273733194,1.0481626734769864,1.0310647944789963,-0.0367031553439332,-0.13808581474668,-0.0563393378085956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
