Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Capital Surplus,Other Current Liab,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,142.5,144.66000366210938,142.2899932861328,144.27999877929688,137.3593292236328,938200,CTAS,1.032991293805219,1.1292919858417831,1.192143484861832,1.0206479989635429,0.0123432948416761,0.0390315971193371,0.102850285870629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,144.5,145.6199951171875,144.02999877929688,145.42999267578125,138.4541473388672,746900,CTAS,1.011620798544722,1.1236294088947534,1.1968280743610318,1.012478214064533,-0.0008574155198108,0.0349218531333537,0.1076971958840979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,145.47999572753906,147.44000244140625,145.32000732421875,147.3800048828125,140.31063842773438,788400,CTAS,1.001153294289165,1.1105458404301805,1.167204943168311,1.0113391723313174,-0.0101858780421524,0.0205824654252784,0.0854043009477387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,146.8699951171875,147.63999938964844,146.1999969482422,147.1999969482422,140.1392364501953,770100,CTAS,1.0079484634694609,1.1072339183801685,1.1875190613409057,1.0126829906128405,-0.0047345271433796,0.0187502313586021,0.0975596947442416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,147.4600067138672,148.22000122070312,146.47999572753906,148.00999450683594,140.910400390625,609300,CTAS,0.997027300496042,1.095095522282035,1.1881237341229345,1.0121464877707815,-0.0151191872747394,0.0122950465989224,0.0902019853516753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,148.0,149.47999572753906,147.4600067138672,149.0800018310547,141.9290771484375,614700,CTAS,0.991883643263039,1.098899485070307,1.1825120217634555,1.0081446760609294,-0.0162610327978903,0.0039562622432709,0.0819389553276919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,149.2899932861328,149.9600067138672,149.0800018310547,149.60000610351562,142.4241485595703,400200,CTAS,1.0000668530194583,1.084334762638033,1.1769149452817678,1.0143616235707735,-0.0142947705513152,-0.0193806623146195,0.0784327991050708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,149.52999877929688,150.42999267578125,149.52999877929688,150.24000549316406,143.03343200683594,576100,CTAS,0.9785807074348088,1.0848297053107057,1.164903301624873,1.008797349947511,-0.030216642512702,-0.0080209708332399,0.0756059889309175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,150.02000427246094,150.72000122070312,149.61000061035156,150.6699981689453,143.44281005859375,408000,CTAS,0.9802835287875288,1.091462649250032,1.1615787303625658,1.0091988628593096,-0.0289153340717808,-0.0097695584926744,0.0734816801695721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,150.5,151.75,150.49000549316406,151.50999450683594,144.2425079345703,597800,CTAS,0.98318917744984,1.0796065662006138,1.1443294072395689,1.0112728774332036,-0.0280836999833635,-0.0190783596227388,0.0682943062744394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,151.8699951171875,152.47999572753906,151.41000366210938,151.94000244140625,144.65187072753906,522500,CTAS,0.992715855274921,1.0915883650732787,1.139028397436472,1.0098252549340063,-0.0171093996590855,-0.0166611333139963,0.062137793592855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,152.5,152.5,150.86000061035156,151.22000122070312,143.9664306640625,368400,CTAS,0.999448011782532,1.104005581779471,1.155816480451901,1.0047827275420922,-0.0053347157595602,-0.0110561833622366,0.0702224830916946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,151.75,152.41000366210938,150.3300018310547,151.0500030517578,143.80459594726562,400100,CTAS,1.0046553735429542,1.10364174696728,1.1599282201966008,1.016827126331923,-0.0121717527889688,-0.0173540232020363,0.0729899338818005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,151.39999389648438,151.82000732421875,151.07000732421875,151.16000366210938,143.9093017578125,430700,CTAS,0.9959657478762072,1.1033737875401326,1.138953732489047,1.016900814218988,-0.0209350663427807,-0.0132099365571738,0.0629583880643918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,150.5,150.97000122070312,149.44000244140625,150.9499969482422,143.70936584472656,704500,CTAS,0.9928643000202694,1.1156245656651629,1.1542004538689552,1.0195478153138224,-0.026683515293553,-0.0009263366740386,0.076366912551131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,151.7899932861328,152.8300018310547,151.0399932861328,152.1999969482422,144.89942932128906,467300,CTAS,0.980259429921392,1.1143659695440111,1.1348905432940095,1.0187296628598663,-0.0384702329384742,-0.0025595562335334,0.0694165340695454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,152.11000061035156,152.1999969482422,151.36000061035156,151.49000549316406,144.22348022460938,262000,CTAS,0.983385757043874,1.107776906694259,1.1545570540308068,1.0231439317955078,-0.0397581747516337,-0.0064612462704229,0.0860999021652182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,151.52999877929688,151.92999267578125,150.39999389648438,150.85000610351562,143.6141815185547,393600,CTAS,0.9899034190655892,1.111270637307094,1.17433325623235,1.023176662025299,-0.0332732429597101,0.0104777534606994,0.0949524359344968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,150.67999267578125,151.0800018310547,149.5,150.16000366210938,142.957275390625,471100,CTAS,0.9961351705140268,1.1340835073853264,1.183230424914568,1.028738706809164,-0.0326035362951372,0.0258696858307607,0.0894091626292634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,150.8699951171875,151.6999969482422,150.63999938964844,151.5500030517578,144.2805938720703,384800,CTAS,1.0141485872934406,1.1018684959652896,1.178314947174539,1.0357335667629224,-0.0215849794694817,-0.0025000347221517,0.0872929128536779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,150.83999633789062,151.66000366210938,150.11000061035156,151.55999755859375,144.2901153564453,375900,CTAS,1.0254210016986745,1.0793837099628951,1.1931783993078824,1.0327543330408862,-0.0073333313422117,0.0009647563668544,0.0970496005728127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,151.24000549316406,151.24000549316406,149.17999267578125,149.22000122070312,142.06234741210938,307100,CTAS,1.0666362842122157,1.0599968980251548,1.232756166947255,1.0448229351223306,0.021813349089885,0.013885964452676,0.1223666745523881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,149.94000244140625,150.25,148.9199981689453,149.0399932861328,141.8909912109375,475900,CTAS,1.068331346016031,1.0605308029880305,1.2474718699967566,1.0378093145840102,0.0305220314320209,0.0068744345735392,0.1398919188683332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,148.85000610351562,149.0500030517578,145.5800018310547,147.1199951171875,140.06309509277344,694400,CTAS,1.0905882064564625,1.076089191022069,1.259354135856436,1.0388512590749122,0.0517369473815503,0.0215051726702191,0.1499115295973674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,147.05999755859375,148.33999633789062,146.1300048828125,147.5500030517578,140.4724578857422,509900,CTAS,1.0707606764846809,1.023074074601105,1.2548620720631962,1.0310647944789963,0.0396958820056845,0.0050277324811056,0.1503600607776141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
