Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Short Long Term Debt,Inventory,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Change To Inventory
2017-09-29,94.3499984741211,95.06999969482422,94.12999725341795,94.79000091552734,94.79000091552734,257600,EEFT,1.0195168103835102,0.9759468429446616,0.7833104682229965,1.0206479989635429,-0.0011311885800326,-0.1143135457777844,-0.3059827307682063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,94.8499984741211,95.29000091552734,94.0199966430664,94.5999984741211,94.5999984741211,213100,EEFT,1.0273784778970547,1.0136363735341944,0.7930232331197022,1.012478214064533,0.0149002638325217,-0.0750711822272052,-0.2961076453572315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,94.61000061035156,97.1999969482422,94.47000122070312,95.06999969482422,95.06999969482422,273400,EEFT,0.9879036338532616,1.000525960365187,0.789102733605569,1.0113391723313174,-0.0234355384780557,-0.089437414639715,-0.2926979086150031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,94.94000244140624,95.44000244140624,94.44000244140624,95.2300033569336,95.2300033569336,201200,EEFT,0.9837235850349788,0.9826735118374982,0.7936574521348244,1.0126829906128405,-0.0289594055778616,-0.1058101751840682,-0.2963019144618396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,95.72000122070312,96.5,95.02999877929688,96.33000183105467,96.33000183105467,186000,EEFT,0.9508979210316102,0.9796532850906604,0.8027613449720209,1.0121464877707815,-0.0612485667391713,-0.1031471905924522,-0.2951604037992382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,96.31999969482422,97.41000366210938,95.95999908447266,97.37999725341795,97.37999725341795,215700,EEFT,0.9277058829935402,0.9775108351429446,0.798829360336596,1.0081446760609294,-0.0804387930673892,-0.1174323876840915,-0.3017437060991675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,97.37000274658205,99.33000183105467,97.0,99.19000244140624,99.19000244140624,275900,EEFT,0.9253956916650926,0.9577578149180774,0.7723560714257146,1.0143616235707735,-0.0889659319056809,-0.1459576100345752,-0.3261260747509823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,99.01000213623048,99.93000030517578,98.62999725341795,99.3499984741211,99.3499984741211,300800,EEFT,0.9123301538173504,0.9580271944339132,0.7728233513692172,1.008797349947511,-0.0964671961301605,-0.1348234817100324,-0.3164739613247384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,99.01000213623048,99.9800033569336,98.5199966430664,99.72000122070312,99.72000122070312,703500,EEFT,0.9095466891090626,0.949859607513102,0.7656437779732986,1.0091988628593096,-0.099652173750247,-0.1513726002296044,-0.322453272219695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,99.4800033569336,99.76000213623048,98.19000244140624,98.3499984741211,98.3499984741211,300100,EEFT,0.920183034103588,0.9658362921964284,0.7656329864770822,1.0112728774332036,-0.0910898433296155,-0.1328486336269242,-0.3104021144880472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
