Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Other Current Assets,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures
2020-10-06,52.54999923706055,55.09999847412109,52.09999847412109,53.959999084472656,53.959999084472656,810900,CVAC,0.9293921863744043,1.913454443139731,2.0253892284993804,1.0491302463111982,-0.1197380599367938,0.6597544202775187,0.61472596853352,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-10-07,53.7599983215332,56.540000915527344,52.52000045776367,56.459999084472656,56.459999084472656,576500,CVAC,0.8940843138645937,1.8030464878231696,2.001416964795465,1.0272682070512942,-0.1331838931867004,0.5590575412029228,0.6250257759667186,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-10-08,56.56999969482422,56.70000076293945,55.04999923706055,55.41999816894531,55.41999816894531,326500,CVAC,0.986286568988754,1.7728257532685114,1.998917402371417,1.0483293009850092,-0.0620427319962552,0.5524146934890244,0.665345506468896,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-10-09,55.709999084472656,56.290000915527344,52.91999816894531,54.20000076293945,54.20000076293945,385700,CVAC,1.1309962799663995,1.855903965349599,2.0837638533509333,1.0518465726367494,0.0791497073296501,0.6294528603387308,0.7295384984408688,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-10-12,54.77000045776367,55.720001220703125,53.59999847412109,54.43999862670898,54.43999862670898,350000,CVAC,1.137766351748591,1.843313758367512,2.095885403239929,1.0451976788667212,0.0925686728818697,0.6376365177545005,0.7573327615095393,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-10-13,53.5099983215332,55.34999847412109,53.5,54.38999938964844,54.38999938964844,279100,CVAC,1.2813017691386428,1.8979592666915976,2.139547785483699,1.0383629693531184,0.2429387997855243,0.6728706944052512,0.7684270733415166,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-10-14,54.22999954223633,55.400001525878906,53.5,53.91999816894531,53.91999816894531,213500,CVAC,1.3946587444721554,1.8740728205357493,2.242025287368682,1.0653468080457866,0.3293119364263688,0.6375674103546991,0.8572776002239622,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-10-15,51.5,53.18999862670898,51.310001373291016,52.0,52.0,246700,CVAC,1.6476923135610728,1.9436538402850807,2.45249997652494,1.0811920070010823,0.5665003065599903,0.7212602097396703,1.0732318171357171,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-10-16,53.25,53.650001525878906,51.09999847412109,52.43999862670898,52.43999862670898,220000,CVAC,1.4586193719847145,1.9582380841082567,2.2557209003296834,1.0838882900645634,0.374731081920151,0.7321824580568186,0.8729938644666102,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-10-19,53.79999923706055,54.79999923706055,52.25,53.5,53.5,304300,CVAC,1.3951401755074475,1.9532710280373835,2.149719666097766,1.085679938850043,0.3094602366574042,0.7144053784585456,0.7470975164518243,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-10-20,52.900001525878906,53.59000015258789,52.20000076293945,52.869998931884766,52.869998931884766,211400,CVAC,1.422356695053585,1.8674107310675887,2.2118404540175285,1.0883390164590112,0.3340176785945739,0.6387308116378285,0.8313713242537573,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-10-21,52.34000015258789,53.130001068115234,48.11000061035156,49.130001068115234,49.130001068115234,456600,CVAC,1.6220232181742018,1.923264722359071,2.4465702083253267,1.0914123806642604,0.5306108375099414,0.7038475485014135,1.054839330403165,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-10-22,49.560001373291016,50.5,47.880001068115234,49.06999969482422,49.06999969482422,365300,CVAC,1.733441982628862,1.722641110760245,2.2239657210539727,1.094738791139384,0.6387031914894781,0.5187661028858923,0.8598709718241031,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-10-23,51.88100051879883,52.88999938964844,49.5,50.02999877929688,50.02999877929688,688400,CVAC,1.6410154003060906,1.7847292243484283,2.02278631655934,1.1082827557993673,0.5327326445067233,0.5995323762411675,0.6662116451702931,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-10-26,50.79999923706055,51.29999923706055,47.0,48.65999984741211,48.65999984741211,529200,CVAC,1.6808467154131566,1.9430744625616,1.9307438808641664,1.131753622338089,0.5490930930750675,0.7133572578797556,0.5373235146109527,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-10-27,49.11000061035156,50.400001525878906,48.91999816894531,49.88999938964844,49.88999938964844,243300,CVAC,1.7237923642437234,1.9783523382588224,2.012427395353119,1.148785200454681,0.5750071637890424,0.7274617618833319,0.5833179127054149,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-10-28,47.470001220703125,48.459999084472656,46.12099838256836,46.7599983215332,46.7599983215332,272900,CVAC,2.249144609582119,2.250855512788414,2.262403864689844,1.1717206663972943,1.0774239431848245,0.9522936802667838,0.8031358371052977,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-10-29,48.9900016784668,50.59000015258789,48.33000183105469,49.59999847412109,49.59999847412109,300900,CVAC,1.958266133901108,2.217540347731201,1.975201698278664,1.1675292886158797,0.7907368452852286,0.9185139515015016,0.5465476489198537,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-10-30,50.04999923706055,50.34999847412109,47.790000915527344,48.77999877929688,48.77999877929688,269200,CVAC,2.1045511732501345,2.468839756434936,1.926199291426612,1.1783167979264215,0.9262343753237128,1.1479718160054715,0.5275474404827203,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-11-02,50.0,51.0,46.5,47.08000183105469,47.08000183105469,621100,CVAC,2.177145199947496,2.6824553101912696,2.17395910139089,1.166155805005939,1.0109893949415567,1.3680162201027908,0.7841666106418947,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-11-03,48.40999984741211,49.0,47.5,48.58000183105469,48.58000183105469,427000,CVAC,2.185055527478854,2.353437577640629,2.264100323550392,1.1598423641651217,1.0252131633137325,1.068123628061215,0.8791784880699249,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-11-04,48.130001068115234,49.5,48.04999923706055,48.880001068115234,48.880001068115234,207200,CVAC,2.3389934397041765,2.372749607662921,2.380932788672409,1.152631411002053,1.1863620287021237,1.090169748165722,0.9937252292565176,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-11-05,50.29999923706055,50.970001220703125,48.58000183105469,50.150001525878906,50.150001525878906,435400,CVAC,2.593220320933552,2.284745729707066,2.260418687163038,1.1314046287997348,1.461815692133817,1.0315614188465985,0.9182006236921922,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-11-06,51.12900161743164,51.400001525878906,50.209999084472656,50.47999954223633,50.47999954223633,198800,CVAC,2.699485053648715,2.3169572136507823,2.214738590839633,1.13153473850806,1.567950315140655,1.0508985949556395,0.8776204963056706,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-11-09,54.0,55.5,51.43000030517578,54.65999984741211,54.65999984741211,659200,CVAC,2.3591291128469947,2.067325289342276,2.1031833041601344,1.0952501884521426,1.263878924394852,0.8482957961288247,0.8107859268942628,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-11-10,59.75,61.29999923706055,56.11000061035156,61.29999923706055,61.29999923706055,929600,CVAC,1.926264327906652,1.7944535296747046,1.8815660321926848,1.0839984978705262,0.8422658300361254,0.5844256262299268,0.5941525276297117,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-11-11,61.0,61.93999862670898,58.5099983215332,61.93999862670898,61.93999862670898,518300,CVAC,1.954472073662459,1.7155312317105929,1.84969328761691,1.0757014096148303,0.8787706640476285,0.5191342997780304,0.5538014555495807,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-11-12,64.80000305175781,71.97000122070312,64.66999816894531,69.69000244140625,69.69000244140625,1259700,CVAC,1.7417132013371854,1.4959104082059833,1.6597789369601186,1.1099785439559162,0.6317346573812692,0.2654052644775868,0.3481273936168498,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-11-13,72.30000305175781,75.19999694824219,71.13999938964844,75.19999694824219,75.19999694824219,751400,CVAC,1.545478802355454,1.3690159724221729,1.5206117435460087,1.0836109391783006,0.4618678631771533,0.1709793023399668,0.2256082554449798,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-11-16,79.19999694824219,85.68000030517578,77.5199966430664,85.68000030517578,85.68000030517578,1394300,CVAC,1.298786162265859,1.1683006316244635,1.2948179510534448,1.0745618956570646,0.2242242666087943,-0.0064293763625713,0.0179625548537796,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-11-17,71.50499725341797,77.80000305175781,70.16000366210938,76.48999786376953,76.48999786376953,1161700,CVAC,1.363969208325366,1.2834357551400168,1.4574455022927584,1.0716898328073,0.2922793755180659,0.0882951243018534,0.1830294672379555,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-11-18,76.38999938964844,77.75,72.22000122070312,74.63999938964844,74.63999938964844,421600,CVAC,1.491157609350056,1.245578804675028,1.4506966728929778,1.0797196178315844,0.4114379915184716,0.0718984306196823,0.1536035096559902,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-11-19,75.62000274658203,75.94999694824219,73.51000213623047,75.19999694824219,75.19999694824219,281400,CVAC,1.447340435569456,1.25398945317327,1.5240692189021503,1.0747387601086344,0.3726016754608214,0.0948553764152773,0.2357503473646389,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-11-20,77.80999755859375,79.93000030517578,76.70999908447266,79.69000244140625,79.69000244140625,391000,CVAC,1.2691679795594657,1.206926808364627,1.436441180998452,1.0823666585670508,0.1868013209924148,0.0141359918858525,0.1527002730612083,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-11-23,82.7300033569336,85.05999755859375,81.69999694824219,85.05999755859375,85.05999755859375,569300,CVAC,1.1959793825159315,1.0914648366165025,1.3650364912174957,1.0655008807234645,0.1304785017924672,-0.0703402104876471,0.0991202784953559,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-11-24,82.38400268554688,84.94999694824219,76.29000091552734,82.0999984741211,82.0999984741211,629800,CVAC,1.0704019352828469,1.01778318040935,1.5225335240341265,1.0462667827802716,0.0241351525025752,-0.1131377826184147,0.274016146034584,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-11-25,82.01799774169922,82.01799774169922,79.20999908447266,81.79000091552734,81.79000091552734,307300,CVAC,1.0376574372976926,0.9943758518238954,1.3362269188430744,1.0403610731589388,-0.0027036358612462,-0.1176691128815978,0.0765846096794493,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
